Сотрудник 1: Андреев Иван Егорович; IT-отдел; Начальник (руководитель) бригады (группы); 269866
Сотрудник 33: Артемова Елена Львовна; PR-отдел; Заведующий камерой хранения; 139107
Сотрудник 34: Белов Пётр Алексеевич; PR-отдел; Агент коммерческий; 109531
Сотрудник 35: Васильев Михаил Андреевич; PR-отдел; Заместитель директора по управлению персоналом; 453912
Сотрудник 36: Васильева Полина Ярославовна; PR-отдел; Специалист по связям с общественностью; 430863
Сотрудник 37: Грибова Ксения Егоровна; PR-отдел; Специалист по промышленной безопасности подъемных сооружений; 231248
Сотрудник 38: Гуляева Екатерина Артёмовна; PR-отдел; Агент торговый; 472167
Сотрудник 39: Долгов Фёдор Александрович; PR-отдел; Научный редактор; 282845
Сотрудник 40: Зубкова Мария Егоровна; PR-отдел; Инженер; 467934
Сотрудник 41: Зубов Лев Робертович; PR-отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 257771
Сотрудник 42: Иванов Егор Михайлович; PR-отдел; Инженер; 165359
Сотрудник 43: Кузин Роман Артёмович; PR-отдел; Инженер-проектировщик; 198382
Сотрудник 44: Леонов Егор Егорович; PR-отдел; Бухгалтер-ревизор; 225285
Сотрудник 45: Леонов Лев Даниилович; PR-отдел; Редактор; 234105
Сотрудник 46: Лукин Дмитрий Артёмович; PR-отдел; Инженер по охране окружающей среды (эколог); 328569
Сотрудник 47: Маркелова Дарья Дмитриевна; PR-отдел; Делопроизводитель; 434871
Сотрудник 48: Михайлова Валерия Кирилловна; PR-отдел; Техник-технолог; 202596
Сотрудник 49: Морозов Кирилл Максимович; PR-отдел; Мастер участка; 258884
Сотрудник 50: Новиков Денис Даниилович; PR-отдел; Агент коммерческий; 245360
Сотрудник 51: Позднякова Олеся Всеволодовна; PR-отдел; Инженер по подготовке кадров; 218737
Сотрудник 52: Савицкая Анастасия Данииловна; PR-отдел; Начальник производственной лаборатории (по контролю производства); 243374
Сотрудник 53: Сахарова Мила Ивановна; PR-отдел; Мастер контрольный (участка, цеха); 460646
Сотрудник 54: Симонов Григорий Георгиевич; PR-отдел; Инкассатор; 120543
Сотрудник 55: Соловьев Александр Андреевич; PR-отдел; Инженер-проектировщик; 221094
Сотрудник 56: Соловьев Дмитрий Дмитриевич; PR-отдел; Эксперт дорожного хозяйства; 139851
Сотрудник 57: Сычев Фёдор Фёдорович; PR-отдел; Техник по инструменту; 229435
Сотрудник 58: Федорова Вера Дмитриевна; PR-отдел; Заведующий (начальник) отделом научно-технической информации; 296857
Сотрудник 59: Федорова Елизавета Павловна; PR-отдел; Менеджер; 253875
Сотрудник 60: Федотова Анастасия Артемьевна; PR-отдел; Аукционист; 332571
Сотрудник 61: Федотова Полина Дмитриевна; PR-отдел; Заведующий чертежно-копировальным бюро; 249947
Сотрудник 62: Алексеева София Марковна; Администрация; Начальник отдела сбыта; 422048
Сотрудник 63: Андреев Даниил Кириллович; Администрация; Инструктор-дактилолог; 333176
Сотрудник 64: Андреева Елена Артёмовна; Администрация; Экспедитор; 233301
Сотрудник 65: Безрукова Яна Максимовна; Администрация; Экспедитор; 397901
Сотрудник 66: Беляев Владимир Александрович; Администрация; Агент страховой; 446544
Сотрудник 67: Васильев Артём Львович; Администрация; Начальник отдела социального развития; 430883
Сотрудник 68: Волкова Полина Максимовна; Администрация; Математик; 129889
Сотрудник 69: Галкин Роберт Викторович; Администрация; Начальник хозяйственного отдела; 315924
Сотрудник 70: Герасимов Тимур Кириллович; Администрация; Техник по метрологии; 251904
Сотрудник 71: Горбачев Алексей Демьянович; Администрация; Инженер по автоматизированным системам управления производством; 423905
Сотрудник 72: Горшкова Таисия Марковна; Администрация; Техник; 333124
Сотрудник 73: Денисова Дарья Ярославовна; Администрация; Начальник юридического отдела; 313911
Сотрудник 74: Ермакова Ева Степановна; Администрация; Инженер по охране труда; 409131
Сотрудник 75: Жуков Иван Константинович; Администрация; Управляющий отделением (фермой, сельскохозяйственным участком); 301614
Сотрудник 76: Жукова Валерия Игоревна; Администрация; Инженер по охране труда; 362019
Сотрудник 77: Иванова Ксения Филиповна; Администрация; Инженер по наладке и испытаниям; 117796
Сотрудник 78: Ильин Серафим Леонидович; Администрация; Младший научный сотрудник; 372886
Сотрудник 79: Ильина Вера Петровна; Администрация; Биржевой маклер; 266529
Сотрудник 80: Ильина Татьяна Кирилловна; Администрация; Заведующий столовой; 148528
Сотрудник 81: Исаев Никита Платонович; Администрация; Агент коммерческий; 318609
Сотрудник 82: Казакова Александра Михайловна; Администрация; Начальник хозяйственного отдела; 185041
Сотрудник 83: Козлова София Семёновна; Администрация; Начальник отдела маркетинга; 454702
Сотрудник 84: Колосова Мария Андреевна; Администрация; Руководитель подразделения; 394749
Сотрудник 85: Кошелева Вера Богдановна; Администрация; Начальник финансового отдела; 170224
Сотрудник 86: Краснова Анастасия Александровна; Администрация; Экономист по планированию; 270948
Сотрудник 87: Крылова Мирослава Глебовна; Администрация; Главный бухгалтер; 300697
Сотрудник 88: Лаврентьева Милана Андреевна; Администрация; Главный диспетчер; 158764
Сотрудник 89: Лаптева Дарья Артёмовна; Администрация; Экономист по материально-техническому снабжению; 146143
Сотрудник 90: Леонов Иван Арсеньевич; Администрация; Переводчик-дактилолог; 390864
Сотрудник 91: Миронова Майя Данииловна; Администрация; Начальник нормативно-исследовательской лаборатории по труду; 104657
Сотрудник 92: Молчанов Михаил Робертович; Администрация; Начальник юридического отдела; 465989
Сотрудник 93: Петрова Алиса Никитична; Администрация; Оценщик; 190881
Сотрудник 94: Петрова Злата Платоновна; Администрация; Начальник отдела социального развития; 313548
Сотрудник 95: Петрова Милана Дмитриевна; Администрация; Управляющий отделением (фермой, сельскохозяйственным участком); 358392
Сотрудник 96: Романова Маргарита Артёмовна; Администрация; Специалист по автотехнической экспертизе (эксперт-автотехник); 189371
Сотрудник 97: Румянцев Антон Миронович; Администрация; Экспедитор по перевозке грузов; 379633
Сотрудник 98: Румянцев Антон Миронович; Администрация; Ученый секретарь; 393693
Сотрудник 99: Семенова София Ильинична; Администрация; Экономист по материально-техническому снабжению; 208138
Сотрудник 100: Семенова Яна Максимовна; Администрация; Главный сварщик; 239560
Сотрудник 101: Сычев Фёдор Фёдорович; Администрация; Начальник отдела материально-технического снабжения; 326282
Сотрудник 102: Федорова Вера Дмитриевна; Администрация; Инженер по инвентаризации строений и сооружений; 441561
Сотрудник 103: Федосеева Алиса Владиславовна; Администрация; Руководитель группы по инвентаризации строений и сооружений; 419071
Сотрудник 104: Федотова Полина Дмитриевна; Администрация; Директор котельной; 186887
Сотрудник 105: Фокина Злата Серафимовна; Администрация; Ведущий экономист; 453326
Сотрудник 106: Харитонов Георгий Андреевич; Администрация; Художник; 296404
Сотрудник 107: Чесноков Михаил Андреевич; Администрация; Начальник отдела патентной и изобретательской работы; 496279
Сотрудник 108: Яковлев Даниил Никитич; Администрация; Технический редактор; 352710
Сотрудник 109: Балашова Алиса Максимовна; Аналитический отдел; Лаборант; 384138
Сотрудник 110: Бочаров Егор Тимурович; Аналитический отдел; Психолог; 443428
Сотрудник 111: Васильев Михаил Андреевич; Аналитический отдел; Заведующий техническим архивом; 454965
Сотрудник 112: Васильева София Михайловна; Аналитический отдел; Методист по физической культуре; 467595
Сотрудник 113: Волкова Александра Ярославовна; Аналитический отдел; Заведующий хозяйством; 392353
Сотрудник 114: Воробьев Илья Александрович; Аналитический отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 161496
Сотрудник 115: Давыдов Артём Александрович; Аналитический отдел; Начальник лаборатории (бюро) технико - экономических исследований; 257567
Сотрудник 116: Иванов Илья Михайлович; Аналитический отдел; Инженер по инструменту; 475276
Сотрудник 117: Иванов Роман Александрович; Аналитический отдел; Методист по физической культуре; 414293
Сотрудник 118: Иванова Арина Кирилловна; Аналитический отдел; Заведующий фотолабораторией; 114730
Сотрудник 119: Иванова Карина Николаевна; Аналитический отдел; Техник по инструменту; 178058
Сотрудник 120: Исаев Максим Вадимович; Аналитический отдел; Лаборант; 385677
Сотрудник 121: Колесникова Екатерина Саввична; Аналитический отдел; Специалист по автотехнической экспертизе (эксперт-автотехник); 479213
Сотрудник 122: Комаров Максим Серафимович; Аналитический отдел; Брокер; 366537
Сотрудник 123: Кондратьев Кирилл Егорович; Аналитический отдел; Инженер по надзору за строительством; 463451
Сотрудник 124: Кузнецов Тимофей Егорович; Аналитический отдел; Техник-конструктор; 284605
Сотрудник 125: Кузнецов Тимофей Егорович; Аналитический отдел; Заведующий техническим архивом; 418546
Сотрудник 126: Кузьмина Майя Дмитриевна; Аналитический отдел; Начальник автоколонны; 145647
Сотрудник 127: Кузьмина Яна Евгеньевна; Аналитический отдел; Заведующий архивом; 137726
Сотрудник 128: Лаврова Вероника Михайловна; Аналитический отдел; Заведующий конструкторским отделом; 153024
Сотрудник 129: Лаптева Дарья Артёмовна; Аналитический отдел; Начальник отдела капитального строительства; 454473
Сотрудник 130: Лебедева Ксения Артемьевна; Аналитический отдел; Инженер по ремонту; 314866
Сотрудник 131: Максимова Мия Андреевна; Аналитический отдел; Машинистка; 369918
Сотрудник 132: Малышев Захар Иванович; Аналитический отдел; Директор котельной; 265982
Сотрудник 133: Малышева Виктория Адамовна; Аналитический отдел; Аудитор; 415151
Сотрудник 134: Матвеева Полина Артёмовна; Аналитический отдел; Заведующий производством (шеф-повар); 432415
Сотрудник 135: Никитин Егор Никитич; Аналитический отдел; Начальник лаборатории (бюро) социологии труда; 212035
Сотрудник 136: Парфенова Ксения Владимировна; Аналитический отдел; Ведущий конструктор; 266829
Сотрудник 137: Пастухов Артемий Вадимович; Аналитический отдел; Заведующий копировально-множительным бюро; 165777
Сотрудник 138: Петухов Марк Русланович; Аналитический отдел; Документовед; 385586
Сотрудник 139: Попов Марк Александрович; Аналитический отдел; Директор котельной; 414739
Сотрудник 140: Семенова Ольга Ивановна; Аналитический отдел; Экономист по сбыту; 110500
Сотрудник 141: Серова Мия Матвеевна; Аналитический отдел; Инженер; 355679
Сотрудник 142: Сомова Таисия Михайловна; Аналитический отдел; Художник; 375728
Сотрудник 143: Субботин Артём Дмитриевич; Аналитический отдел; Редактор; 381367
Сотрудник 144: Тимофеев Максим Егорович; Аналитический отдел; Директор (начальник) учреждения (организации); 347224
Сотрудник 145: Царев Владимир Артёмович; Аналитический отдел; Начальник отдела капитального строительства; 148681
Сотрудник 146: Чернова Василиса Владимировна; Аналитический отдел; Заведующий фотолабораторией; 213686
Сотрудник 147: Артемова Елена Львовна; Архив; Начальник отдела автоматизированной системы управления производством; 415653
Сотрудник 148: Балашова Елизавета Александровна; Архив; Главный бухгалтер; 155267
Сотрудник 149: Борисов Тимур Георгиевич; Архив; Младший редактор; 337692
Сотрудник 150: Бычков Тимофей Ильич; Архив; Выпускающий; 208496
Сотрудник 151: Громов Даниил Матвеевич; Архив; Диспетчер; 382541
Сотрудник 152: Гуляев Дмитрий Константинович; Архив; Начальник автоколонны; 297335
Сотрудник 153: Давыдова София Александровна; Архив; Инженер по автоматизации и механизации производственных процессов; 253122
Сотрудник 154: Егорова Василиса Юрьевна; Архив; Агент рекламный; 223896
Сотрудник 155: Егорова Екатерина Максимовна; Архив; Заведующий складом; 404875
Сотрудник 156: Елисеева Евгения Артёмовна; Архив; Специалист по автотехнической экспертизе (эксперт-автотехник); 463903
Сотрудник 157: Жданов Александр Александрович; Архив; Начальник отдела сбыта; 400967
Сотрудник 158: Захаров Кирилл Алексеевич; Архив; Таксировщик; 167065
Сотрудник 159: Зуева Вера Арсеньевна; Архив; Инженер по научно-технической информации; 361422
Сотрудник 160: Иванов Артём Богданович; Архив; Мастер участка; 102660
Сотрудник 161: Иванов Марк Фёдорович; Архив; Выпускающий; 303321
Сотрудник 162: Казакова Александра Михайловна; Архив; Инженер по инвентаризации строений и сооружений; 200950
Сотрудник 163: Климова Ульяна Матвеевна; Архив; Аукционист; 220114
Сотрудник 164: Ковалева Александра Савельевна; Архив; Оператор диспетчерской службы; 467479
Сотрудник 165: Короткова Мария Гордеевна; Архив; Агент по продаже недвижимости; 256903
Сотрудник 166: Леонтьева Полина Данииловна; Архив; Инженер-энергетик (энергетик); 429404
Сотрудник 167: Малышев Захар Иванович; Архив; Начальник планово - экономического отдела; 380666
Сотрудник 168: Мальцева Арина Данииловна; Архив; Брокер; 214661
Сотрудник 169: Мельников Илья Максимович; Архив; Начальник отдела материально-технического снабжения; 461808
Сотрудник 170: Морозова Александра Мирославовна; Архив; Инженер по качеству; 318932
Сотрудник 171: Некрасова Виктория Львовна; Архив; Инженер по нормированию труда; 397834
Сотрудник 172: Никифоров Богдан Петрович; Архив; Табельщик; 247759
Сотрудник 173: Парфенова Арина Германовна; Архив; Профконсультант; 154159
Сотрудник 174: Потапова Полина Ильинична; Архив; Табельщик; 301094
Сотрудник 175: Смирнов Пётр Викторович; Архив; Заведующий конструкторским отделом; 235696
Сотрудник 176: Сычев Александр Гордеевич; Архив; Дежурный бюро пропусков; 163275
Сотрудник 177: Ульянов Мирон Никитич; Архив; Инженер-проектировщик; 123774
Сотрудник 178: Устинов Максим Григорьевич; Архив; Инструктор-дактилолог; 186202
Сотрудник 179: Федорова Елизавета Павловна; Архив; Инженер по инвентаризации строений и сооружений; 235890
Сотрудник 180: Фомин Степан Иванович; Архив; Техник по инструменту; 125307
Сотрудник 181: Шилова Александра Родионовна; Архив; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 167683
Сотрудник 182: Шубина Василиса Денисовна; Архив; Экономист по финансовой работе; 253016
Сотрудник 183: Щукина Вероника Александровна; Архив; Управляющий отделением (фермой, сельскохозяйственным участком); 369668
Сотрудник 184: Яковлева Вероника Артёмовна; Архив; Художник; 294821
Сотрудник 185: Абрамова Мия Николаевна; Бухгалтерия; Менеджер по связям с общественностью; 445196
Сотрудник 186: Агеев Демид Богданович; Бухгалтерия; Статистик; 353026
Сотрудник 187: Александрова София Лукинична; Бухгалтерия; Начальник отдела (лаборатории, сектора) по защите информации; 449744
Сотрудник 188: Алексеева Мия Львовна; Бухгалтерия; Мастер участка; 422902
Сотрудник 189: Андреев Михаил Филиппович; Бухгалтерия; Архитектор; 146693
Сотрудник 190: Анисимов Арсений Дмитриевич; Бухгалтерия; Инженер по надзору за строительством; 141777
Сотрудник 191: Баранова Елизавета Дмитриевна; Бухгалтерия; Заведующий производством (шеф-повар); 190995
Сотрудник 192: Богданов Владимир Тимофеевич; Бухгалтерия; Товаровед; 128380
Сотрудник 193: Винокуров Иван Васильевич; Бухгалтерия; Руководитель группы по инвентаризации строений и сооружений; 407345
Сотрудник 194: Воробьева Василиса Артёмовна; Бухгалтерия; Шеф-инженер; 158893
Сотрудник 195: Гусев Егор Леонидович; Бухгалтерия; Социолог; 215071
Сотрудник 196: Дегтярев Макар Даниилович; Бухгалтерия; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 444492
Сотрудник 197: Дубровин Дмитрий Степанович; Бухгалтерия; Заведующий (начальник) отделом научно-технической информации; 133820
Сотрудник 198: Евдокимов Никита Дмитриевич; Бухгалтерия; Заведующий бюро пропусков; 492799
Сотрудник 199: Егорова Анна Михайловна; Бухгалтерия; Инженер-проектировщик; 499541
Сотрудник 200: Жуков Дмитрий Ильич; Бухгалтерия; Биржевой маклер; 236728
Сотрудник 201: Зорина Екатерина Макаровна; Бухгалтерия; Заведующий аспирантурой; 270066
Сотрудник 202: Иванов Артём Богданович; Бухгалтерия; Редактор; 327684
Сотрудник 203: Иванова Арина Никитична; Бухгалтерия; Заведующий аспирантурой; 331025
Сотрудник 204: Исаев Павел Русланович; Бухгалтерия; Мастер контрольный (участка, цеха); 106907
Сотрудник 205: Казанцев Андрей Адамович; Бухгалтерия; Инженер-электроник (электроник); 139042
Сотрудник 206: Калинин Кирилл Дмитриевич; Бухгалтерия; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 193174
Сотрудник 207: Котова Василиса Васильевна; Бухгалтерия; Начальник отдела патентной и изобретательской работы; 217912
Сотрудник 208: Кошелева Вера Богдановна; Бухгалтерия; Статистик; 431323
Сотрудник 209: Кудряшов Арсений Макарович; Бухгалтерия; Экономист; 428350
Сотрудник 210: Кузьмин Арсений Григорьевич; Бухгалтерия; Инженер по научно-технической информации; 105966
Сотрудник 211: Куликова Елизавета Кирилловна; Бухгалтерия; Начальник отдела капитального строительства; 456559
Сотрудник 212: Лебедев Андрей Юрьевич; Бухгалтерия; Экспедитор по перевозке грузов; 454688
Сотрудник 213: Литвинова Алёна Дмитриевна; Бухгалтерия; Агент коммерческий; 473936
Сотрудник 214: Макарова Маргарита Артёмовна; Бухгалтерия; Начальник нормативно-исследовательской лаборатории по труду; 158674
Сотрудник 215: Максимов Никита Фёдорович; Бухгалтерия; Агент по закупкам; 247638
Сотрудник 216: Михайлов Константин Артёмович; Бухгалтерия; Секретарь-стенографистка; 235566
Сотрудник 217: Некрасов Григорий Михайлович; Бухгалтерия; Заведующий бюро пропусков; 316335
Сотрудник 218: Никифоров Марк Степанович; Бухгалтерия; Заведующий экспедицией; 294805
Сотрудник 219: Орлов Василий Артурович; Бухгалтерия; Механик; 416462
Сотрудник 220: Петрова Таисия Михайловна; Бухгалтерия; Начальник инструментального отдела; 273205
Сотрудник 221: Савельева Антонина Матвеевна; Бухгалтерия; Начальник отдела патентной и изобретательской работы; 228015
Сотрудник 222: Симонова Виктория Петровна; Бухгалтерия; Главный метролог; 135909
Сотрудник 223: Сорокина Екатерина Александровна; Бухгалтерия; Секретарь незрячего специалиста; 483543
Сотрудник 224: Федорова Вера Дмитриевна; Бухгалтерия; Начальник отдела по связям с общественностью; 137912
Сотрудник 225: Шапошников Тимур Артёмович; Бухгалтерия; Диспетчер; 312855
Сотрудник 226: Яковлев Тимур Александрович; Бухгалтерия; Руководитель группы по инвентаризации строений и сооружений; 210358
Сотрудник 227: Яковлева Владислава Дмитриевна; Бухгалтерия; Начальник отдела по связям с общественностью; 235738
Сотрудник 228: Абрамов Пётр Львович; Дизайнерский отдел; Инженер по организации управления производством; 219207
Сотрудник 229: Белов Иван Максимович; Дизайнерский отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 274727
Сотрудник 230: Блинова Ева Марковна; Дизайнерский отдел; Калькулятор; 444134
Сотрудник 231: Герасимов Михаил Дмитриевич; Дизайнерский отдел; Экономист по финансовой работе; 247787
Сотрудник 232: Гришин Роман Маркович; Дизайнерский отдел; Техник по защите информации; 383472
Сотрудник 233: Гусев Александр Андреевич; Дизайнерский отдел; Младший редактор; 113110
Сотрудник 234: Егорова Василиса Юрьевна; Дизайнерский отдел; Психолог; 168719
Сотрудник 235: Жуков Дмитрий Ильич; Дизайнерский отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 207821
Сотрудник 236: Зорин Андрей Матвеевич; Дизайнерский отдел; Научный сотрудник; 222107
Сотрудник 237: Иванова Карина Николаевна; Дизайнерский отдел; Главный инженер; 370759
Сотрудник 238: Иванова Ксения Филиповна; Дизайнерский отдел; Эксперт дорожного хозяйства; 176751
Сотрудник 239: Карпов Михаил Всеволодович; Дизайнерский отдел; Аукционист; 305721
Сотрудник 240: Коновалов Кирилл Сергеевич; Дизайнерский отдел; Шеф-инженер; 132271
Сотрудник 241: Кудряшов Арсений Макарович; Дизайнерский отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 326750
Сотрудник 242: Кузнецов Даниил Артёмович; Дизайнерский отдел; Кодификатор; 254215
Сотрудник 243: Нефедова Маргарита Александровна; Дизайнерский отдел; Начальник отдела сбыта; 345044
Сотрудник 244: Никитин Марк Игоревич; Дизайнерский отдел; Начальник отдела организации и оплаты труда; 337965
Сотрудник 245: Никифоров Артём Сергеевич; Дизайнерский отдел; Главный инженер; 214578
Сотрудник 246: Орлов Даниил Мирославович; Дизайнерский отдел; Начальник отдела социального развития; 271929
Сотрудник 247: Пономарева Мария Макаровна; Дизайнерский отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 423306
Сотрудник 248: Пономарева Ульяна Кирилловна; Дизайнерский отдел; Заведующий копировально-множительным бюро; 420791
Сотрудник 249: Розанов Владимир Львович; Дизайнерский отдел; Стенографистка; 452447
Сотрудник 250: Семенова Ольга Ивановна; Дизайнерский отдел; Начальник (заведующий) мастерской; 359280
Сотрудник 251: Семенова Яна Максимовна; Дизайнерский отдел; Техник по планированию; 244846
Сотрудник 252: Соколов Захар Иванович; Дизайнерский отдел; Инженер-энергетик (энергетик); 390436
Сотрудник 253: Федорова Елизавета Павловна; Дизайнерский отдел; Инженер по метрологии; 264837
Сотрудник 254: Чернышева Анастасия Михайловна; Дизайнерский отдел; Агент страховой; 457142
Сотрудник 255: Шапошников Тимур Артёмович; Дизайнерский отдел; Заведующий фотолабораторией; 237653
Сотрудник 256: Шевелев Илья Михайлович; Дизайнерский отдел; Документовед; 140653
Сотрудник 257: Щербакова Вера Матвеевна; Дизайнерский отдел; Заведующий столовой; 214547
Сотрудник 258: Агеева Ева Макаровна; Испытательный центр; Документовед; 484120
Сотрудник 259: Андреев Дмитрий Захарович; Испытательный центр; Инженер по наладке и испытаниям; 153596
Сотрудник 260: Андреев Платон Андреевич; Испытательный центр; Начальник отдела маркетинга; 193994
Сотрудник 261: Беспалов Фёдор Сергеевич; Испытательный центр; Психолог; 164375
Сотрудник 262: Васильев Даниил Артёмович; Испытательный центр; Экономист по финансовой работе; 456760
Сотрудник 263: Васильева Анна Андреевна; Испытательный центр; Инженер по патентной и изобретательской работе; 459989
Сотрудник 264: Денисова Елизавета Романовна; Испытательный центр; Инженер по нормированию труда; 133797
Сотрудник 265: Егорова Екатерина Максимовна; Испытательный центр; Крупье; 199397
Сотрудник 266: Ермилов Андрей Гордеевич; Испытательный центр; Начальник автоколонны; 132921
Сотрудник 267: Золотов Егор Михайлович; Испытательный центр; Бухгалтер; 133821
Сотрудник 268: Зубкова Полина Тимуровна; Испытательный центр; Инженер по подготовке кадров; 344499
Сотрудник 269: Иванова Арина Кирилловна; Испытательный центр; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 253448
Сотрудник 270: Козлова Анастасия Константиновна; Испытательный центр; Аналитик; 399193
Сотрудник 271: Корнеева Екатерина Юрьевна; Испытательный центр; Инструктор-дактилолог; 210223
Сотрудник 272: Котова Елизавета Александровна; Испытательный центр; Инженер-лаборант; 275380
Сотрудник 273: Кочетова Полина Дмитриевна; Испытательный центр; Техник по инвентаризации строений и сооружений; 174483
Сотрудник 274: Медведева Вероника Григорьевна; Испытательный центр; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 293535
