Сотрудник 1: Абрамова Мия Николаевна; IT-отдел; Художник-конструктор (дизайнер); 348241
Сотрудник 103: Исакова Ангелина Максимовна; IT-отдел; Стенографистка; 137198
Сотрудник 104: Казакова Александра Михайловна; IT-отдел; Инженер-энергетик (энергетик); 193502
Сотрудник 105: Казанцев Андрей Адамович; IT-отдел; Инженер по научно-технической информации; 179916
Сотрудник 106: Калинин Кирилл Дмитриевич; IT-отдел; Менеджер; 410906
Сотрудник 107: Калинина Елизавета Робертовна; IT-отдел; Эксперт дорожного хозяйства; 434712
Сотрудник 108: Карпова Варвара Петровна; IT-отдел; Инженер по стандартизации; 357716
Сотрудник 109: Карпова Милана Михайловна; IT-отдел; Агент рекламный; 156657
Сотрудник 110: Карпова София Андреевна; IT-отдел; Учетчик; 416618
Сотрудник 111: Касьянова Екатерина Адамовна; IT-отдел; Начальник отдела патентной и изобретательской работы; 295347
Сотрудник 112: Кириллова Анна Павловна; IT-отдел; Экономист по финансовой работе; 252931
Сотрудник 113: Ковалева Александра Савельевна; IT-отдел; Профконсультант; 358322
Сотрудник 114: Ковалева Мария Богдановна; IT-отдел; Начальник исследовательской лаборатории; 192111
Сотрудник 115: Козлов Михаил Владимирович; IT-отдел; Агент по снабжению; 420373
Сотрудник 116: Козлова София Семёновна; IT-отдел; Редактор; 141839
Сотрудник 117: Колесников Лев Янович; IT-отдел; Инженер по организации управления производством; 438541
Сотрудник 118: Колосова Мария Андреевна; IT-отдел; Главный инженер проекта. Главный архитектор проекта; 324696
Сотрудник 119: Колосова Мария Андреевна; IT-отдел; Заведующий (начальник) отделом стандартизации; 496407
Сотрудник 120: Комаров Максим Серафимович; IT-отдел; Техник по инструменту; 177491
Сотрудник 121: Комарова Валерия Евгеньевна; IT-отдел; Администратор; 323997
Сотрудник 122: Комарова Валерия Евгеньевна; IT-отдел; Хронометражист; 471358
Сотрудник 123: Кондратьев Иван Егорович; IT-отдел; Главный механик; 262571
Сотрудник 124: Коновалов Демид Савельевич; IT-отдел; Мастер участка; 403378
Сотрудник 125: Коновалов Кирилл Сергеевич; IT-отдел; Начальник отдела маркетинга; 148480
Сотрудник 126: Корнеева Екатерина Юрьевна; IT-отдел; Заведующий жилым корпусом пансионата (гостиницы); 191052
Сотрудник 127: Корнилова Василиса Елисеевна; IT-отдел; Мастер участка; 463178
Сотрудник 128: Королев Макар Матвеевич; IT-отдел; Инспектор по кадрам; 419701
Сотрудник 129: Корчагин Леонид Кириллович; IT-отдел; Заместитель директора по управлению персоналом; 265719
Сотрудник 130: Кочетков Лев Павлович; IT-отдел; Заведующий хозяйством; 478236
Сотрудник 131: Кочетова Евгения Константиновна; IT-отдел; Консультант по налогам и сборам; 479903
Сотрудник 132: Кошелева Вера Богдановна; IT-отдел; Научный сотрудник; 281416
Сотрудник 133: Краснова Анастасия Александровна; IT-отдел; Инженер по организации труда; 442680
Сотрудник 134: Крюкова Виктория Кирилловна; IT-отдел; Ведущий экономист; 345435
Сотрудник 135: Кудряшов Арсений Макарович; IT-отдел; Заведующий жилым корпусом пансионата (гостиницы); 101698
Сотрудник 136: Кузнецов Алексей Егорович; IT-отдел; Корпоративный секретарь акционерного общества; 407109
Сотрудник 137: Кузнецов Тимофей Егорович; IT-отдел; Секретарь руководителя; 181244
Сотрудник 138: Кузнецов Тимофей Егорович; IT-отдел; Инженер по патентной и изобретательской работе; 344555
Сотрудник 139: Кузнецова Анна Ивановна; IT-отдел; Начальник цеха (участка); 366434
Сотрудник 140: Кузьмин Лев Андреевич; IT-отдел; Экономист по планированию; 259648
Сотрудник 141: Кузьмин Лев Андреевич; IT-отдел; Агент торговый; 459055
Сотрудник 142: Куликова Ева Кирилловна; IT-отдел; Архитектор; 437724
Сотрудник 143: Лазарев Савелий Никитич; IT-отдел; Директор (начальник) учреждения (организации); 301489
Сотрудник 144: Лебедев Александр Георгиевич; IT-отдел; Начальник отдела автоматизированной системы управления производством; 367951
Сотрудник 145: Лебедев Максим Ярославович; IT-отдел; Заведующий техническим архивом; 360137
Сотрудник 146: Лебедев Максим Ярославович; IT-отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 370410
Сотрудник 147: Лебедев Павел Германович; IT-отдел; Начальник отдела материально-технического снабжения; 243513
Сотрудник 148: Лебедев Степан Матвеевич; IT-отдел; Младший научный сотрудник; 101559
Сотрудник 149: Лебедев Фёдор Богданович; IT-отдел; Специалист по защите информации; 426443
Сотрудник 150: Лебедева Виктория Александровна; IT-отдел; Начальник отдела кадров; 498012
Сотрудник 151: Лебедева Ксения Артемьевна; IT-отдел; Заведующий конструкторским отделом; 142634
Сотрудник 152: Левин Илья Степанович; IT-отдел; Начальник отдела по связям с общественностью; 150146
Сотрудник 153: Левин Илья Степанович; IT-отдел; Заведующий экспедицией; 405258
Сотрудник 154: Левин Илья Степанович; IT-отдел; Начальник отдела информации; 459529
Сотрудник 155: Леонтьев Сергей Георгиевич; IT-отдел; Заведующий производством (шеф-повар); 360451
Сотрудник 156: Литвинов Артём Ильич; IT-отдел; Заведующий техническим архивом; 333755
Сотрудник 157: Литвинова Юлия Андреевна; IT-отдел; Инженер-лаборант; 166402
Сотрудник 158: Лукьянов Владимир Миронович; IT-отдел; Выпускающий; 145631
Сотрудник 159: Лукьянов Владимир Миронович; IT-отдел; Специалист по оценке соответствия лифтов требованиям безопасности; 185869
Сотрудник 160: Майоров Тимофей Сергеевич; IT-отдел; Инженер-энергетик (энергетик); 327143
Сотрудник 161: Максимов Иван Маркович; IT-отдел; Инженер-программист (программист); 381941
Сотрудник 162: Максимов Иван Маркович; IT-отдел; Менеджер по персоналу; 437635
Сотрудник 163: Максимова Нина Тимофеевна; IT-отдел; Архивариус; 296289
Сотрудник 164: Малышева Виктория Адамовна; IT-отдел; Инженер по метрологии; 380783
Сотрудник 165: Мальцева Вера Марковна; IT-отдел; Техник - программист; 249019
Сотрудник 166: Маркова Виктория Ивановна; IT-отдел; Начальник отдела по связям с общественностью; 301433
Сотрудник 167: Маслова Ксения Владимировна; IT-отдел; Оператор по диспетчерскому обслуживанию лифтов; 481384
Сотрудник 168: Матвеева Анна Петровна; IT-отдел; Директор котельной; 225237
Сотрудник 169: Матвеева Валерия Максимовна; IT-отдел; Эксперт; 386258
Сотрудник 170: Медведева Анастасия Максимовна; IT-отдел; Заведующий жилым корпусом пансионата (гостиницы); 153239
Сотрудник 171: Медведева Вероника Григорьевна; IT-отдел; Инспектор фонда; 496991
Сотрудник 172: Мельников Илья Максимович; IT-отдел; Шеф-инженер; 178691
Сотрудник 173: Мельников Илья Максимович; IT-отдел; Товаровед; 265607
Сотрудник 174: Мельников Матвей Всеволодович; IT-отдел; Заведующий (начальник) планово-экономическим отделом; 345989
Сотрудник 175: Мельникова Полина Данииловна; IT-отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 183296
Сотрудник 176: Миронов Михаил Даниилович; IT-отдел; Начальник нормативно-исследовательской лаборатории по труду; 420361
Сотрудник 177: Миронова Майя Данииловна; IT-отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 448248
Сотрудник 178: Митрофанов Артём Анатольевич; IT-отдел; Эксперт; 275798
Сотрудник 179: Михайлов Даниил Даниилович; IT-отдел; Секретарь-стенографистка; 242643
Сотрудник 180: Михайлов Константин Артёмович; IT-отдел; Менеджер по персоналу; 191643
Сотрудник 181: Михайлов Константин Артёмович; IT-отдел; Заведующая машинописным бюро; 259936
Сотрудник 182: Михайлова Валерия Кирилловна; IT-отдел; Специалист по защите информации; 336202
Сотрудник 183: Михайлова Мирослава Артёмовна; IT-отдел; Шеф-инженер; 445903
Сотрудник 184: Морозов Лев Фёдорович; IT-отдел; Агент; 121252
Сотрудник 185: Морозова Елена Львовна; IT-отдел; Секретарь незрячего специалиста; 418674
Сотрудник 186: Мухин Михаил Михайлович; IT-отдел; Заведующий бюро пропусков; 467589
Сотрудник 187: Некрасов Григорий Михайлович; IT-отдел; Переводчик синхронный; 115244
Сотрудник 188: Нестерова Александра Артёмовна; IT-отдел; Инженер по качеству; 462122
Сотрудник 189: Нефедова Маргарита Александровна; IT-отдел; Начальник юридического отдела; 355192
Сотрудник 190: Никитина Мирослава Михайловна; IT-отдел; Техник по инвентаризации строений и сооружений; 148349
Сотрудник 191: Никитина Нина Константиновна; IT-отдел; Инженер по организации управления производством; 422395
Сотрудник 192: Никифоров Артём Сергеевич; IT-отдел; Начальник отдела контроля качества; 372170
Сотрудник 193: Никифоров Георгий Даниилович; IT-отдел; Заведующий архивом; 233792
Сотрудник 194: Новиков Егор Иванович; IT-отдел; Заместитель директора по капитальному строительству; 223543
Сотрудник 195: Новиков Савелий Дмитриевич; IT-отдел; Художник; 130541
Сотрудник 196: Овсянникова Анастасия Михайловна; IT-отдел; Учетчик; 278350
Сотрудник 197: Овчинникова Злата Демидовна; IT-отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 125061
Сотрудник 198: Орлова Арина Владиславовна; IT-отдел; Главный редактор; 224820
Сотрудник 199: Осипова Арина Михайловна; IT-отдел; Научный сотрудник; 105849
Сотрудник 200: Панкратова Юлия Егоровна; IT-отдел; Начальник цеха (участка); 145963
Сотрудник 201: Петров Евгений Львович; IT-отдел; Техник по труду; 333435
Сотрудник 202: Петрова Алиса Никитична; IT-отдел; Аукционист; 312328
Сотрудник 203: Петрова Таисия Михайловна; IT-отдел; Научный редактор; 125117
Сотрудник 204: Пименов Лев Тимурович; IT-отдел; Начальник лаборатории (бюро) технико - экономических исследований; 371121
Сотрудник 205: Пименов Лев Тимурович; IT-отдел; Начальник юридического отдела; 450272
Сотрудник 206: Поляков Алексей Львович; IT-отдел; Биржевой маклер; 465619
Сотрудник 207: Пономарев Владислав Тимофеевич; IT-отдел; Кассир; 179730
Сотрудник 208: Пономарева Мария Макаровна; IT-отдел; Инженер-технолог (технолог); 307539
Сотрудник 209: Пономарева Мария Максимовна; IT-отдел; Начальник отдела охраны окружающей среды; 350405
Сотрудник 210: Попова Валерия Владимировна; IT-отдел; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 371915
Сотрудник 211: Потапов Всеволод Иванович; IT-отдел; Инженер по наладке и испытаниям; 248773
Сотрудник 212: Прокофьев Тимофей Васильевич; IT-отдел; Заведующий архивом; 142218
Сотрудник 213: Прокофьев Тимофей Васильевич; IT-отдел; Чертежник; 254096
Сотрудник 214: Прокофьева Анна Романовна; IT-отдел; Нарядчик; 157323
Сотрудник 215: Прохорова Ева Родионовна; IT-отдел; Начальник отдела материально-технического снабжения; 301501
Сотрудник 216: Прохорова Мария Максимовна; IT-отдел; Начальник отдела по связям с общественностью; 338964
Сотрудник 217: Романов Константин Семёнович; IT-отдел; Специалист по защите информации; 343234
Сотрудник 218: Романов Михаил Артурович; IT-отдел; Инженер-проектировщик; 412410
Сотрудник 219: Румянцева Арина Вячеславовна; IT-отдел; Главный технолог; 385706
Сотрудник 220: Рыжов Артём Дмитриевич; IT-отдел; Агент по продаже недвижимости; 259741
Сотрудник 221: Рябов Кирилл Артёмович; IT-отдел; Начальник отдела по связям с инвесторами; 113453
Сотрудник 222: Рябов Матвей Романович; IT-отдел; Заведующий (начальник) отделом научно-технической информации; 490665
Сотрудник 223: Савельев Павел Георгиевич; IT-отдел; Главный энергетик; 279354
Сотрудник 224: Савельева Антонина Матвеевна; IT-отдел; Художник; 191706
Сотрудник 225: Савельева Антонина Матвеевна; IT-отдел; Начальник юридического отдела; 385394
Сотрудник 226: Савельева Майя Дмитриевна; IT-отдел; Директор (начальник) учреждения (организации); 290058
Сотрудник 227: Савельева Майя Дмитриевна; IT-отдел; Техник - программист; 295437
Сотрудник 228: Савин Тихон Лукич; IT-отдел; Специалист по промышленной безопасности подъемных сооружений; 411657
Сотрудник 229: Самсонов Никита Александрович; IT-отдел; Младший научный сотрудник; 271163
Сотрудник 230: Свиридова Алёна Ярославовна; IT-отдел; Инженер по наладке и испытаниям; 102076
Сотрудник 231: Семенов Даниил Даниилович; IT-отдел; Лаборант; 402092
Сотрудник 232: Семенова София Ильинична; IT-отдел; Инженер-конструктор (конструктор); 306695
Сотрудник 233: Семина София Алексеевна; IT-отдел; Начальник лаборатории (бюро) социологии труда; 310170
Сотрудник 234: Сидорова Вера Тимофеевна; IT-отдел; Начальник производственного отдела; 328995
Сотрудник 235: Сизов Даниил Даниилович; IT-отдел; Инженер по нормированию труда; 238343
Сотрудник 236: Скворцов Артём Иванович; IT-отдел; Шеф-инженер; 409025
Сотрудник 237: Смирнов Александр Глебович; IT-отдел; Техник по метрологии; 200578
Сотрудник 238: Смирнов Андрей Михайлович; IT-отдел; Главный редактор; 165372
Сотрудник 239: Смирнова Варвара Владимировна; IT-отдел; Ученый секретарь; 438775
Сотрудник 240: Соболев Лука Сергеевич; IT-отдел; Начальник нормативно-исследовательской лаборатории по труду; 339611
Сотрудник 241: Соколов Алексей Даниилович; IT-отдел; Инженер по охране окружающей среды (эколог); 342639
Сотрудник 242: Соколов Иван Матвеевич; IT-отдел; Менеджер по связям с инвесторами; 493380
Сотрудник 243: Соловьев Дмитрий Дмитриевич; IT-отдел; Выпускающий; 458392
Сотрудник 244: Соловьева Владислава Ивановна; IT-отдел; Начальник лаборатории (бюро) социологии труда; 238297
Сотрудник 245: Сорокина Анастасия Тимофеевна; IT-отдел; Начальник отдела охраны труда; 404423
Сотрудник 246: Сотников Артём Иванович; IT-отдел; Специалист по защите информации; 126849
Сотрудник 247: Спиридонова София Марковна; IT-отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 282933
Сотрудник 248: Степанова Алиса Михайловна; IT-отдел; Техник по защите информации; 278951
Сотрудник 249: Субботина Арина Леонидовна; IT-отдел; Инженер по надзору за строительством; 249269
Сотрудник 250: Суворов Егор Андреевич; IT-отдел; Главный металлург; 363799
Сотрудник 251: Сухарев Максим Максимович; IT-отдел; Заведующий конструкторским отделом; 350634
Сотрудник 252: Сычев Фёдор Фёдорович; IT-отдел; Начальник гаража; 441243
Сотрудник 253: Тарасов Арсений Тимофеевич; IT-отдел; Заведующий (начальник) отделом научно-технической информации; 258259
Сотрудник 254: Тарасов Святослав Никитич; IT-отдел; Инженер по защите информации; 429092
Сотрудник 255: Терентьев Дмитрий Вячеславович; IT-отдел; Мастер участка; 317068
Сотрудник 256: Тимофеева Александра Дмитриевна; IT-отдел; Копировщик; 147482
Сотрудник 257: Титов Марат Андреевич; IT-отдел; Социолог; 254410
Сотрудник 258: Трифонова Ольга Викторовна; IT-отдел; Инженер по охране окружающей среды (эколог); 165622
Сотрудник 259: Трифонова Ольга Викторовна; IT-отдел; Техник вычислительного (информационно-вычислительного) центра; 330991
Сотрудник 260: Ульянов Мирон Никитич; IT-отдел; Агент по снабжению; 324502
Сотрудник 261: Устинова Елизавета Львовна; IT-отдел; Эксперт; 397815
Сотрудник 262: Уткин Вячеслав Андреевич; IT-отдел; Директор гостиницы; 271119
Сотрудник 263: Федорова Мария Степановна; IT-отдел; Главный энергетик; 200623
Сотрудник 264: Федорова Мария Степановна; IT-отдел; Главный металлург; 347668
Сотрудник 265: Филатова Екатерина Мироновна; IT-отдел; Агент по продаже недвижимости; 206195
Сотрудник 266: Филатова Екатерина Мироновна; IT-отдел; Инженер по инвентаризации строений и сооружений; 293667
Сотрудник 267: Филатова Екатерина Мироновна; IT-отдел; Заведующий экспедицией; 427838
Сотрудник 268: Фомин Степан Иванович; IT-отдел; Специалист по связям с общественностью; 468442
Сотрудник 269: Фролов Илья Евгеньевич; IT-отдел; Ученый секретарь; 180263
Сотрудник 270: Царева Анастасия Артёмовна; IT-отдел; Научный редактор; 383536
Сотрудник 271: Цветкова Вероника Львовна; IT-отдел; Технический редактор; 418150
Сотрудник 272: Черных Тимофей Сергеевич; IT-отдел; Начальник отдела охраны окружающей среды; 208467
Сотрудник 273: Чернышева Александра Дмитриевна; IT-отдел; Техник-проектировщик; 472511
Сотрудник 274: Шапошников Тимофей Макарович; IT-отдел; Главный инженер; 128419
Сотрудник 275: Шапошников Тимофей Макарович; IT-отдел; Инженер по нормированию труда; 283118
Сотрудник 276: Шапошников Тимофей Макарович; IT-отдел; Заведующий конструкторским отделом; 476139
Сотрудник 277: Шевелев Илья Михайлович; IT-отдел; Оператор диспетчерской службы; 260032
Сотрудник 278: Шевелев Илья Михайлович; IT-отдел; Экономист по договорной и претензионной работе; 371418
Сотрудник 279: Шилова Александра Родионовна; IT-отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 277762
Сотрудник 280: Шувалов Иван Александрович; IT-отдел; Техник - программист; 317515
Сотрудник 281: Щербаков Дмитрий Кириллович; IT-отдел; Инженер по автоматизации и механизации производственных процессов; 128875
Сотрудник 282: Яковлев Арсений Максимович; IT-отдел; Переводчик-дактилолог; 386602
Сотрудник 283: Яковлева Владислава Дмитриевна; IT-отдел; Главный механик; 326524
Сотрудник 284: Абрамов Захар Константинович; PR-отдел; Руководитель группы по инвентаризации строений и сооружений; 411187
Сотрудник 285: Абрамова Яна Михайловна; PR-отдел; Брокер; 251874
Сотрудник 286: Абрамова Яна Михайловна; PR-отдел; Секретарь-стенографистка; 380271
Сотрудник 287: Аксенова Ульяна Дмитриевна; PR-отдел; Начальник гаража; 280562
Сотрудник 288: Александров Дмитрий Анатольевич; PR-отдел; Техник-лаборант; 327410
Сотрудник 289: Александров Захар Иванович; PR-отдел; Начальник отдела капитального строительства; 253358
