Сотрудник 1: Алексеев Матвей Юрьевич; IT-отдел; Начальник отдела патентной и изобретательской работы; 223554
Сотрудник 268: Абрамова Мия Николаевна; Дизайнерский отдел; Оператор по диспетчерскому обслуживанию лифтов; 417451
Сотрудник 269: Агеева Анастасия Семёновна; Дизайнерский отдел; Начальник юридического отдела; 258200
Сотрудник 270: Андреев Лев Платонович; Дизайнерский отдел; Главный технолог; 214197
Сотрудник 271: Васильева Варвара Ярославовна; Дизайнерский отдел; Заведующий хозяйством; 392118
Сотрудник 272: Воробьева София Матвеевна; Дизайнерский отдел; Начальник производственной лаборатории (по контролю производства); 474347
Сотрудник 273: Егоров Марк Миронович; Дизайнерский отдел; Специалист по связям с инвесторами; 283249
Сотрудник 274: Иванова Вероника Данииловна; Дизайнерский отдел; Директор по связям с инвесторами; 447268
Сотрудник 275: Калашников Михаил Андреевич; Дизайнерский отдел; Инженер по инструменту; 314713
Сотрудник 276: Кириллова Анна Павловна; Дизайнерский отдел; Начальник производственного отдела; 192458
Сотрудник 277: Козлова Алиса Марковна; Дизайнерский отдел; Секретарь незрячего специалиста; 297518
Сотрудник 278: Козлова Анастасия Константиновна; Дизайнерский отдел; Агент по продаже недвижимости; 101378
Сотрудник 279: Колесников Лев Янович; Дизайнерский отдел; Инженер; 285662
Сотрудник 280: Кононова Таисия Никитична; Дизайнерский отдел; Главный специалист по защите информации; 493882
Сотрудник 281: Кочетков Лев Павлович; Дизайнерский отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 130511
Сотрудник 282: Лебедева Вероника Андреевна; Дизайнерский отдел; Инспектор фонда; 273919
Сотрудник 283: Львов Виктор Сергеевич; Дизайнерский отдел; Секретарь руководителя; 173703
