Сотрудник 1: Александрова София Лукинична; IT-отдел; Инженер по автоматизированным системам управления производством; 157276
Сотрудник 102: Сазонов Константин Матвеевич; PR-отдел; Дежурный бюро пропусков; 381112
Сотрудник 103: Смирнов Пётр Викторович; PR-отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 346303
Сотрудник 104: Соколов Иван Матвеевич; PR-отдел; Инженер-технолог (технолог); 323942
Сотрудник 105: Сорокин Константин Алексеевич; PR-отдел; Инженер по защите информации; 459601
Сотрудник 106: Старостин Гордей Александрович; PR-отдел; Консультант по налогам и сборам; 325412
Сотрудник 107: Суслова Нина Сергеевна; PR-отдел; Инженер по подготовке производства; 336416
Сотрудник 108: Суханов Виктор Андреевич; PR-отдел; Заведующий хозяйством; 435417
Сотрудник 109: Сычева Кристина Романовна; PR-отдел; Инженер по стандартизации; 477110
Сотрудник 110: Терентьев Дмитрий Вячеславович; PR-отдел; Техник-технолог; 351049
Сотрудник 111: Федоров Никита Сергеевич; PR-отдел; Бухгалтер-ревизор; 237299
Сотрудник 112: Фомина Василиса Павловна; PR-отдел; Инженер-электроник (электроник); 263875
Сотрудник 113: Фомина Мария Юрьевна; PR-отдел; Начальник хозяйственного отдела; 159792
Сотрудник 114: Хромова Мария Александровна; PR-отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 234981
Сотрудник 115: Худяков Кирилл Андреевич; PR-отдел; Главный диспетчер; 128452
Сотрудник 116: Чистяков Михаил Андреевич; PR-отдел; Менеджер; 409558
Сотрудник 117: Шубина Василиса Денисовна; PR-отдел; Специалист по промышленной безопасности подъемных сооружений; 414711
Сотрудник 118: Щукина Вероника Александровна; PR-отдел; Инженер по стандартизации; 285158
Сотрудник 119: Алешин Мирон Маркович; Администрация; Начальник производственного отдела; 246741
Сотрудник 120: Быков Андрей Ильич; Администрация; Инженер-конструктор (конструктор); 135826
Сотрудник 121: Вавилов Никита Маркович; Администрация; Техник по стандартизации; 233340
Сотрудник 122: Васильев Андрей Михайлович; Администрация; Инженер по подготовке производства; 401384
Сотрудник 123: Вдовина Вера Максимовна; Администрация; Эксперт по оценке соответствия лифтов требованиям безопасности; 277226
Сотрудник 124: Волков Артур Даниилович; Администрация; Экономист; 127760
Сотрудник 125: Волкова Ульяна Андреевна; Администрация; Консультант по налогам и сборам; 341068
Сотрудник 126: Воробьев Илья Александрович; Администрация; Техник вычислительного (информационно-вычислительного) центра; 447391
Сотрудник 127: Воробьева Виктория Григорьевна; Администрация; Техник по наладке и испытаниям; 377023
Сотрудник 128: Воронцова Алина Максимовна; Администрация; Директор гостиницы; 278679
Сотрудник 129: Гаврилов Лев Фёдорович; Администрация; Заведующий (начальник) отделом кадров; 335767
Сотрудник 130: Герасимова Алиса Кирилловна; Администрация; Заведующий отделом (бюро) оформления проектных материалов; 144968
Сотрудник 131: Голубев Даниил Макарович; Администрация; Начальник лаборатории (бюро) технико - экономических исследований; 103853
Сотрудник 132: Грачев Марк Григорьевич; Администрация; Статистик; 108368
Сотрудник 133: Данилов Лука Даниилович; Администрация; Заведующий жилым корпусом пансионата (гостиницы); 333731
Сотрудник 134: Денисова Мария Николаевна; Администрация; Заведующий (начальник) отделом стандартизации; 322833
Сотрудник 135: Жуков Владимир Максимович; Администрация; Главный ландшафтный архитектор проекта; 445663
Сотрудник 136: Золотарев Александр Дмитриевич; Администрация; Начальник планово - экономического отдела; 226350
Сотрудник 137: Зотова Кира Ярославовна; Администрация; Производитель работ (прораб); 368580
Сотрудник 138: Иванова Елизавета Васильевна; Администрация; Главный инженер проекта. Главный архитектор проекта; 171011
Сотрудник 139: Ильина Татьяна Кирилловна; Администрация; Начальник отдела комплектации оборудования; 152038
Сотрудник 140: Клюева Лилия Львовна; Администрация; Главный бухгалтер; 185813
Сотрудник 141: Корнилова Василиса Елисеевна; Администрация; Художник-конструктор (дизайнер); 101872
Сотрудник 142: Короткова Василиса Ярославовна; Администрация; Инженер; 393485
Сотрудник 143: Краснова Анастасия Александровна; Администрация; Диспетчер; 396466
Сотрудник 144: Кузнецов Даниил Артёмович; Администрация; Эксперт дорожного хозяйства; 465956
Сотрудник 145: Кузнецов Фёдор Иванович; Администрация; Художественный редактор; 313813
Сотрудник 146: Лапин Гордей Демидович; Администрация; Начальник смены; 357032
Сотрудник 147: Лапин Гордей Демидович; Администрация; Диспетчер; 412839
Сотрудник 148: Левин Илья Степанович; Администрация; Начальник инструментального отдела; 371480
Сотрудник 149: Макаров Андрей Русланович; Администрация; Инженер по научно-технической информации; 218640
Сотрудник 150: Марков Глеб Михайлович; Администрация; Младший научный сотрудник; 348768
Сотрудник 151: Мартынова Алёна Григорьевна; Администрация; Начальник отдела по связям с общественностью; 429469
Сотрудник 152: Матвеева Анна Артёмовна; Администрация; Руководитель группы по инвентаризации строений и сооружений; 424519
Сотрудник 153: Матвеева Валерия Максимовна; Администрация; Техник; 251030
Сотрудник 154: Медведева Анастасия Максимовна; Администрация; Агент по закупкам; 335928
Сотрудник 155: Медведева Вероника Григорьевна; Администрация; Машинистка; 402904
Сотрудник 156: Михайлова София Викторовна; Администрация; Начальник технического отдела; 325569
Сотрудник 157: Назаров Ярослав Фёдорович; Администрация; Ассистент инспектора фонда; 121650
Сотрудник 158: Нестерова Александра Артёмовна; Администрация; Агент по продаже недвижимости; 213603
Сотрудник 159: Никитина Вероника Вячеславовна; Администрация; Заведующий техническим архивом; 196936
Сотрудник 160: Никифоров Марк Степанович; Администрация; Нарядчик; 266978
Сотрудник 161: Новиков Егор Иванович; Администрация; Заведующий конструкторским отделом; 481904
Сотрудник 162: Новикова Варвара Максимовна; Администрация; Специалист по промышленной безопасности подъемных сооружений; 209770
Сотрудник 163: Парфенова Арина Германовна; Администрация; Специалист по маркетингу; 490392
Сотрудник 164: Петров Максим Дмитриевич; Администрация; Техник по наладке и испытаниям; 241750
Сотрудник 165: Пономарева Ульяна Кирилловна; Администрация; Эксперт дорожного хозяйства; 141670
Сотрудник 166: Прокофьева Мария Андреевна; Администрация; Заведующий бюро пропусков; 169846
Сотрудник 167: Рогов Роберт Миронович; Администрация; Переводчик синхронный; 393364
Сотрудник 168: Рябов Матвей Романович; Администрация; Заведующий конструкторским отделом; 225483
Сотрудник 169: Седов Тихон Матвеевич; Администрация; Начальник цеха опытного производства; 293908
Сотрудник 170: Смирнов Андрей Михайлович; Администрация; Начальник нормативно-исследовательской лаборатории по труду; 195437
Сотрудник 171: Смирнова Александра Артёмовна; Администрация; Начальник (заведующий) мастерской; 246751
Сотрудник 172: Соколов Владимир Ильич; Администрация; Дилер; 409874
Сотрудник 173: Соколов Иван Матвеевич; Администрация; Заведующий общежитием; 336711
Сотрудник 174: Субботина Алиса Михайловна; Администрация; Техник по планированию; 359422
Сотрудник 175: Сухарев Максим Максимович; Администрация; Менеджер по связям с общественностью; 306627
Сотрудник 176: Фомин Константин Юрьевич; Администрация; Секретарь руководителя; 255775
Сотрудник 177: Черных Вячеслав Владиславович; Администрация; Переводчик-дактилолог; 102902
Сотрудник 178: Чернышева Юлия Вадимовна; Администрация; Ведущий научный сотрудник; 149719
Сотрудник 179: Чесноков Михаил Андреевич; Администрация; Начальник исследовательской лаборатории; 457803
Сотрудник 180: Шевелев Илья Михайлович; Администрация; Главный энергетик; 159552
Сотрудник 181: Шульгина София Данииловна; Администрация; Комендант; 260311
Сотрудник 182: Абрамов Захар Константинович; Аналитический отдел; Секретарь - машинистка; 221211
Сотрудник 183: Агеев Демид Богданович; Аналитический отдел; Лаборант; 374454
Сотрудник 184: Александров Дмитрий Анатольевич; Аналитический отдел; Комендант; 301064
Сотрудник 185: Антонов Михаил Платонович; Аналитический отдел; Математик; 231604
Сотрудник 186: Афанасьев Дмитрий Дмитриевич; Аналитический отдел; Учетчик; 211790
Сотрудник 187: Белоусов Иван Матвеевич; Аналитический отдел; Бухгалтер; 126837
Сотрудник 188: Борисов Тимур Георгиевич; Аналитический отдел; Коммивояжер; 310403
Сотрудник 189: Бочаров Марк Владимирович; Аналитический отдел; Начальник (заведующий) мастерской; 406779
Сотрудник 190: Васильева Алиса Кирилловна; Аналитический отдел; Главный энергетик; 117784
Сотрудник 191: Грибова Ксения Егоровна; Аналитический отдел; Начальник отдела комплектации оборудования; 233490
Сотрудник 192: Гришин Дмитрий Тимофеевич; Аналитический отдел; Художник-конструктор (дизайнер); 456908
Сотрудник 193: Гусев Дмитрий Игоревич; Аналитический отдел; Инженер по метрологии; 113163
Сотрудник 194: Дмитриев Кирилл Степанович; Аналитический отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 202203
Сотрудник 195: Емельянов Григорий Кириллович; Аналитический отдел; Инженер; 499993
Сотрудник 196: Зайцева Анна Глебовна; Аналитический отдел; Начальник отдела патентной и изобретательской работы; 135717
Сотрудник 197: Зайцева Анна Глебовна; Аналитический отдел; Начальник отдела организации и оплаты труда; 460746
Сотрудник 198: Злобин Михаил Фёдорович; Аналитический отдел; Эксперт дорожного хозяйства; 291715
Сотрудник 199: Зорина Екатерина Макаровна; Аналитический отдел; Заведующий бюро пропусков; 318306
Сотрудник 200: Зубков Максим Владиславович; Аналитический отдел; Начальник цеха (участка); 466612
Сотрудник 201: Иванов Александр Вячеславович; Аналитический отдел; Профконсультант; 284509
Сотрудник 202: Иванов Роман Александрович; Аналитический отдел; Механик; 380410
Сотрудник 203: Калачева Арина Владиславовна; Аналитический отдел; Заведующий бюро пропусков; 439429
Сотрудник 204: Калашников Владислав Егорович; Аналитический отдел; Нарядчик; 203631
Сотрудник 205: Калашников Пётр Михайлович; Аналитический отдел; Заведующий канцелярией; 159029
Сотрудник 206: Ковалев Михаил Михайлович; Аналитический отдел; Специалист по оценке соответствия лифтов требованиям безопасности; 205400
Сотрудник 207: Козлов Вадим Михайлович; Аналитический отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 345000
Сотрудник 208: Кондратьев Иван Егорович; Аналитический отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 440341
Сотрудник 209: Кондратьева Мирослава Максимовна; Аналитический отдел; Инженер по автоматизации и механизации производственных процессов; 217193
Сотрудник 210: Коновалов Демид Савельевич; Аналитический отдел; Начальник отдела по связям с инвесторами; 115333
Сотрудник 211: Котова Елизавета Александровна; Аналитический отдел; Начальник отдела автоматизации и механизации производственных процессов; 336905
Сотрудник 212: Крылова Варвара Борисовна; Аналитический отдел; Заведующий канцелярией; 320454
Сотрудник 213: Крюкова Виктория Кирилловна; Аналитический отдел; Главный редактор; 467549
Сотрудник 214: Кузнецов Алексей Егорович; Аналитический отдел; Брокер торговый; 379167
Сотрудник 215: Кузнецов Сергей Ильич; Аналитический отдел; Экономист по труду; 292597
Сотрудник 216: Лебедева Вероника Андреевна; Аналитический отдел; Переводчик-дактилолог; 267616
Сотрудник 217: Леонов Иван Арсеньевич; Аналитический отдел; Инженер по подготовке кадров; 110546
Сотрудник 218: Леонова Валерия Никитична; Аналитический отдел; Техник по наладке и испытаниям; 150869
Сотрудник 219: Макарова Яна Данииловна; Аналитический отдел; Начальник отдела организации и оплаты труда; 308040
Сотрудник 220: Мальцева Анна Марковна; Аналитический отдел; Комендант; 299107
Сотрудник 221: Михайлова Любовь Алексеевна; Аналитический отдел; Социолог; 307769
Сотрудник 222: Нефедова Анастасия Ивановна; Аналитический отдел; Начальник автоколонны; 100610
Сотрудник 223: Новиков Артемий Глебович; Аналитический отдел; Специалист по связям с инвесторами; 171579
Сотрудник 224: Новикова Варвара Максимовна; Аналитический отдел; Инженер-энергетик (энергетик); 422064
Сотрудник 225: Павлова Ева Антоновна; Аналитический отдел; Начальник отдела охраны окружающей среды; 327937
Сотрудник 226: Румянцев Александр Григорьевич; Аналитический отдел; Заведующий столовой; 329469
Сотрудник 227: Савельева Ольга Юрьевна; Аналитический отдел; Начальник отдела социального развития; 486832
Сотрудник 228: Савин Тихон Лукич; Аналитический отдел; Статистик; 146177
Сотрудник 229: Семенов Даниил Даниилович; Аналитический отдел; Главный научный сотрудник; 309177
Сотрудник 230: Серов Иван Григорьевич; Аналитический отдел; Инженер по научно-технической информации; 408439
Сотрудник 231: Сидорова Вера Тимофеевна; Аналитический отдел; Инженер по подготовке производства; 126740
Сотрудник 232: Смирнов Дмитрий Ильич; Аналитический отдел; Брокер; 383875
Сотрудник 233: Степанов Александр Владиславович; Аналитический отдел; Математик; 308553
Сотрудник 234: Устинов Иван Николаевич; Аналитический отдел; Начальник нормативно-исследовательской лаборатории по труду; 141171
Сотрудник 235: Федорова Варвара Дмитриевна; Аналитический отдел; Главный инженер проекта. Главный архитектор проекта; 474977
Сотрудник 236: Царев Владимир Артёмович; Аналитический отдел; Техник по стандартизации; 438647
Сотрудник 237: Агеева Ева Макаровна; Архив; Статистик; 224705
Сотрудник 238: Алексеев Матвей Юрьевич; Архив; Заведующий (начальник) отделом научно-технической информации; 394742
Сотрудник 239: Алешин Мирон Маркович; Архив; Психолог; 414429
Сотрудник 240: Андреев Михаил Филиппович; Архив; Инженер по комплектации оборудования; 434681
Сотрудник 241: Андреева Дарья Марковна; Архив; Главный научный сотрудник; 433654
Сотрудник 242: Баранова Милана Александровна; Архив; Статистик; 206951
Сотрудник 243: Беляев Тимофей Максимович; Архив; Экономист по сбыту; 426541
Сотрудник 244: Богданов Владимир Тимофеевич; Архив; Техник вычислительного (информационно-вычислительного) центра; 401199
Сотрудник 245: Богомолова София Тимуровна; Архив; Начальник хозяйственного отдела; 120416
Сотрудник 246: Борисова Мария Сергеевна; Архив; Начальник центральной заводской лаборатории; 107600
Сотрудник 247: Бочаров Егор Тимурович; Архив; Начальник отдела автоматизированной системы управления производством; 379808
Сотрудник 248: Булгаков Лев Михайлович; Архив; Инкассатор; 479674
Сотрудник 249: Быков Андрей Ильич; Архив; Дежурный бюро пропусков; 167837
Сотрудник 250: Васильев Даниил Маркович; Архив; Техник по наладке и испытаниям; 366112
Сотрудник 251: Васильев Николай Матвеевич; Архив; Секретарь незрячего специалиста; 489818
Сотрудник 252: Васильева Полина Ярославовна; Архив; Младший научный сотрудник; 319201
Сотрудник 253: Волкова Ульяна Андреевна; Архив; Чертежник; 435660
Сотрудник 254: Воробьева Василиса Артёмовна; Архив; Начальник отдела информации; 439652
Сотрудник 255: Воробьева Виктория Григорьевна; Архив; Агент торговый; 482512
Сотрудник 256: Герасимов Константин Максимович; Архив; Начальник центральной заводской лаборатории; 211515
Сотрудник 257: Гончаров Дмитрий Львович; Архив; Делопроизводитель; 355217
Сотрудник 258: Горшкова Вероника Егоровна; Архив; Начальник технического отдела; 378731
Сотрудник 259: Григорьев Артемий Макарович; Архив; Комендант; 141924
Сотрудник 260: Григорьева Вероника Ивановна; Архив; Шеф-инженер; 466791
Сотрудник 261: Дубровин Дмитрий Степанович; Архив; Брокер торговый; 412164
Сотрудник 262: Дубровина Вероника Ивановна; Архив; Мастер контрольный (участка, цеха); 364553
Сотрудник 263: Емельянова Маргарита Николаевна; Архив; Инженер по охране окружающей среды (эколог); 492191
Сотрудник 264: Ефимов Михаил Даниилович; Архив; Табельщик; 328124
Сотрудник 265: Ефремов Фёдор Миронович; Архив; Заведующий техническим архивом; 281483
Сотрудник 266: Жданов Александр Александрович; Архив; Секретарь руководителя; 211384
Сотрудник 267: Зорин Андрей Матвеевич; Архив; Секретарь незрячего специалиста; 296115
Сотрудник 268: Ильин Владимир Ильич; Архив; Документовед; 463625
Сотрудник 269: Карпов Михаил Всеволодович; Архив; Инженер-электроник (электроник); 129180
Сотрудник 270: Козлова Анастасия Константиновна; Архив; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 305981
Сотрудник 271: Колосова Мария Андреевна; Архив; Ведущий инженер; 163246
Сотрудник 272: Лебедева Виктория Александровна; Архив; Главный редактор; 354916
Сотрудник 273: Левина Маргарита Андреевна; Архив; Юрисконсульт; 117511
Сотрудник 274: Лукьянов Александр Дмитриевич; Архив; Математик; 275614
Сотрудник 275: Мальцева Анна Марковна; Архив; Главный ландшафтный архитектор проекта; 240518
Сотрудник 276: Мальцева Арина Данииловна; Архив; Специалист по защите информации; 123173
Сотрудник 277: Марков Глеб Михайлович; Архив; Младший редактор; 108458
Сотрудник 278: Мешков Глеб Адамович; Архив; Начальник отдела автоматизации и механизации производственных процессов; 216802
