Сотрудник 1: Александрова София Лукинична; IT-отдел; Главный редактор; 354936
Сотрудник 96: Митрофанов Артём Анатольевич; Аналитический отдел; Начальник отдела охраны окружающей среды; 216623
Сотрудник 97: Молчанов Михаил Робертович; Аналитический отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 331301
Сотрудник 98: Назаров Ярослав Фёдорович; Аналитический отдел; Главный ландшафтный архитектор проекта; 197253
Сотрудник 99: Пономарева Мария Макаровна; Аналитический отдел; Инженер по надзору за строительством; 409288
Сотрудник 100: Попов Алексей Даниилович; Аналитический отдел; Директор котельной; 452886
Сотрудник 101: Самойлов Егор Макарович; Аналитический отдел; Мастер участка; 395547
Сотрудник 102: Серова Мия Матвеевна; Аналитический отдел; Консультант по налогам и сборам; 106031
Сотрудник 103: Сорокин Алексей Артёмович; Аналитический отдел; Начальник отдела организации и оплаты труда; 452421
Сотрудник 104: Тимофеев Максим Егорович; Аналитический отдел; Начальник центральной заводской лаборатории; 311702
Сотрудник 105: Титов Марат Андреевич; Аналитический отдел; Директор по связям с инвесторами; 417874
Сотрудник 106: Устинов Максим Григорьевич; Аналитический отдел; Менеджер по связям с инвесторами; 405261
Сотрудник 107: Шевелева Татьяна Михайловна; Аналитический отдел; Инженер по инструменту; 491352
Сотрудник 108: Белоусов Иван Матвеевич; Архив; Заведующий конструкторским отделом; 223238
Сотрудник 109: Беляев Владимир Александрович; Архив; Ассистент инспектора фонда; 402276
Сотрудник 110: Белякова Елизавета Максимовна; Архив; Инженер по метрологии; 144094
Сотрудник 111: Васильев Фёдор Александрович; Архив; Агент страховой; 196659
Сотрудник 112: Волкова Варвара Тимуровна; Архив; Эксперт дорожного хозяйства; 352988
Сотрудник 113: Гаврилов Лев Фёдорович; Архив; Инженер по инструменту; 400629
Сотрудник 114: Дубровина Вероника Ивановна; Архив; Начальник производственного отдела; 131621
Сотрудник 115: Егорова Василиса Юрьевна; Архив; Корпоративный секретарь акционерного общества; 107400
Сотрудник 116: Ермаков Максим Дмитриевич; Архив; Инженер по организации труда; 499826
Сотрудник 117: Ефремов Фёдор Миронович; Архив; Заведующий отделом (бюро) оформления проектных материалов; 259980
Сотрудник 118: Иванова Мария Тимуровна; Архив; Заведующий фотолабораторией; 247636
Сотрудник 119: Ковалев Егор Александрович; Архив; Инженер; 468571
Сотрудник 120: Куликова Елизавета Кирилловна; Архив; Техник по наладке и испытаниям; 208869
Сотрудник 121: Ларионов Илья Артёмович; Архив; Начальник ремонтного цеха; 173914
Сотрудник 122: Мальцева Кристина Викторовна; Архив; Брокер; 173971
Сотрудник 123: Мартынова Алёна Григорьевна; Архив; Заведующий чертежно-копировальным бюро; 487860
Сотрудник 124: Моисеева Ева Артёмовна; Архив; Начальник отдела подготовки кадров; 419607
Сотрудник 125: Никифоров Георгий Даниилович; Архив; Архитектор; 387940
Сотрудник 126: Панкратова Юлия Егоровна; Архив; Нарядчик; 117866
Сотрудник 127: Плотникова Виктория Павловна; Архив; Техник вычислительного (информационно-вычислительного) центра; 451953
Сотрудник 128: Прохорова Алиса Петровна; Архив; Заведующий архивом; 304473
Сотрудник 129: Федотова Полина Дмитриевна; Архив; Заведующий жилым корпусом пансионата (гостиницы); 207007
Сотрудник 130: Филиппова Мария Артёмовна; Архив; Дилер; 175578
Сотрудник 131: Черных Владимир Семёнович; Архив; Заведующий общежитием; 282061
Сотрудник 132: Шевелев Тимофей Саввич; Архив; Методист по физической культуре; 313528
Сотрудник 133: Александров Захар Иванович; Бухгалтерия; Главный конструктор проекта; 296543
Сотрудник 134: Александрова Алина Лукинична; Бухгалтерия; Математик; 455868
Сотрудник 135: Андреев Платон Андреевич; Бухгалтерия; Техник-технолог; 391039
Сотрудник 136: Анисимов Арсений Дмитриевич; Бухгалтерия; Специалист по кадрам; 104213
Сотрудник 137: Волкова Ульяна Андреевна; Бухгалтерия; Научный сотрудник; 459968
Сотрудник 138: Герасимова Кира Ярославовна; Бухгалтерия; Инженер по организации труда; 207319
Сотрудник 139: Гусев Александр Андреевич; Бухгалтерия; Научный редактор; 137580
Сотрудник 140: Демьянов Александр Романович; Бухгалтерия; Начальник отдела капитального строительства; 382191
Сотрудник 141: Долгов Владислав Дмитриевич; Бухгалтерия; Инженер-проектировщик; 132700
Сотрудник 142: Евдокимова Лидия Константиновна; Бухгалтерия; Начальник отдела комплектации оборудования; 491933
Сотрудник 143: Евдокимова Лидия Константиновна; Бухгалтерия; Инженер-конструктор (конструктор); 492320
Сотрудник 144: Завьялова Ангелина Данииловна; Бухгалтерия; Главный сварщик; 441583
Сотрудник 145: Зубкова Мария Егоровна; Бухгалтерия; Начальник технического отдела; 260059
Сотрудник 146: Иванов Александр Вячеславович; Бухгалтерия; Секретарь руководителя; 408965
Сотрудник 147: Коновалов Демид Савельевич; Бухгалтерия; Инженер по охране окружающей среды (эколог); 405984
Сотрудник 148: Кудряшов Арсений Макарович; Бухгалтерия; Ведущий экономист; 434905
Сотрудник 149: Кузнецова Ирина Мироновна; Бухгалтерия; Документовед; 313912
Сотрудник 150: Литвинова Анастасия Богдановна; Бухгалтерия; Инженер по наладке и испытаниям; 230117
Сотрудник 151: Макарова Яна Данииловна; Бухгалтерия; Начальник планово - экономического отдела; 398469
Сотрудник 152: Малышев Захар Иванович; Бухгалтерия; Главный редактор; 119215
Сотрудник 153: Малышева Дарья Тимуровна; Бухгалтерия; Техник по труду; 477237
Сотрудник 154: Моисеев Тимофей Маркович; Бухгалтерия; Делопроизводитель; 460203
Сотрудник 155: Никифоров Георгий Даниилович; Бухгалтерия; Администратор; 131000
Сотрудник 156: Никифоров Марк Степанович; Бухгалтерия; Начальник отдела кадров; 327116
Сотрудник 157: Пименов Лев Тимурович; Бухгалтерия; Психолог; 422912
Сотрудник 158: Прохорова Ева Родионовна; Бухгалтерия; Инженер-лаборант; 416725
Сотрудник 159: Соколова Ева Максимовна; Бухгалтерия; Инженер по качеству; 223735
Сотрудник 160: Суханов Виктор Андреевич; Бухгалтерия; Инженер по научно-технической информации; 279877
Сотрудник 161: Троицкая Ульяна Марковна; Бухгалтерия; Главный научный сотрудник; 200948
Сотрудник 162: Черных Тимофей Сергеевич; Бухгалтерия; Секретарь - машинистка; 377985
Сотрудник 163: Агеев Демид Богданович; Дизайнерский отдел; Заведующий фотолабораторией; 257242
Сотрудник 164: Безрукова Яна Максимовна; Дизайнерский отдел; Начальник производственной лаборатории (по контролю производства); 483005
Сотрудник 165: Бирюков Максим Георгиевич; Дизайнерский отдел; Специалист по связям с общественностью; 227235
Сотрудник 166: Васильев Николай Матвеевич; Дизайнерский отдел; Техник-проектировщик; 290508
Сотрудник 167: Васильева Анна Андреевна; Дизайнерский отдел; Заведующий складом; 178586
Сотрудник 168: Винокуров Иван Васильевич; Дизайнерский отдел; Брокер торговый; 268528
Сотрудник 169: Волков Гордей Иванович; Дизайнерский отдел; Стенографистка; 215565
Сотрудник 170: Волкова Варвара Тимуровна; Дизайнерский отдел; Техник по метрологии; 124579
Сотрудник 171: Воронцов Георгий Андреевич; Дизайнерский отдел; Инженер по качеству; 283945
Сотрудник 172: Горбачев Алексей Демьянович; Дизайнерский отдел; Техник по планированию; 166214
Сотрудник 173: Грачев Иван Семёнович; Дизайнерский отдел; Начальник лаборатории (бюро) технико - экономических исследований; 127851
Сотрудник 174: Егоров Сергей Ильич; Дизайнерский отдел; Экономист по труду; 252872
Сотрудник 175: Зыкова Милена Матвеевна; Дизайнерский отдел; Главный механик; 350269
Сотрудник 176: Карпов Артём Игоревич; Дизайнерский отдел; Заведующий бюро пропусков; 184124
Сотрудник 177: Кузнецова Анна Ивановна; Дизайнерский отдел; Младший научный сотрудник; 307117
Сотрудник 178: Кузнецова Ирина Мироновна; Дизайнерский отдел; Заведующий производством (шеф-повар); 373593
Сотрудник 179: Кузьмин Дмитрий Александрович; Дизайнерский отдел; Инженер по стандартизации; 191933
Сотрудник 180: Лазарева Елизавета Александровна; Дизайнерский отдел; Специалист по связям с инвесторами; 343399
Сотрудник 181: Леонова Яна Егоровна; Дизайнерский отдел; Инженер-программист (программист); 436268
Сотрудник 182: Логинова Вера Михайловна; Дизайнерский отдел; Руководитель подразделения; 378686
Сотрудник 183: Никитин Егор Никитич; Дизайнерский отдел; Директор котельной; 379953
Сотрудник 184: Никитина Нина Константиновна; Дизайнерский отдел; Техник по метрологии; 228460
Сотрудник 185: Панкратова Ангелина Кирилловна; Дизайнерский отдел; Инспектор по контролю за исполнением поручений; 400266
Сотрудник 186: Розанов Владимир Львович; Дизайнерский отдел; Начальник финансового отдела; 142397
Сотрудник 187: Руднева София Кирилловна; Дизайнерский отдел; Редактор; 452540
Сотрудник 188: Рябов Матвей Романович; Дизайнерский отдел; Техник по планированию; 215607
Сотрудник 189: Сафонова Александра Алексеевна; Дизайнерский отдел; Социолог; 474069
Сотрудник 190: Семенов Матвей Даниилович; Дизайнерский отдел; Машинистка; 161040
Сотрудник 191: Семенова Мирослава Олеговна; Дизайнерский отдел; Инженер по комплектации оборудования; 286165
Сотрудник 192: Сергеева Виктория Данииловна; Дизайнерский отдел; Ведущий конструктор; 388636
Сотрудник 193: Сорокин Константин Алексеевич; Дизайнерский отдел; Эксперт по промышленной безопасности подъемных сооружений; 199225
Сотрудник 194: Степанова Ольга Платоновна; Дизайнерский отдел; Заведующий научно-технической библиотекой; 451683
Сотрудник 195: Чернышев Тимофей Денисович; Дизайнерский отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 394282
Сотрудник 196: Яковлев Тимур Александрович; Дизайнерский отдел; Оператор диспетчерской службы; 129034
Сотрудник 197: Яковлева Василиса Романовна; Дизайнерский отдел; Комендант; 200866
Сотрудник 198: Антипов Владислав Кириллович; Испытательный центр; Заведующий аспирантурой; 271160
Сотрудник 199: Васильев Фёдор Александрович; Испытательный центр; Экономист по материально-техническому снабжению; 137782
Сотрудник 200: Волкова Варвара Тимуровна; Испытательный центр; Главный метролог; 255090
Сотрудник 201: Губанова Арина Вадимовна; Испытательный центр; Инженер по научно-технической информации; 168177
Сотрудник 202: Калашников Пётр Михайлович; Испытательный центр; Директор (генеральный директор, управляющий) предприятия; 451853
Сотрудник 203: Климова Ульяна Матвеевна; Испытательный центр; Заведующий (начальник) отделом стандартизации; 448226
Сотрудник 204: Козлова Виктория Ильинична; Испытательный центр; Инженер по метрологии; 491804
Сотрудник 205: Котова Василиса Васильевна; Испытательный центр; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 480618
Сотрудник 206: Матвеева Анастасия Захаровна; Испытательный центр; Специалист по связям с общественностью; 416995
Сотрудник 207: Мельникова Полина Данииловна; Испытательный центр; Экономист; 340331
Сотрудник 208: Нестерова Варвара Александровна; Испытательный центр; Экономист вычислительного (информационно - вычислительного) центра; 481740
Сотрудник 209: Никитин Иван Константинович; Испытательный центр; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 195496
Сотрудник 210: Никифоров Георгий Даниилович; Испытательный центр; Руководитель подразделения; 445656
Сотрудник 211: Никулина Ксения Владимировна; Испытательный центр; Заведующий канцелярией; 235666
Сотрудник 212: Овчинникова Злата Демидовна; Испытательный центр; Начальник отдела подготовки кадров; 161411
Сотрудник 213: Осипова Арина Тимофеевна; Испытательный центр; Секретарь руководителя; 349554
Сотрудник 214: Петров Роберт Романович; Испытательный центр; Заведующий фотолабораторией; 470213
Сотрудник 215: Петрова Варвара Данииловна; Испытательный центр; Начальник отдела кадров; 306352
Сотрудник 216: Петухов Марк Русланович; Испытательный центр; Агент по закупкам; 404078
Сотрудник 217: Семенов Вячеслав Савельевич; Испытательный центр; Инженер по стандартизации; 453438
Сотрудник 218: Степанов Александр Владиславович; Испытательный центр; Мастер контрольный (участка, цеха); 259734
Сотрудник 219: Федоров Никита Сергеевич; Испытательный центр; Аналитик; 494911
Сотрудник 220: Филиппов Никита Ярославович; Испытательный центр; Инженер по наладке и испытаниям; 491533
Сотрудник 221: Царева Анастасия Артёмовна; Испытательный центр; Специалист по автотехнической экспертизе (эксперт-автотехник); 160279
Сотрудник 222: Черкасов Дмитрий Михайлович; Испытательный центр; Начальник отдела сбыта; 384010
Сотрудник 223: Черных Тимофей Сергеевич; Испытательный центр; Заместитель директора по управлению персоналом; 295297
Сотрудник 224: Беспалов Фёдор Сергеевич; Конструкторский отдел; Заведующий техническим архивом; 153005
Сотрудник 225: Васильева Анна Андреевна; Конструкторский отдел; Брокер торговый; 168523
Сотрудник 226: Воронов Адам Кириллович; Конструкторский отдел; Дилер; 246940
Сотрудник 227: Григорьева Анастасия Захаровна; Конструкторский отдел; Начальник отдела автоматизированной системы управления производством; 317692
Сотрудник 228: Дмитриева Злата Артемьевна; Конструкторский отдел; Директор гостиницы; 271114
Сотрудник 229: Ефимов Михаил Даниилович; Конструкторский отдел; Переводчик; 120823
Сотрудник 230: Ефимов Михаил Даниилович; Конструкторский отдел; Кодификатор; 143062
Сотрудник 231: Злобин Михаил Фёдорович; Конструкторский отдел; Специалист по связям с общественностью; 463902
Сотрудник 232: Золотов Егор Михайлович; Конструкторский отдел; Инструктор-дактилолог; 162533
Сотрудник 233: Зубкова Мария Егоровна; Конструкторский отдел; Начальник отдела (лаборатории, сектора) по защите информации; 470700
Сотрудник 234: Зубкова Мария Егоровна; Конструкторский отдел; Ведущий научный сотрудник; 487813
Сотрудник 235: Козлова Виктория Ильинична; Конструкторский отдел; Экономист вычислительного (информационно - вычислительного) центра; 282527
Сотрудник 236: Краснова Анастасия Александровна; Конструкторский отдел; Инженер по организации управления производством; 188536
Сотрудник 237: Крылов Владимир Константинович; Конструкторский отдел; Инженер-программист (программист); 470414
Сотрудник 238: Лапин Гордей Демидович; Конструкторский отдел; Техник по инструменту; 306474
Сотрудник 239: Лаптев Платон Маркович; Конструкторский отдел; Начальник отдела стандартизации; 330384
Сотрудник 240: Леонов Лев Даниилович; Конструкторский отдел; Инженер по метрологии; 447365
Сотрудник 241: Малышева Дарья Тимуровна; Конструкторский отдел; Художественный редактор; 371621
Сотрудник 242: Матвеева Валерия Максимовна; Конструкторский отдел; Техник - программист; 120340
Сотрудник 243: Никифоров Семён Александрович; Конструкторский отдел; Начальник отдела автоматизированной системы управления производством; 140741
Сотрудник 244: Никонова Варвара Матвеевна; Конструкторский отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 284447
Сотрудник 245: Орлова Анастасия Ильинична; Конструкторский отдел; Инженер-технолог (технолог); 224555
Сотрудник 246: Панов Михаил Львович; Конструкторский отдел; Экспедитор по перевозке грузов; 326638
Сотрудник 247: Попов Алексей Даниилович; Конструкторский отдел; Коммивояжер; 207285
Сотрудник 248: Попова Анастасия Кирилловна; Конструкторский отдел; Инженер по автоматизации и механизации производственных процессов; 161486
Сотрудник 249: Свиридова Алёна Ярославовна; Конструкторский отдел; Учетчик; 287563
Сотрудник 250: Семенова Варвара Глебовна; Конструкторский отдел; Начальник лаборатории (бюро) технико - экономических исследований; 468206
Сотрудник 251: Симонов Григорий Георгиевич; Конструкторский отдел; Копировщик; 368459
Сотрудник 252: Симонов Григорий Георгиевич; Конструкторский отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 385568
Сотрудник 253: Соболев Лука Сергеевич; Конструкторский отдел; Дежурный бюро пропусков; 286890
Сотрудник 254: Соловьев Матвей Львович; Конструкторский отдел; Аналитик; 348637
Сотрудник 255: Степанов Александр Владиславович; Конструкторский отдел; Заместитель директора по коммерческим вопросам; 124234
Сотрудник 256: Степанова Алиса Михайловна; Конструкторский отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 280051
Сотрудник 257: Федорова Варвара Дмитриевна; Конструкторский отдел; Крупье; 398482
Сотрудник 258: Фомина Василиса Павловна; Конструкторский отдел; Инженер по метрологии; 486271
Сотрудник 259: Шевелев Тимофей Саввич; Конструкторский отдел; Начальник хозяйственного отдела; 204225
Сотрудник 260: Абрамова Яна Михайловна; Контакт-центр; Таксировщик; 104485
Сотрудник 261: Андреев Михаил Филиппович; Контакт-центр; Старший научный сотрудник; 405488
Сотрудник 262: Васильева Алиса Тимофеевна; Контакт-центр; Оценщик; 404365
Сотрудник 263: Глебов Платон Дмитриевич; Контакт-центр; Заведующий (начальник) отделом стандартизации; 453085
Сотрудник 264: Гусев Егор Леонидович; Контакт-центр; Инженер-проектировщик; 330431
Сотрудник 265: Давыдова Анастасия Богдановна; Контакт-центр; Главный бухгалтер; 127414
Сотрудник 266: Еремина Елизавета Степановна; Контакт-центр; Методист по физической культуре; 271996
Сотрудник 267: Ершов Даниил Алексеевич; Контакт-центр; Начальник отдела контроля качества; 262789
