Сотрудник 1: Акимов Ярослав Владиславович; IT-отдел; Агент по снабжению; 297256
Сотрудник 179: Симонов Григорий Георгиевич; Бухгалтерия; Крупье; 176938
Сотрудник 180: Ульянов Александр Максимович; Бухгалтерия; Начальник нормативно-исследовательской лаборатории по труду; 381740
Сотрудник 181: Чернова Василиса Владимировна; Бухгалтерия; Эксперт дорожного хозяйства; 391720
Сотрудник 182: Артемова Алиса Николаевна; Дизайнерский отдел; Главный научный сотрудник; 379919
Сотрудник 183: Балашова Елизавета Александровна; Дизайнерский отдел; Экономист; 339059
Сотрудник 184: Васильева Анна Андреевна; Дизайнерский отдел; Начальник нормативно-исследовательской лаборатории по труду; 218062
Сотрудник 185: Громов Матвей Артёмович; Дизайнерский отдел; Заведующий техническим архивом; 319051
Сотрудник 186: Губанова Арина Вадимовна; Дизайнерский отдел; Заместитель директора по управлению персоналом; 243519
Сотрудник 187: Жуков Иван Константинович; Дизайнерский отдел; Начальник гаража; 457067
Сотрудник 188: Зорина Валерия Артемьевна; Дизайнерский отдел; Старший научный сотрудник; 295314
Сотрудник 189: Зыкова Милена Матвеевна; Дизайнерский отдел; Ведущий научный сотрудник; 404559
Сотрудник 190: Иванов Арсений Антонович; Дизайнерский отдел; Заведующий (начальник) отделом стандартизации; 222100
Сотрудник 191: Ильина София Максимовна; Дизайнерский отдел; Инженер-энергетик (энергетик); 395632
Сотрудник 192: Исаев Максим Вадимович; Дизайнерский отдел; Агент; 450038
Сотрудник 193: Климов Родион Максимович; Дизайнерский отдел; Лаборант; 483191
Сотрудник 194: Ковалев Максим Фёдорович; Дизайнерский отдел; Оценщик; 187696
Сотрудник 195: Кузнецов Станислав Павлович; Дизайнерский отдел; Инженер по автоматизации и механизации производственных процессов; 310038
Сотрудник 196: Кулаков Тихон Кириллович; Дизайнерский отдел; Секретарь - машинистка; 412522
Сотрудник 197: Лаптев Платон Маркович; Дизайнерский отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 443676
Сотрудник 198: Леонова Яна Егоровна; Дизайнерский отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 130496
Сотрудник 199: Литвинова Юлия Андреевна; Дизайнерский отдел; Механик; 164464
Сотрудник 200: Лукин Дмитрий Артёмович; Дизайнерский отдел; Экспедитор; 230996
Сотрудник 201: Некрасов Григорий Михайлович; Дизайнерский отдел; Начальник автоколонны; 231136
Сотрудник 202: Новиков Артемий Глебович; Дизайнерский отдел; Брокер; 151822
Сотрудник 203: Орлова Анастасия Никитична; Дизайнерский отдел; Корпоративный секретарь акционерного общества; 232719
Сотрудник 204: Панфилов Роберт Даниилович; Дизайнерский отдел; Главный сварщик; 483143
Сотрудник 205: Петров Глеб Ярославович; Дизайнерский отдел; Начальник производственной лаборатории (по контролю производства); 462452
Сотрудник 206: Рыбаков Артемий Матвеевич; Дизайнерский отдел; Агент рекламный; 289243
Сотрудник 207: Савина Ева Гордеевна; Дизайнерский отдел; Редактор; 396453
Сотрудник 208: Савицкая Анастасия Данииловна; Дизайнерский отдел; Агент по продаже недвижимости; 199704
Сотрудник 209: Серова Мия Матвеевна; Дизайнерский отдел; Главный конструктор проекта; 229751
Сотрудник 210: Соловьева Кира Егоровна; Дизайнерский отдел; Начальник юридического отдела; 474356
Сотрудник 211: Сорокина Вероника Марковна; Дизайнерский отдел; Бухгалтер-ревизор; 260671
Сотрудник 212: Сычев Александр Гордеевич; Дизайнерский отдел; Главный метролог; 485539
Сотрудник 213: Терентьев Дмитрий Вячеславович; Дизайнерский отдел; Главный редактор; 200995
Сотрудник 214: Уткин Вячеслав Андреевич; Дизайнерский отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 402780
Сотрудник 215: Фомин Степан Иванович; Дизайнерский отдел; Начальник отдела материально-технического снабжения; 165997
Сотрудник 216: Чернышев Тимофей Денисович; Дизайнерский отдел; Инженер-конструктор (конструктор); 396178
Сотрудник 217: Абрамов Пётр Львович; Испытательный центр; Экономист по материально-техническому снабжению; 141896
Сотрудник 218: Агеева Ева Макаровна; Испытательный центр; Менеджер; 273778
Сотрудник 219: Агеева Ева Макаровна; Испытательный центр; Таксировщик; 478869
Сотрудник 220: Аникин Степан Глебович; Испытательный центр; Инструктор-дактилолог; 330749
Сотрудник 221: Антонов Дмитрий Иванович; Испытательный центр; Переводчик; 110255
Сотрудник 222: Баранова Виктория Артёмовна; Испытательный центр; Главный ландшафтный архитектор проекта; 403484
Сотрудник 223: Белоусов Иван Матвеевич; Испытательный центр; Начальник автоколонны; 490946
Сотрудник 224: Бессонова Алиса Тимофеевна; Испытательный центр; Документовед; 444069
Сотрудник 225: Васильев Фёдор Александрович; Испытательный центр; Инженер по инвентаризации строений и сооружений; 211517
Сотрудник 226: Волков Владимир Даниилович; Испытательный центр; Инженер-энергетик (энергетик); 324137
Сотрудник 227: Воронина Екатерина Матвеевна; Испытательный центр; Начальник лаборатории (бюро) социологии труда; 464473
Сотрудник 228: Гусев Марк Андреевич; Испытательный центр; Начальник лаборатории (бюро) по организации труда и управления производством; 186948
Сотрудник 229: Давыдова София Александровна; Испытательный центр; Социолог; 230881
Сотрудник 230: Емельянов Григорий Кириллович; Испытательный центр; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 441242
Сотрудник 231: Ефимов Михаил Даниилович; Испытательный центр; Математик; 196656
Сотрудник 232: Жаров Мирон Романович; Испытательный центр; Оценщик; 369498
Сотрудник 233: Жданов Александр Александрович; Испытательный центр; Начальник отдела сбыта; 204221
Сотрудник 234: Иванова Мария Тимуровна; Испытательный центр; Инженер по комплектации оборудования; 184577
Сотрудник 235: Корнилова Василиса Елисеевна; Испытательный центр; Директор (начальник) учреждения (организации); 433580
Сотрудник 236: Кузнецов Роман Артемьевич; Испытательный центр; Инженер-электроник (электроник); 361138
Сотрудник 237: Кузьмин Ярослав Константинович; Испытательный центр; Стенографистка; 208733
Сотрудник 238: Лукьянов Александр Дмитриевич; Испытательный центр; Начальник инструментального отдела; 353766
Сотрудник 239: Лукьянов Максим Даниилович; Испытательный центр; Консультант по налогам и сборам; 127618
Сотрудник 240: Макарова Александра Николаевна; Испытательный центр; Начальник технического отдела; 230563
Сотрудник 241: Мальцева Вера Марковна; Испытательный центр; Главный конструктор; 236707
Сотрудник 242: Михайлов Даниил Даниилович; Испытательный центр; Инженер-конструктор (конструктор); 453924
Сотрудник 243: Морозов Лев Фёдорович; Испытательный центр; Экономист по материально-техническому снабжению; 449994
Сотрудник 244: Нефедова Маргарита Александровна; Испытательный центр; Технический редактор; 246042
Сотрудник 245: Нефедова Таисия Степановна; Испытательный центр; Начальник (руководитель) бригады (группы); 180334
Сотрудник 246: Новиков Арсений Даниилович; Испытательный центр; Начальник отдела охраны труда; 493012
Сотрудник 247: Новиков Артемий Глебович; Испытательный центр; Специалист по связям с общественностью; 283806
Сотрудник 248: Петрова Злата Платоновна; Испытательный центр; Секретарь руководителя; 370509
Сотрудник 249: Петухов Марк Русланович; Испытательный центр; Заведующий (начальник) отделом научно-технической информации; 279736
Сотрудник 250: Прокофьева Мария Андреевна; Испытательный центр; Инженер-лаборант; 478437
Сотрудник 251: Рогов Роберт Миронович; Испытательный центр; Начальник отдела контроля качества; 157578
Сотрудник 252: Романова Маргарита Артёмовна; Испытательный центр; Производитель работ (прораб); 317077
Сотрудник 253: Рябинин Илья Викторович; Испытательный центр; Переводчик; 438334
Сотрудник 254: Сорокина Вероника Марковна; Испытательный центр; Заведующая машинописным бюро; 325090
Сотрудник 255: Федоров Михаил Тимофеевич; Испытательный центр; Начальник отдела автоматизированной системы управления производством; 416222
Сотрудник 256: Филатова Кира Владиславовна; Испытательный центр; Заведующий складом; 243048
Сотрудник 257: Яковлев Тимур Александрович; Испытательный центр; Техник; 143602
Сотрудник 258: Агеева Ева Макаровна; Конструкторский отдел; Заведующий аспирантурой; 452397
Сотрудник 259: Александрова Алина Лукинична; Конструкторский отдел; Заведующий техническим архивом; 381049
Сотрудник 260: Борисова Мария Сергеевна; Конструкторский отдел; Техник - программист; 126458
Сотрудник 261: Булатов Алексей Маркович; Конструкторский отдел; Начальник отдела маркетинга; 149799
Сотрудник 262: Булатов Михаил Михайлович; Конструкторский отдел; Заведующий (начальник) отделом кадров; 363525
Сотрудник 263: Вавилов Юрий Михайлович; Конструкторский отдел; Руководитель группы по инвентаризации строений и сооружений; 495599
Сотрудник 264: Воробьева Виктория Григорьевна; Конструкторский отдел; Техник по защите информации; 133472
Сотрудник 265: Воробьева Кира Николаевна; Конструкторский отдел; Начальник производственной лаборатории (по контролю производства); 151163
Сотрудник 266: Герасимов Константин Максимович; Конструкторский отдел; Главный инженер; 273030
Сотрудник 267: Дмитриева Злата Артемьевна; Конструкторский отдел; Начальник отдела (лаборатории, сектора) по защите информации; 490848
Сотрудник 268: Захаров Никита Константинович; Конструкторский отдел; Инженер по нормированию труда; 281709
Сотрудник 269: Иванов Александр Михайлович; Конструкторский отдел; Заведующая машинописным бюро; 263821
Сотрудник 270: Калачева Арина Владиславовна; Конструкторский отдел; Заведующий конструкторским отделом; 307495
