Сотрудник 1: Аксенова Ульяна Дмитриевна; IT-отдел; Начальник отдела контроля качества; 260274
Сотрудник 155: Панкратов Дмитрий Кириллович; PR-отдел; Начальник хозяйственного отдела; 175511
Сотрудник 156: Пастухов Артемий Вадимович; PR-отдел; Менеджер по связям с общественностью; 284345
Сотрудник 157: Пастухова Мария Георгиевна; PR-отдел; Агент страховой; 179831
Сотрудник 158: Поликарпов Матвей Львович; PR-отдел; Секретарь-стенографистка; 262860
Сотрудник 159: Румянцева Вероника Александровна; PR-отдел; Менеджер по связям с инвесторами; 454731
Сотрудник 160: Савельева Анна Евгеньевна; PR-отдел; Инженер по комплектации оборудования; 382304
Сотрудник 161: Савельева Ольга Юрьевна; PR-отдел; Биржевой маклер; 123817
Сотрудник 162: Сазонов Константин Матвеевич; PR-отдел; Заведующий производством (шеф-повар); 170109
Сотрудник 163: Сахарова Мила Ивановна; PR-отдел; Экономист по финансовой работе; 364183
Сотрудник 164: Свиридова Алёна Ярославовна; PR-отдел; Табельщик; 197869
Сотрудник 165: Семенов Даниил Даниилович; PR-отдел; Биржевой маклер; 200535
Сотрудник 166: Семенова Варвара Глебовна; PR-отдел; Мастер участка; 483905
Сотрудник 167: Синицын Роман Борисович; PR-отдел; Юрисконсульт; 338480
Сотрудник 168: Синицын Роман Борисович; PR-отдел; Экономист по сбыту; 346757
Сотрудник 169: Смирнов Алексей Глебович; PR-отдел; Главный конструктор; 233757
Сотрудник 170: Смирнов Пётр Викторович; PR-отдел; Чертежник; 125636
Сотрудник 171: Смирнова Полина Егоровна; PR-отдел; Заведующий научно-технической библиотекой; 440134
Сотрудник 172: Соболева Дарья Егоровна; PR-отдел; Инженер по комплектации оборудования; 136714
Сотрудник 173: Соколов Владимир Ильич; PR-отдел; Техник-лаборант; 178981
Сотрудник 174: Соколова Ева Максимовна; PR-отдел; Эксперт; 319297
Сотрудник 175: Сомова Ксения Никитична; PR-отдел; Методист по физической культуре; 246597
Сотрудник 176: Суханов Виктор Андреевич; PR-отдел; Мастер участка; 408659
Сотрудник 177: Сычев Фёдор Фёдорович; PR-отдел; Техник-конструктор; 419664
Сотрудник 178: Тарасов Арсений Тимофеевич; PR-отдел; Кассир; 326910
Сотрудник 179: Тихомиров Иван Львович; PR-отдел; Администратор; 454964
Сотрудник 180: Устинов Максим Григорьевич; PR-отдел; Начальник отдела социального развития; 249356
Сотрудник 181: Филатова Кира Владиславовна; PR-отдел; Начальник производственного отдела; 182345
Сотрудник 182: Филиппова Анастасия Георгиевна; PR-отдел; Директор котельной; 106961
Сотрудник 183: Фомин Степан Иванович; PR-отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 324024
Сотрудник 184: Цветков Александр Сергеевич; PR-отдел; Чертежник; 253388
Сотрудник 185: Черных Тимофей Сергеевич; PR-отдел; Инженер по инструменту; 273378
Сотрудник 186: Чернышева Анастасия Михайловна; PR-отдел; Выпускающий; 195267
Сотрудник 187: Щербакова Вера Матвеевна; PR-отдел; Лаборант; 422117
Сотрудник 188: Яковлев Алексей Ильич; PR-отдел; Технический редактор; 101551
Сотрудник 189: Акимова Ангелина Львовна; Администрация; Менеджер по связям с общественностью; 262558
Сотрудник 190: Андреев Платон Андреевич; Администрация; Специалист по связям с инвесторами; 143453
Сотрудник 191: Андреева Дарья Марковна; Администрация; Инженер по защите информации; 310401
Сотрудник 192: Антонов Дмитрий Иванович; Администрация; Начальник финансового отдела; 184431
Сотрудник 193: Балашова Алиса Максимовна; Администрация; Экономист по сбыту; 321340
Сотрудник 194: Балашова Елизавета Александровна; Администрация; Переводчик; 174165
Сотрудник 195: Балашова Елизавета Александровна; Администрация; Начальник финансового отдела; 299908
Сотрудник 196: Белов Пётр Алексеевич; Администрация; Секретарь руководителя; 285588
Сотрудник 197: Бессонова Алиса Тимофеевна; Администрация; Заведующий фотолабораторией; 115317
Сотрудник 198: Бирюков Максим Георгиевич; Администрация; Финансовый директор (заместитель директора по финансам); 394044
Сотрудник 199: Булгаков Лев Михайлович; Администрация; Специалист по оценке соответствия лифтов требованиям безопасности; 289918
Сотрудник 200: Бычков Тимофей Ильич; Администрация; Директор по связям с инвесторами; 356433
Сотрудник 201: Васильева Варвара Ярославовна; Администрация; Инженер-программист (программист); 103243
Сотрудник 202: Волкова Полина Максимовна; Администрация; Начальник отдела патентной и изобретательской работы; 331409
Сотрудник 203: Волкова Ульяна Андреевна; Администрация; Начальник отдела по связям с общественностью; 339043
Сотрудник 204: Гончарова Анастасия Макаровна; Администрация; Начальник отдела автоматизации и механизации производственных процессов; 248000
Сотрудник 205: Григорьев Александр Артёмович; Администрация; Инспектор по кадрам; 365754
Сотрудник 206: Громова Злата Артёмовна; Администрация; Агент по продаже недвижимости; 130489
Сотрудник 207: Гуляев Кирилл Никитич; Администрация; Шеф-инженер; 134116
Сотрудник 208: Дементьева Мария Мирославовна; Администрация; Заместитель директора по связям с общественностью; 460763
Сотрудник 209: Демидов Кирилл Маркович; Администрация; Психолог; 193452
Сотрудник 210: Денисова Дарья Ярославовна; Администрация; Секретарь незрячего специалиста; 147884
Сотрудник 211: Денисова Дарья Ярославовна; Администрация; Заведующий производством (шеф-повар); 332994
Сотрудник 212: Ефимов Михаил Даниилович; Администрация; Секретарь руководителя; 499081
Сотрудник 213: Жаров Мирон Романович; Администрация; Ландшафтный архитектор; 274909
Сотрудник 214: Жуков Владимир Максимович; Администрация; Начальник отдела социального развития; 279178
Сотрудник 215: Захаров Кирилл Алексеевич; Администрация; Инженер-программист (программист); 161516
Сотрудник 216: Зорин Андрей Матвеевич; Администрация; Производитель работ (прораб); 160500
Сотрудник 217: Зубкова Полина Тимуровна; Администрация; Оператор диспетчерской службы; 384738
Сотрудник 218: Зыков Григорий Тимурович; Администрация; Крупье; 297016
Сотрудник 219: Иванов Владимир Глебович; Администрация; Начальник отдела кадров; 424501
Сотрудник 220: Иванов Глеб Алексеевич; Администрация; Главный энергетик; 165641
Сотрудник 221: Иванова София Маратовна; Администрация; Заведующий общежитием; 240762
Сотрудник 222: Исаев Семён Георгиевич; Администрация; Главный научный сотрудник; 424663
Сотрудник 223: Карасева Виктория Данииловна; Администрация; Мастер контрольный (участка, цеха); 344395
Сотрудник 224: Карпов Михаил Всеволодович; Администрация; Начальник отдела (лаборатории, сектора) по защите информации; 389241
Сотрудник 225: Карпова Милана Михайловна; Администрация; Художественный редактор; 296268
Сотрудник 226: Касьянова Екатерина Адамовна; Администрация; Заведующий общежитием; 124977
Сотрудник 227: Клюева Лилия Львовна; Администрация; Ведущий конструктор; 460372
Сотрудник 228: Козлова Виктория Ильинична; Администрация; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 436083
Сотрудник 229: Комарова Валерия Евгеньевна; Администрация; Инженер по защите информации; 347069
Сотрудник 230: Корнилова Василиса Елисеевна; Администрация; Инженер-конструктор (конструктор); 391294
Сотрудник 231: Котова Ирина Марковна; Администрация; Начальник отдела автоматизированной системы управления производством; 427282
Сотрудник 232: Кудряшова Алиса Арсеньевна; Администрация; Чертежник-конструктор; 338889
Сотрудник 233: Кузнецов Роман Артемьевич; Администрация; Заведующий фотолабораторией; 280537
Сотрудник 234: Кузнецов Фёдор Иванович; Администрация; Секретарь незрячего специалиста; 472244
Сотрудник 235: Кузнецова Варвара Данииловна; Администрация; Инженер по надзору за строительством; 346917
Сотрудник 236: Кузьмин Арсений Григорьевич; Администрация; Делопроизводитель; 115814
Сотрудник 237: Лапин Гордей Демидович; Администрация; Эксперт по промышленной безопасности подъемных сооружений; 409600
Сотрудник 238: Лебедева Ксения Артемьевна; Администрация; Бухгалтер-ревизор; 227872
Сотрудник 239: Лукин Дмитрий Артёмович; Администрация; Комендант; 173408
Сотрудник 240: Лукьянова Мария Константиновна; Администрация; Диспетчер; 218909
Сотрудник 241: Макарова София Романовна; Администрация; Инженер по инвентаризации строений и сооружений; 183798
Сотрудник 242: Мальцева Кристина Викторовна; Администрация; Экономист по сбыту; 441179
Сотрудник 243: Мартынов Ярослав Платонович; Администрация; Заведующий складом; 188287
Сотрудник 244: Мартынов Ярослав Платонович; Администрация; Инженер по автоматизации и механизации производственных процессов; 341617
Сотрудник 245: Мартынова Алёна Григорьевна; Администрация; Главный метролог; 356499
Сотрудник 246: Матвеева Полина Артёмовна; Администрация; Инженер по подготовке производства; 229313
Сотрудник 247: Мельников Илья Максимович; Администрация; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 254749
Сотрудник 248: Моисеев Максим Русланович; Администрация; Комендант; 264897
Сотрудник 249: Молчанов Михаил Робертович; Администрация; Техник по наладке и испытаниям; 242676
Сотрудник 250: Новиков Даниил Максимович; Администрация; Статистик; 296740
Сотрудник 251: Орлов Даниил Мирославович; Администрация; Техник по труду; 121509
Сотрудник 252: Петров Глеб Ярославович; Администрация; Начальник цеха (участка); 298524
Сотрудник 253: Петрова Милана Дмитриевна; Администрация; Начальник лаборатории (бюро) социологии труда; 419903
Сотрудник 254: Плотникова Виктория Павловна; Администрация; Заведующий фотолабораторией; 162738
Сотрудник 255: Пономарева Мария Макаровна; Администрация; Инженер по охране окружающей среды (эколог); 186219
Сотрудник 256: Прохорова Алиса Петровна; Администрация; Заведующий столовой; 319227
Сотрудник 257: Прохорова Мария Максимовна; Администрация; Экономист; 357674
Сотрудник 258: Румянцев Антон Миронович; Администрация; Экономист по планированию; 357521
Сотрудник 259: Савельев Владимир Максимович; Администрация; Диспетчер; 246932
Сотрудник 260: Свиридова Алёна Ярославовна; Администрация; Табельщик; 498555
Сотрудник 261: Семенов Вячеслав Савельевич; Администрация; Техник; 141793
Сотрудник 262: Соболева Дарья Егоровна; Администрация; Мастер участка; 120585
Сотрудник 263: Соловьев Матвей Львович; Администрация; Производитель работ (прораб); 129267
Сотрудник 264: Трифонова Ольга Викторовна; Администрация; Инкассатор; 433776
Сотрудник 265: Троицкий Кирилл Иванович; Администрация; Начальник хозяйственного отдела; 118567
Сотрудник 266: Троицкий Кирилл Иванович; Администрация; Дежурный бюро пропусков; 261463
Сотрудник 267: Федоров Михаил Тимофеевич; Администрация; Техник; 189072
Сотрудник 268: Федорова Варвара Дмитриевна; Администрация; Начальник отдела стандартизации; 288291
Сотрудник 269: Фомин Константин Юрьевич; Администрация; Бухгалтер-ревизор; 216035
Сотрудник 270: Фомин Матвей Дмитриевич; Администрация; Техник по труду; 113193
Сотрудник 271: Чернышева Александра Дмитриевна; Администрация; Калькулятор; 341062
Сотрудник 272: Чесноков Михаил Андреевич; Администрация; Техник по наладке и испытаниям; 239754
Сотрудник 273: Шапошников Тимофей Макарович; Администрация; Инженер по качеству; 188283
Сотрудник 274: Агеева Ева Макаровна; Аналитический отдел; Табельщик; 384367
Сотрудник 275: Андреев Платон Андреевич; Аналитический отдел; Художник; 188083
Сотрудник 276: Андреева Дарья Марковна; Аналитический отдел; Переводчик синхронный; 199208
Сотрудник 277: Блинова Ева Марковна; Аналитический отдел; Чертежник; 457373
Сотрудник 278: Борисова Мария Сергеевна; Аналитический отдел; Инженер по подготовке кадров; 232703
Сотрудник 279: Булгаков Лев Михайлович; Аналитический отдел; Заместитель директора по коммерческим вопросам; 332613
Сотрудник 280: Вавилов Юрий Михайлович; Аналитический отдел; Инженер-электроник (электроник); 110604
Сотрудник 281: Васильева Полина Ярославовна; Аналитический отдел; Специалист по защите информации; 317573
Сотрудник 282: Вешняков Глеб Семёнович; Аналитический отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 284725
Сотрудник 283: Виноградова Варвара Игоревна; Аналитический отдел; Главный металлург; 429355
Сотрудник 284: Воробьева Валерия Георгиевна; Аналитический отдел; Шеф-инженер; 366663
Сотрудник 285: Гаврилов Лев Фёдорович; Аналитический отдел; Главный инженер проекта. Главный архитектор проекта; 189472
Сотрудник 286: Гончаров Дмитрий Львович; Аналитический отдел; Экспедитор по перевозке грузов; 327466
Сотрудник 287: Горюнова Екатерина Никитична; Аналитический отдел; Эксперт по промышленной безопасности подъемных сооружений; 464194
Сотрудник 288: Дмитриев Максим Владиславович; Аналитический отдел; Лаборант; 479904
