Сотрудник 1: Абрамов Пётр Львович; IT-отдел; Чертежник-конструктор; 400119
Сотрудник 34: Галкин Вячеслав Тимурович; IT-отдел; Аукционист; 134850
Сотрудник 35: Голубев Григорий Максимович; IT-отдел; Техник по инструменту; 376515
Сотрудник 36: Гордеева Алиса Данииловна; IT-отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 454346
Сотрудник 37: Горшкова Таисия Марковна; IT-отдел; Инженер по организации управления производством; 384772
Сотрудник 38: Горюнова Мария Арсеньевна; IT-отдел; Начальник лаборатории (бюро) технико - экономических исследований; 380246
Сотрудник 39: Грачев Марк Григорьевич; IT-отдел; Инженер по надзору за строительством; 331508
Сотрудник 40: Григорьева Алиса Александровна; IT-отдел; Дежурный бюро пропусков; 281082
Сотрудник 41: Григорьева Анастасия Захаровна; IT-отдел; Таксировщик; 462885
Сотрудник 42: Григорьева Вероника Ивановна; IT-отдел; Математик; 178743
Сотрудник 43: Григорьева Ирина Владимировна; IT-отдел; Математик; 238797
Сотрудник 44: Гуляев Кирилл Никитич; IT-отдел; Начальник планово - экономического отдела; 497784
Сотрудник 45: Гуляева Екатерина Артёмовна; IT-отдел; Директор гостиницы; 239923
Сотрудник 46: Гусев Дмитрий Игоревич; IT-отдел; Корректор; 328425
Сотрудник 47: Гусев Дмитрий Игоревич; IT-отдел; Экономист по финансовой работе; 486421
Сотрудник 48: Дементьева Мария Мирославовна; IT-отдел; Начальник цеха (участка); 319435
Сотрудник 49: Денисова Дарья Ярославовна; IT-отдел; Специалист по промышленной безопасности подъемных сооружений; 168816
Сотрудник 50: Дмитриев Максим Владиславович; IT-отдел; Инженер по организации труда; 198211
Сотрудник 51: Евдокимов Никита Дмитриевич; IT-отдел; Инженер по защите информации; 177801
Сотрудник 52: Жуков Георгий Даниилович; IT-отдел; Крупье; 199135
Сотрудник 53: Жуков Дмитрий Ильич; IT-отдел; Экспедитор по перевозке грузов; 195538
Сотрудник 54: Журавлев Пётр Егорович; IT-отдел; Заместитель директора по связям с общественностью; 189099
Сотрудник 55: Журавлев Пётр Егорович; IT-отдел; Начальник отдела по связям с инвесторами; 378976
Сотрудник 56: Зайцев Руслан Леонидович; IT-отдел; Консультант по налогам и сборам; 173886
Сотрудник 57: Злобин Михаил Фёдорович; IT-отдел; Научный редактор; 401271
Сотрудник 58: Зотова Кира Ярославовна; IT-отдел; Художественный редактор; 343871
Сотрудник 59: Зыкова Милена Матвеевна; IT-отдел; Младший редактор; 216240
Сотрудник 60: Зыкова Милена Матвеевна; IT-отдел; Старший научный сотрудник; 226952
Сотрудник 61: Иванов Александр Михайлович; IT-отдел; Ведущий инженер; 140558
Сотрудник 62: Иванов Владимир Глебович; IT-отдел; Инспектор фонда; 152901
Сотрудник 63: Иванов Даниил Васильевич; IT-отдел; Инженер-электроник (электроник); 243105
Сотрудник 64: Иванов Илья Михайлович; IT-отдел; Менеджер по персоналу; 258716
Сотрудник 65: Иванов Илья Михайлович; IT-отдел; Заведующий хозяйством; 281882
Сотрудник 66: Иванов Матвей Маркович; IT-отдел; Начальник лаборатории (бюро) технико - экономических исследований; 161094
Сотрудник 67: Иванов Матвей Маркович; IT-отдел; Инженер по ремонту; 377992
Сотрудник 68: Иванова Арина Григорьевна; IT-отдел; Начальник отдела подготовки кадров; 228259
Сотрудник 69: Иванова Варвара Михайловна; IT-отдел; Инженер по нормированию труда; 495995
Сотрудник 70: Ильина Татьяна Кирилловна; IT-отдел; Переводчик-дактилолог; 217254
Сотрудник 71: Ильина Татьяна Кирилловна; IT-отдел; Физиолог; 282080
Сотрудник 72: Исаев Павел Русланович; IT-отдел; Корректор; 338406
Сотрудник 73: Казакова Александра Михайловна; IT-отдел; Физиолог; 144077
Сотрудник 74: Казакова Александра Михайловна; IT-отдел; Переводчик синхронный; 278477
Сотрудник 75: Калачев Даниил Лукич; IT-отдел; Математик; 198180
Сотрудник 76: Калинин Кирилл Дмитриевич; IT-отдел; Техник - программист; 242239
Сотрудник 77: Калинина Виктория Денисовна; IT-отдел; Комендант; 433464
Сотрудник 78: Карпова Варвара Петровна; IT-отдел; Художественный редактор; 138312
Сотрудник 79: Карпова Варвара Петровна; IT-отдел; Техник по защите информации; 474008
Сотрудник 80: Кириллова Анна Павловна; IT-отдел; Начальник отдела организации и оплаты труда; 117451
Сотрудник 81: Климов Алексей Иванович; IT-отдел; Менеджер по рекламе; 204801
Сотрудник 82: Климов Алексей Иванович; IT-отдел; Заведующий бюро пропусков; 378979
Сотрудник 83: Климова Ульяна Матвеевна; IT-отдел; Ведущий инженер; 357901
Сотрудник 84: Климова Ульяна Матвеевна; IT-отдел; Агент; 438728
Сотрудник 85: Комарова Алёна Данииловна; IT-отдел; Бухгалтер; 386119
Сотрудник 86: Кондратьева Диана Викторовна; IT-отдел; Менеджер по рекламе; 478304
Сотрудник 87: Короткова Василиса Ярославовна; IT-отдел; Начальник хозяйственного отдела; 214567
Сотрудник 88: Короткова Мария Гордеевна; IT-отдел; Инженер по наладке и испытаниям; 162879
Сотрудник 89: Котова Василиса Васильевна; IT-отдел; Статистик; 301454
Сотрудник 90: Кочеткова Василиса Михайловна; IT-отдел; Начальник отдела маркетинга; 364187
Сотрудник 91: Крюкова Виктория Кирилловна; IT-отдел; Художник; 299092
Сотрудник 92: Кузнецов Даниил Артёмович; IT-отдел; Технический редактор; 269955
Сотрудник 93: Кузнецов Даниил Артёмович; IT-отдел; Бухгалтер-ревизор; 493895
Сотрудник 94: Кузнецов Тимофей Матвеевич; IT-отдел; Руководитель подразделения; 368225
Сотрудник 95: Кузнецова Анна Ивановна; IT-отдел; Инженер по нормированию труда; 471499
Сотрудник 96: Кузнецова Варвара Данииловна; IT-отдел; Техник-конструктор; 126755
Сотрудник 97: Кузнецова Варвара Данииловна; IT-отдел; Начальник (заведующий) мастерской; 325955
Сотрудник 98: Кузнецова Варвара Данииловна; IT-отдел; Заведующий (начальник) отделом кадров; 439007
Сотрудник 99: Лазарев Савелий Никитич; IT-отдел; Секретарь-стенографистка; 271138
Сотрудник 100: Ларионов Егор Даниилович; IT-отдел; Агент страховой; 341538
Сотрудник 101: Ларионов Егор Даниилович; IT-отдел; Корпоративный секретарь акционерного общества; 462318
Сотрудник 102: Леонов Егор Егорович; IT-отдел; Агент страховой; 347477
Сотрудник 103: Леонов Иван Арсеньевич; IT-отдел; Инженер по метрологии; 132343
Сотрудник 104: Леонтьев Сергей Георгиевич; IT-отдел; Социолог; 179155
Сотрудник 105: Литвинова Алёна Дмитриевна; IT-отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 192590
Сотрудник 106: Литвинова Алёна Дмитриевна; IT-отдел; Заведующий бюро пропусков; 289860
Сотрудник 107: Литвинова Алёна Дмитриевна; IT-отдел; Экономист; 309146
Сотрудник 108: Лобанова Мария Руслановна; IT-отдел; Техник вычислительного (информационно-вычислительного) центра; 192132
Сотрудник 109: Лукин Дмитрий Артёмович; IT-отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 172808
Сотрудник 110: Лукьянов Александр Дмитриевич; IT-отдел; Инженер-энергетик (энергетик); 219080
Сотрудник 111: Макарова Маргарита Артёмовна; IT-отдел; Начальник отдела организации и оплаты труда; 411683
Сотрудник 112: Максимов Иван Маркович; IT-отдел; Научный редактор; 340099
Сотрудник 113: Максимов Никита Фёдорович; IT-отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 147164
Сотрудник 114: Максимова Нина Тимофеевна; IT-отдел; Художник-конструктор (дизайнер); 275320
Сотрудник 115: Малышев Захар Иванович; IT-отдел; Инженер по научно-технической информации; 170619
Сотрудник 116: Мальцев Андрей Дмитриевич; IT-отдел; Техник по труду; 266403
Сотрудник 117: Маркова Виктория Ивановна; IT-отдел; Руководитель группы по инвентаризации строений и сооружений; 430528
Сотрудник 118: Маркова Дарина Львовна; IT-отдел; Младший редактор; 230043
Сотрудник 119: Матвеева Анна Петровна; IT-отдел; Начальник отдела сбыта; 108227
Сотрудник 120: Мешков Глеб Адамович; IT-отдел; Делопроизводитель; 343015
Сотрудник 121: Мещеряков Сергей Ярославович; IT-отдел; Начальник юридического отдела; 167072
Сотрудник 122: Минаева Екатерина Марковна; IT-отдел; Начальник отдела охраны труда; 248845
Сотрудник 123: Минин Илья Маркович; IT-отдел; Инженер-технолог (технолог); 434744
Сотрудник 124: Минина Валентина Максимовна; IT-отдел; Методист по физической культуре; 234495
Сотрудник 125: Михайлов Константин Артёмович; IT-отдел; Заведующий аспирантурой; 437659
Сотрудник 126: Морозов Лев Фёдорович; IT-отдел; Начальник юридического отдела; 315773
Сотрудник 127: Морозова Елена Львовна; IT-отдел; Ведущий инженер; 372065
Сотрудник 128: Нестерова Александра Артёмовна; IT-отдел; Главный научный сотрудник; 452837
Сотрудник 129: Нестерова Полина Марковна; IT-отдел; Начальник автоколонны; 112403
Сотрудник 130: Никитин Егор Никитич; IT-отдел; Инженер по автоматизации и механизации производственных процессов; 396212
Сотрудник 131: Никитин Иван Константинович; IT-отдел; Брокер торговый; 237175
Сотрудник 132: Никитин Марк Игоревич; IT-отдел; Инженер-электроник (электроник); 177010
Сотрудник 133: Никитина Вероника Вячеславовна; IT-отдел; Начальник отдела патентной и изобретательской работы; 475833
Сотрудник 134: Орлов Иван Павлович; IT-отдел; Техник по метрологии; 179738
Сотрудник 135: Панов Михаил Львович; IT-отдел; Начальник отдела социального развития; 361455
Сотрудник 136: Панфилов Роберт Даниилович; IT-отдел; Лаборант; 461327
Сотрудник 137: Панфилов Роберт Даниилович; IT-отдел; Начальник отдела автоматизированной системы управления производством; 487497
Сотрудник 138: Пастухова Мария Георгиевна; IT-отдел; Директор типографии; 296927
Сотрудник 139: Петров Роберт Романович; IT-отдел; Главный ландшафтный архитектор проекта; 161263
Сотрудник 140: Петрова Варвара Егоровна; IT-отдел; Младший научный сотрудник; 441283
Сотрудник 141: Петрова Екатерина Артёмовна; IT-отдел; Начальник ремонтного цеха; 461639
Сотрудник 142: Петрова София Тимуровна; IT-отдел; Начальник отдела материально-технического снабжения; 309795
Сотрудник 143: Пименов Лев Тимурович; IT-отдел; Эксперт; 155837
Сотрудник 144: Полякова Диана Сергеевна; IT-отдел; Главный механик; 238947
Сотрудник 145: Пономарев Владислав Тимофеевич; IT-отдел; Художник; 375872
Сотрудник 146: Попов Алексей Даниилович; IT-отдел; Архивариус; 114592
Сотрудник 147: Попова Валерия Владимировна; IT-отдел; Менеджер; 163689
Сотрудник 148: Попова Валерия Владимировна; IT-отдел; Начальник отдела маркетинга; 487716
Сотрудник 149: Романов Константин Семёнович; IT-отдел; Директор гостиницы; 427675
Сотрудник 150: Романов Михаил Артурович; IT-отдел; Начальник производственного отдела; 220927
Сотрудник 151: Романов Михаил Артурович; IT-отдел; Ландшафтный архитектор; 458264
Сотрудник 152: Романова Маргарита Артёмовна; IT-отдел; Агент страховой; 357517
Сотрудник 153: Рыжов Артём Дмитриевич; IT-отдел; Аукционист; 287603
Сотрудник 154: Рябов Кирилл Егорович; IT-отдел; Специалист по промышленной безопасности подъемных сооружений; 387254
Сотрудник 155: Савина Ева Гордеевна; IT-отдел; Главный конструктор проекта; 129226
Сотрудник 156: Сальникова Анна Максимовна; IT-отдел; Выпускающий; 364675
Сотрудник 157: Самойлов Егор Макарович; IT-отдел; Заместитель директора по коммерческим вопросам; 158030
Сотрудник 158: Сафонов Михаил Мирославович; IT-отдел; Экономист по планированию; 232108
Сотрудник 159: Сахарова Мила Ивановна; IT-отдел; Главный инженер; 180173
Сотрудник 160: Седов Матвей Григорьевич; IT-отдел; Корректор; 467077
Сотрудник 161: Селиванов Евгений Артемьевич; IT-отдел; Научный редактор; 253063
Сотрудник 162: Семенов Матвей Даниилович; IT-отдел; Инженер по качеству; 300822
Сотрудник 163: Семенова Варвара Глебовна; IT-отдел; Начальник отдела материально-технического снабжения; 458016
Сотрудник 164: Семенова Ольга Ивановна; IT-отдел; Инженер по нормированию труда; 125384
Сотрудник 165: Сергеев Тимофей Егорович; IT-отдел; Брокер; 125063
Сотрудник 166: Серов Иван Григорьевич; IT-отдел; Главный энергетик; 138386
Сотрудник 167: Серова Мия Матвеевна; IT-отдел; Архивариус; 464216
Сотрудник 168: Синицын Роман Борисович; IT-отдел; Шеф-инженер; 271116
Сотрудник 169: Скворцов Артём Иванович; IT-отдел; Инженер по организации управления производством; 233516
Сотрудник 170: Смирнов Александр Глебович; IT-отдел; Корректор; 115721
Сотрудник 171: Смирнов Дмитрий Ильич; IT-отдел; Начальник отдела контроля качества; 145856
Сотрудник 172: Смирнова Варвара Владимировна; IT-отдел; Начальник отдела по связям с инвесторами; 370359
Сотрудник 173: Соколов Алексей Даниилович; IT-отдел; Директор по связям с инвесторами; 122707
Сотрудник 174: Соколов Алексей Даниилович; IT-отдел; Экономист; 243926
Сотрудник 175: Соколов Алексей Даниилович; IT-отдел; Инженер по охране труда; 261462
Сотрудник 176: Соколов Захар Иванович; IT-отдел; Начальник отдела социального развития; 214735
Сотрудник 177: Соколова Виктория Алексеевна; IT-отдел; Инженер по качеству; 449161
Сотрудник 178: Соколова Ева Максимовна; IT-отдел; Инструктор-дактилолог; 387230
Сотрудник 179: Соколова Ева Максимовна; IT-отдел; Техник-технолог; 440309
Сотрудник 180: Соловьев Артемий Кириллович; IT-отдел; Техник-технолог; 296536
Сотрудник 181: Спиридонова София Марковна; IT-отдел; Инженер по инвентаризации строений и сооружений; 430439
Сотрудник 182: Старостин Гордей Александрович; IT-отдел; Лаборант; 347176
Сотрудник 183: Степанов Владислав Андреевич; IT-отдел; Начальник отдела материально-технического снабжения; 123519
Сотрудник 184: Степанов Тимофей Дмитриевич; IT-отдел; Главный конструктор проекта; 327663
Сотрудник 185: Субботина Арина Леонидовна; IT-отдел; Шеф-инженер; 133445
Сотрудник 186: Субботина Арина Леонидовна; IT-отдел; Начальник отдела информации; 137734
Сотрудник 187: Субботина Арина Леонидовна; IT-отдел; Главный конструктор; 289660
Сотрудник 188: Суслова Нина Сергеевна; IT-отдел; Директор гостиницы; 324871
Сотрудник 189: Сычев Александр Гордеевич; IT-отдел; Заведующая машинописным бюро; 221549
Сотрудник 190: Тимофеева Василиса Марковна; IT-отдел; Инженер по надзору за строительством; 406849
Сотрудник 191: Титов Марат Андреевич; IT-отдел; Главный метролог; 185740
Сотрудник 192: Титов Марат Андреевич; IT-отдел; Инспектор фонда; 302682
Сотрудник 193: Тихомиров Иван Львович; IT-отдел; Секретарь-стенографистка; 309790
Сотрудник 194: Тихомиров Иван Тимофеевич; IT-отдел; Начальник гаража; 479879
Сотрудник 195: Трифонова Ольга Викторовна; IT-отдел; Заведующий конструкторским отделом; 206494
Сотрудник 196: Троицкий Кирилл Иванович; IT-отдел; Инженер; 208300
Сотрудник 197: Ульянов Александр Максимович; IT-отдел; Инженер по научно-технической информации; 470202
Сотрудник 198: Федотова Полина Дмитриевна; IT-отдел; Биржевой маклер; 448402
Сотрудник 199: Филиппов Никита Ярославович; IT-отдел; Заместитель директора по капитальному строительству; 390809
Сотрудник 200: Фомин Степан Иванович; IT-отдел; Агент рекламный; 481089
Сотрудник 201: Фомина Милана Никитична; IT-отдел; Ученый секретарь; 150349
Сотрудник 202: Царева Анастасия Артёмовна; IT-отдел; Брокер; 169784
Сотрудник 203: Цветков Александр Сергеевич; IT-отдел; Начальник отдела сбыта; 279030
Сотрудник 204: Цветкова Вероника Львовна; IT-отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 152369
Сотрудник 205: Черных Михаил Ярославович; IT-отдел; Техник по метрологии; 138237
Сотрудник 206: Чесноков Михаил Андреевич; IT-отдел; Техник вычислительного (информационно-вычислительного) центра; 238564
Сотрудник 207: Шевелева Арина Дмитриевна; IT-отдел; Начальник инструментального отдела; 434281
Сотрудник 208: Яковлева Владислава Дмитриевна; IT-отдел; Кодификатор; 497704
Сотрудник 209: Абрамова Яна Михайловна; PR-отдел; Чертежник-конструктор; 278140
Сотрудник 210: Акимов Ярослав Владиславович; PR-отдел; Заведующий складом; 153242
Сотрудник 211: Акимов Ярослав Владиславович; PR-отдел; Начальник хозяйственного отдела; 222943
Сотрудник 212: Акимова Ангелина Львовна; PR-отдел; Художественный редактор; 126028
Сотрудник 213: Александров Захар Иванович; PR-отдел; Эксперт по промышленной безопасности подъемных сооружений; 177668
Сотрудник 214: Александрова Елизавета Артёмовна; PR-отдел; Оценщик; 137496
Сотрудник 215: Алексеева Арина Руслановна; PR-отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 268541
Сотрудник 216: Андреев Даниил Кириллович; PR-отдел; Техник-конструктор; 134355
Сотрудник 217: Андреев Лев Платонович; PR-отдел; Начальник отдела (лаборатории, сектора) по защите информации; 221594
Сотрудник 218: Андреева Дарья Марковна; PR-отдел; Инженер по наладке и испытаниям; 164977
Сотрудник 219: Андрианов Александр Романович; PR-отдел; Чертежник; 277557
Сотрудник 220: Анисимов Арсений Дмитриевич; PR-отдел; Младший редактор; 239355
Сотрудник 221: Анисимова Варвара Михайловна; PR-отдел; Главный сварщик; 366934
Сотрудник 222: Артемова Елена Львовна; PR-отдел; Инспектор фонда; 493876
Сотрудник 223: Архипова Анастасия Александровна; PR-отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 461260
Сотрудник 224: Баранова Милана Александровна; PR-отдел; Экспедитор; 246413
Сотрудник 225: Белов Дмитрий Павлович; PR-отдел; Главный бухгалтер; 177984
Сотрудник 226: Белов Пётр Алексеевич; PR-отдел; Ассистент инспектора фонда; 212764
Сотрудник 227: Борисов Александр Елисеевич; PR-отдел; Диспетчер; 130030
Сотрудник 228: Борисова Ульяна Евгеньевна; PR-отдел; Ученый секретарь; 197851
Сотрудник 229: Борисова Ульяна Евгеньевна; PR-отдел; Мастер контрольный (участка, цеха); 485377
Сотрудник 230: Бочаров Егор Тимурович; PR-отдел; Ведущий инженер; 108467
Сотрудник 231: Булатов Алексей Маркович; PR-отдел; Заведующий конструкторским отделом; 245552
Сотрудник 232: Булгаков Лев Михайлович; PR-отдел; Ландшафтный архитектор; 113527
Сотрудник 233: Булгаков Лев Михайлович; PR-отдел; Заведующий архивом; 339712
Сотрудник 234: Васильев Артём Львович; PR-отдел; Начальник цеха опытного производства; 251870
Сотрудник 235: Васильев Артём Львович; PR-отдел; Младший научный сотрудник; 462388
Сотрудник 236: Васильев Николай Матвеевич; PR-отдел; Начальник производственной лаборатории (по контролю производства); 256552
Сотрудник 237: Васильев Фёдор Александрович; PR-отдел; Главный диспетчер; 334408
Сотрудник 238: Вешняков Глеб Семёнович; PR-отдел; Редактор; 143199
Сотрудник 239: Вешняков Глеб Семёнович; PR-отдел; Инженер по метрологии; 428200
Сотрудник 240: Винокуров Иван Васильевич; PR-отдел; Начальник автоколонны; 471589
Сотрудник 241: Власов Виктор Иванович; PR-отдел; Начальник отдела комплектации оборудования; 348711
Сотрудник 242: Власов Степан Дмитриевич; PR-отдел; Агент коммерческий; 197134
Сотрудник 243: Волкова Полина Максимовна; PR-отдел; Заведующий жилым корпусом пансионата (гостиницы); 284181
Сотрудник 244: Воробьева Василиса Артёмовна; PR-отдел; Главный бухгалтер; 433753
Сотрудник 245: Воронина Екатерина Матвеевна; PR-отдел; Лаборант; 169393
Сотрудник 246: Воронов Адам Кириллович; PR-отдел; Инженер по научно-технической информации; 269677
Сотрудник 247: Воронцов Георгий Андреевич; PR-отдел; Экономист по планированию; 409176
Сотрудник 248: Гаврилова Анастасия Ивановна; PR-отдел; Начальник отдела маркетинга; 362399
Сотрудник 249: Гаврилова Елизавета Леонидовна; PR-отдел; Производитель работ (прораб); 358358
Сотрудник 250: Герасимова Алиса Кирилловна; PR-отдел; Заведующий столовой; 223661
Сотрудник 251: Глухова София Богдановна; PR-отдел; Секретарь - машинистка; 103786
Сотрудник 252: Голубев Григорий Максимович; PR-отдел; Учетчик; 181466
Сотрудник 253: Голубева Елизавета Михайловна; PR-отдел; Инженер-энергетик (энергетик); 237826
Сотрудник 254: Гончаров Дмитрий Львович; PR-отдел; Заместитель директора по управлению персоналом; 313601
Сотрудник 255: Горюнова Мария Арсеньевна; PR-отдел; Начальник отдела подготовки кадров; 286458
Сотрудник 256: Григорьев Артём Александрович; PR-отдел; Техник по метрологии; 380549
Сотрудник 257: Гуляева Екатерина Артёмовна; PR-отдел; Экономист по сбыту; 240733
Сотрудник 258: Гусев Дмитрий Игоревич; PR-отдел; Инженер по подготовке производства; 320545
Сотрудник 259: Данилов Лука Даниилович; PR-отдел; Инженер по подготовке кадров; 386413
Сотрудник 260: Демина Дарья Александровна; PR-отдел; Оператор по диспетчерскому обслуживанию лифтов; 310473
Сотрудник 261: Денисов Артём Никитич; PR-отдел; Кодификатор; 202235
Сотрудник 262: Долгов Владислав Дмитриевич; PR-отдел; Заведующая машинописным бюро; 223744
Сотрудник 263: Долгов Владислав Дмитриевич; PR-отдел; Аудитор; 311981
Сотрудник 264: Долгов Фёдор Александрович; PR-отдел; Инспектор по контролю за исполнением поручений; 136225
Сотрудник 265: Дубровина Вероника Ивановна; PR-отдел; Диспетчер; 118181
Сотрудник 266: Емельянов Григорий Кириллович; PR-отдел; Начальник отдела подготовки кадров; 139773
Сотрудник 267: Емельянов Платон Фёдорович; PR-отдел; Архитектор; 285944
Сотрудник 268: Емельянова Маргарита Николаевна; PR-отдел; Архитектор; 235374
Сотрудник 269: Ермаков Максим Дмитриевич; PR-отдел; Экономист по договорной и претензионной работе; 204839
Сотрудник 270: Ефремова Ксения Егоровна; PR-отдел; Дежурный бюро пропусков; 132340
Сотрудник 271: Жуков Степан Максимович; PR-отдел; Художник-конструктор (дизайнер); 369225
Сотрудник 272: Жукова Полина Михайловна; PR-отдел; Начальник лаборатории (бюро) социологии труда; 292582
Сотрудник 273: Журавлев Пётр Егорович; PR-отдел; Инспектор фонда; 259374
Сотрудник 274: Журавлев Пётр Егорович; PR-отдел; Технический редактор; 448896
Сотрудник 275: Зайцев Руслан Леонидович; PR-отдел; Ландшафтный архитектор; 327322
Сотрудник 276: Зайцева Анна Гордеевна; PR-отдел; Заместитель директора по связям с общественностью; 474274
Сотрудник 277: Захарова Екатерина Германовна; PR-отдел; Заместитель директора по управлению персоналом; 432479
Сотрудник 278: Зорин Андрей Матвеевич; PR-отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 117636
Сотрудник 279: Зорин Андрей Матвеевич; PR-отдел; Заведующий производством (шеф-повар); 386197
Сотрудник 280: Зорина Валерия Артемьевна; PR-отдел; Инженер по инвентаризации строений и сооружений; 152540
Сотрудник 281: Зорина Валерия Артемьевна; PR-отдел; Инженер-лаборант; 436143
Сотрудник 282: Зыков Григорий Тимурович; PR-отдел; Начальник отдела по связям с инвесторами; 414748
Сотрудник 283: Иванов Артём Богданович; PR-отдел; Заведующий отделом (бюро) оформления проектных материалов; 227579
Сотрудник 284: Иванов Глеб Алексеевич; PR-отдел; Заведующий научно-технической библиотекой; 254673
Сотрудник 285: Иванов Роман Александрович; PR-отдел; Оператор диспетчерской службы; 276680
Сотрудник 286: Иванова Алиса Константиновна; PR-отдел; Диспетчер; 168266
Сотрудник 287: Иванова Ангелина Владимировна; PR-отдел; Директор (генеральный директор, управляющий) предприятия; 477751
Сотрудник 288: Иванова Арина Никитична; PR-отдел; Техник по труду; 161123
Сотрудник 289: Казакова Александра Михайловна; PR-отдел; Инженер-энергетик (энергетик); 178689
Сотрудник 290: Калашников Пётр Михайлович; PR-отдел; Заведующий камерой хранения; 435021
Сотрудник 291: Калинина Виктория Денисовна; PR-отдел; Инспектор фонда; 488696
Сотрудник 292: Калинина Екатерина Романовна; PR-отдел; Заместитель директора по связям с общественностью; 306624
Сотрудник 293: Касьянова София Дмитриевна; PR-отдел; Экономист по планированию; 438130
Сотрудник 294: Ковалев Максим Фёдорович; PR-отдел; Агент коммерческий; 153848
Сотрудник 295: Козлов Владимир Фёдорович; PR-отдел; Табельщик; 146767
