Сотрудник 1: Абрамова Яна Михайловна; IT-отдел; Инкассатор; 126668
Сотрудник 74: Журавлев Пётр Егорович; IT-отдел; Инженер по научно-технической информации; 495145
Сотрудник 75: Журавлева Виктория Данииловна; IT-отдел; Инженер по качеству; 426584
Сотрудник 76: Захаров Кирилл Алексеевич; IT-отдел; Начальник инструментального отдела; 243153
Сотрудник 77: Зорин Андрей Матвеевич; IT-отдел; Художественный редактор; 133871
Сотрудник 78: Зорин Андрей Матвеевич; IT-отдел; Ведущий научный сотрудник; 394425
Сотрудник 79: Зубов Лев Робертович; IT-отдел; Техник-конструктор; 252643
Сотрудник 80: Иванов Арсений Антонович; IT-отдел; Начальник отдела охраны труда; 115793
Сотрудник 81: Иванова Мария Тимуровна; IT-отдел; Инженер-энергетик (энергетик); 234642
Сотрудник 82: Иванова Мария Тимуровна; IT-отдел; Инженер-конструктор (конструктор); 499873
Сотрудник 83: Иванова Ульяна Матвеевна; IT-отдел; Дежурный бюро пропусков; 440160
Сотрудник 84: Игнатов Андрей Михайлович; IT-отдел; Техник-конструктор; 276172
Сотрудник 85: Ильина София Максимовна; IT-отдел; Начальник отдела материально-технического снабжения; 251566
Сотрудник 86: Исаев Семён Георгиевич; IT-отдел; Крупье; 424656
Сотрудник 87: Исаева Алиса Тимуровна; IT-отдел; Директор по связям с инвесторами; 321571
Сотрудник 88: Исаева Алиса Тимуровна; IT-отдел; Специалист по промышленной безопасности подъемных сооружений; 378525
Сотрудник 89: Казанцев Андрей Адамович; IT-отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 117468
Сотрудник 90: Калачев Даниил Лукич; IT-отдел; Переводчик; 215454
Сотрудник 91: Карасева Виктория Данииловна; IT-отдел; Заведующий общежитием; 113232
Сотрудник 92: Карпова София Андреевна; IT-отдел; Главный сварщик; 278381
Сотрудник 93: Касьянова София Дмитриевна; IT-отдел; Заместитель директора по связям с общественностью; 319048
Сотрудник 94: Климов Родион Максимович; IT-отдел; Начальник (руководитель) бригады (группы); 319061
Сотрудник 95: Ковалев Егор Александрович; IT-отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 248083
Сотрудник 96: Ковалева Александра Савельевна; IT-отдел; Инспектор по кадрам; 353435
Сотрудник 97: Ковалева Мария Богдановна; IT-отдел; Начальник отдела организации и оплаты труда; 437936
Сотрудник 98: Козлова Анастасия Константиновна; IT-отдел; Экономист по финансовой работе; 103803
Сотрудник 99: Козлова Анастасия Константиновна; IT-отдел; Научный сотрудник; 428456
Сотрудник 100: Козлова Ольга Ивановна; IT-отдел; Статистик; 220880
Сотрудник 101: Колесников Лев Янович; IT-отдел; Инженер по охране труда; 194238
Сотрудник 102: Колесников Лев Янович; IT-отдел; Заведующий бюро пропусков; 450504
Сотрудник 103: Кольцов Кирилл Александрович; IT-отдел; Заведующий канцелярией; 320662
Сотрудник 104: Кольцов Кирилл Александрович; IT-отдел; Начальник (заведующий) мастерской; 447801
Сотрудник 105: Комарова Валерия Евгеньевна; IT-отдел; Экономист; 305317
Сотрудник 106: Комарова Валерия Евгеньевна; IT-отдел; Социолог; 317230
Сотрудник 107: Кондратьева Мирослава Максимовна; IT-отдел; Заведующий аспирантурой; 303802
Сотрудник 108: Коновалов Кирилл Сергеевич; IT-отдел; Инженер-лаборант; 102793
Сотрудник 109: Корнеева Екатерина Юрьевна; IT-отдел; Инженер; 260033
Сотрудник 110: Корнилова Алиса Денисовна; IT-отдел; Начальник отдела автоматизированной системы управления производством; 176962
Сотрудник 111: Корольков Лев Максимович; IT-отдел; Выпускающий; 306868
Сотрудник 112: Котова Василиса Васильевна; IT-отдел; Документовед; 156099
Сотрудник 113: Котова Ирина Марковна; IT-отдел; Экономист по планированию; 361808
Сотрудник 114: Котова Ирина Марковна; IT-отдел; Заведующий (начальник) отделом кадров; 362193
Сотрудник 115: Кочетова Евгения Константиновна; IT-отдел; Начальник цеха опытного производства; 307578
Сотрудник 116: Кошелев Максим Тимофеевич; IT-отдел; Инженер по метрологии; 133433
Сотрудник 117: Кошелева Вера Богдановна; IT-отдел; Главный металлург; 269200
Сотрудник 118: Крылова Мирослава Глебовна; IT-отдел; Документовед; 223868
Сотрудник 119: Кудрявцева Василиса Максимовна; IT-отдел; Начальник отдела по связям с инвесторами; 486503
Сотрудник 120: Кузнецов Алексей Егорович; IT-отдел; Заведующий хозяйством; 195637
Сотрудник 121: Кузнецова Анна Ивановна; IT-отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 302161
Сотрудник 122: Кузнецова Ирина Мироновна; IT-отдел; Начальник отдела охраны труда; 478313
Сотрудник 123: Кузьмин Арсений Григорьевич; IT-отдел; Начальник отдела охраны труда; 149283
Сотрудник 124: Кузьмин Арсений Григорьевич; IT-отдел; Агент страховой; 312826
Сотрудник 125: Кузьмин Лев Андреевич; IT-отдел; Агент; 486452
Сотрудник 126: Кузьмина Ангелина Ильинична; IT-отдел; Начальник отдела по связям с общественностью; 239654
Сотрудник 127: Кузьмина Майя Дмитриевна; IT-отдел; Корпоративный секретарь акционерного общества; 406833
Сотрудник 128: Лаврентьева Милана Андреевна; IT-отдел; Начальник отдела по связям с инвесторами; 121290
Сотрудник 129: Лаптев Платон Маркович; IT-отдел; Эксперт по промышленной безопасности подъемных сооружений; 118366
Сотрудник 130: Ларионов Егор Даниилович; IT-отдел; Начальник производственной лаборатории (по контролю производства); 437094
Сотрудник 131: Лебедев Александр Георгиевич; IT-отдел; Инженер по комплектации оборудования; 198922
Сотрудник 132: Лебедев Фёдор Богданович; IT-отдел; Ведущий конструктор; 249145
Сотрудник 133: Лебедева Виктория Александровна; IT-отдел; Начальник отдела материально-технического снабжения; 390668
Сотрудник 134: Лебедева Ксения Артемьевна; IT-отдел; Ученый секретарь; 354782
Сотрудник 135: Леонов Лев Даниилович; IT-отдел; Старший научный сотрудник; 223492
Сотрудник 136: Лукьянов Максим Даниилович; IT-отдел; Начальник отдела автоматизированной системы управления производством; 315446
Сотрудник 137: Львов Виктор Сергеевич; IT-отдел; Секретарь незрячего специалиста; 286093
Сотрудник 138: Макаров Алексей Богданович; IT-отдел; Инженер-программист (программист); 438021
Сотрудник 139: Максимов Иван Маркович; IT-отдел; Старший научный сотрудник; 280349
Сотрудник 140: Максимов Никита Фёдорович; IT-отдел; Директор типографии; 353059
Сотрудник 141: Максимова Мия Андреевна; IT-отдел; Агент по продаже недвижимости; 100434
Сотрудник 142: Малахов Алексей Мирославович; IT-отдел; Техник-технолог; 166131
Сотрудник 143: Малышева Анастасия Максимовна; IT-отдел; Инженер по качеству; 442466
Сотрудник 144: Малышева Виктория Адамовна; IT-отдел; Инженер; 200386
Сотрудник 145: Маркелова Дарья Дмитриевна; IT-отдел; Начальник отдела подготовки кадров; 311905
Сотрудник 146: Маркова Арина Львовна; IT-отдел; Аукционист; 285779
Сотрудник 147: Маркова Арина Львовна; IT-отдел; Главный энергетик; 459852
Сотрудник 148: Матвеева Мария Матвеевна; IT-отдел; Ученый секретарь; 488266
Сотрудник 149: Медведев Даниил Григорьевич; IT-отдел; Специалист по маркетингу; 383899
Сотрудник 150: Медведева Вероника Григорьевна; IT-отдел; Диспетчер; 251503
Сотрудник 151: Меркулова Алиса Дмитриевна; IT-отдел; Заведующий хозяйством; 154893
Сотрудник 152: Михайлов Макар Русланович; IT-отдел; Эксперт; 372022
Сотрудник 153: Михайлова Полина Степановна; IT-отдел; Машинистка; 139094
Сотрудник 154: Михайлова София Викторовна; IT-отдел; Производитель работ (прораб); 251863
Сотрудник 155: Моисеев Тимофей Маркович; IT-отдел; Инженер; 249399
Сотрудник 156: Моисеев Тимофей Маркович; IT-отдел; Психолог; 396505
Сотрудник 157: Моисеев Тимофей Маркович; IT-отдел; Ведущий инженер; 406314
Сотрудник 158: Моисеева Ева Артёмовна; IT-отдел; Заведующий канцелярией; 302204
Сотрудник 159: Молчанова Антонина Романовна; IT-отдел; Руководитель группы по инвентаризации строений и сооружений; 151856
Сотрудник 160: Морозов Юрий Семёнович; IT-отдел; Заведующий общежитием; 237009
Сотрудник 161: Некрасов Григорий Михайлович; IT-отдел; Начальник отдела маркетинга; 215772
Сотрудник 162: Нестерова Полина Марковна; IT-отдел; Психолог; 386613
Сотрудник 163: Никитин Иван Константинович; IT-отдел; Инженер по инструменту; 116925
Сотрудник 164: Никитин Марк Игоревич; IT-отдел; Инженер-программист (программист); 437559
Сотрудник 165: Николаев Александр Даниилович; IT-отдел; Начальник отдела материально-технического снабжения; 380611
Сотрудник 166: Никонова Варвара Матвеевна; IT-отдел; Машинистка; 393647
Сотрудник 167: Никулина Евгения Семёновна; IT-отдел; Заведующий техническим архивом; 144124
Сотрудник 168: Новиков Артемий Глебович; IT-отдел; Хронометражист; 336059
Сотрудник 169: Новиков Даниил Максимович; IT-отдел; Инспектор фонда; 335435
Сотрудник 170: Новиков Савелий Дмитриевич; IT-отдел; Инспектор по контролю за исполнением поручений; 298168
Сотрудник 171: Овсянникова Анастасия Михайловна; IT-отдел; Биржевой маклер; 487364
Сотрудник 172: Овчинникова Злата Демидовна; IT-отдел; Начальник инструментального отдела; 247634
Сотрудник 173: Овчинникова Злата Демидовна; IT-отдел; Главный металлург; 377309
Сотрудник 174: Овчинникова София Данииловна; IT-отдел; Заведующий жилым корпусом пансионата (гостиницы); 254027
Сотрудник 175: Осипова Вероника Михайловна; IT-отдел; Инженер по подготовке производства; 326941
Сотрудник 176: Панин Станислав Саввич; IT-отдел; Статистик; 279259
Сотрудник 177: Панин Станислав Саввич; IT-отдел; Агент рекламный; 337586
Сотрудник 178: Панкратов Дмитрий Кириллович; IT-отдел; Заведующий производством (шеф-повар); 432603
Сотрудник 179: Пастухова Мария Георгиевна; IT-отдел; Экономист; 333606
Сотрудник 180: Петров Глеб Ярославович; IT-отдел; Агент; 145418
Сотрудник 181: Петров Сергей Сергеевич; IT-отдел; Инженер по автоматизации и механизации производственных процессов; 489429
Сотрудник 182: Петрова София Тимуровна; IT-отдел; Начальник нормативно-исследовательской лаборатории по труду; 316985
Сотрудник 183: Пименов Лев Тимурович; IT-отдел; Главный металлург; 403642
Сотрудник 184: Пименова Алёна Артёмовна; IT-отдел; Главный бухгалтер; 430031
Сотрудник 185: Полякова Диана Сергеевна; IT-отдел; Экономист по планированию; 196083
Сотрудник 186: Пономарева Ульяна Кирилловна; IT-отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 272935
Сотрудник 187: Попов Алексей Даниилович; IT-отдел; Заведующий бюро пропусков; 112611
Сотрудник 188: Попова Валерия Владимировна; IT-отдел; Мастер контрольный (участка, цеха); 379743
Сотрудник 189: Попова Вера Матвеевна; IT-отдел; Инженер по автоматизации и механизации производственных процессов; 202661
Сотрудник 190: Прокофьева Мария Андреевна; IT-отдел; Инженер по качеству; 356312
Сотрудник 191: Прокофьева Мария Андреевна; IT-отдел; Инженер по подготовке кадров; 441897
Сотрудник 192: Прохорова Ева Родионовна; IT-отдел; Специалист по автотехнической экспертизе (эксперт-автотехник); 109605
Сотрудник 193: Романов Михаил Артурович; IT-отдел; Заместитель директора по коммерческим вопросам; 286960
Сотрудник 194: Романова Маргарита Артёмовна; IT-отдел; Заведующий хозяйством; 307554
Сотрудник 195: Румянцев Александр Григорьевич; IT-отдел; Инженер по автоматизированным системам управления производством; 436696
Сотрудник 196: Румянцева Арина Вячеславовна; IT-отдел; Техник по стандартизации; 173516
Сотрудник 197: Рыжов Артём Дмитриевич; IT-отдел; Специалист по автотехнической экспертизе (эксперт-автотехник); 289788
Сотрудник 198: Савельева Антонина Матвеевна; IT-отдел; Экономист; 377054
Сотрудник 199: Савельева Майя Дмитриевна; IT-отдел; Начальник отдела (лаборатории, сектора) по защите информации; 250660
Сотрудник 200: Сахарова Мила Ивановна; IT-отдел; Инженер по научно-технической информации; 458373
Сотрудник 201: Седова София Мирославовна; IT-отдел; Брокер торговый; 216288
Сотрудник 202: Семенова Мирослава Олеговна; IT-отдел; Инспектор по контролю за исполнением поручений; 461880
Сотрудник 203: Семенова София Ильинична; IT-отдел; Инженер; 446671
Сотрудник 204: Сергеева Анастасия Степановна; IT-отдел; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 262190
Сотрудник 205: Сергеева Виктория Данииловна; IT-отдел; Менеджер по рекламе; 487868
Сотрудник 206: Сидорова Варвара Алексеевна; IT-отдел; Руководитель группы по инвентаризации строений и сооружений; 409497
Сотрудник 207: Сидорова Вера Тимофеевна; IT-отдел; Начальник цеха опытного производства; 344640
Сотрудник 208: Сизова Александра Ильинична; IT-отдел; Экономист; 493940
Сотрудник 209: Симонова Виктория Петровна; IT-отдел; Агент по продаже недвижимости; 480382
Сотрудник 210: Скворцов Артём Иванович; IT-отдел; Главный конструктор; 202628
Сотрудник 211: Скворцов Артём Иванович; IT-отдел; Начальник отдела контроля качества; 464573
Сотрудник 212: Смирнов Алексей Глебович; IT-отдел; Художественный редактор; 254342
Сотрудник 213: Смирнова Варвара Владимировна; IT-отдел; Главный метролог; 142204
Сотрудник 214: Смирнова Полина Егоровна; IT-отдел; Начальник отдела маркетинга; 467118
Сотрудник 215: Соколов Владимир Ильич; IT-отдел; Техник по наладке и испытаниям; 457381
Сотрудник 216: Сорокина Вероника Марковна; IT-отдел; Биржевой маклер; 148886
Сотрудник 217: Сорокина Екатерина Александровна; IT-отдел; Чертежник-конструктор; 242733
Сотрудник 218: Степанов Георгий Даниилович; IT-отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 252204
Сотрудник 219: Степанов Георгий Даниилович; IT-отдел; Заведующий общежитием; 462574
Сотрудник 220: Степанов Тимофей Дмитриевич; IT-отдел; Заведующий конструкторским отделом; 139131
Сотрудник 221: Суворова Алиса Филиповна; IT-отдел; Заведующий общежитием; 146474
Сотрудник 222: Тарасов Арсений Тимофеевич; IT-отдел; Агент по продаже недвижимости; 120979
Сотрудник 223: Тарасов Арсений Тимофеевич; IT-отдел; Экономист вычислительного (информационно - вычислительного) центра; 252246
Сотрудник 224: Терентьев Дмитрий Вячеславович; IT-отдел; Начальник производственной лаборатории (по контролю производства); 208774
Сотрудник 225: Тихомиров Иван Тимофеевич; IT-отдел; Специалист по кадрам; 237363
Сотрудник 226: Троицкая Ульяна Марковна; IT-отдел; Художественный редактор; 192652
Сотрудник 227: Федоров Даниил Михайлович; IT-отдел; Специалист по маркетингу; 457571
Сотрудник 228: Федорова Елизавета Павловна; IT-отдел; Машинистка; 171975
Сотрудник 229: Федорова Елизавета Павловна; IT-отдел; Корпоративный секретарь акционерного общества; 424507
Сотрудник 230: Федорова Ольга Ивановна; IT-отдел; Техник; 256516
Сотрудник 231: Федосова Диана Максимовна; IT-отдел; Хронометражист; 234927
Сотрудник 232: Федотова Полина Дмитриевна; IT-отдел; Диспетчер; 478822
Сотрудник 233: Фокина Злата Серафимовна; IT-отдел; Инженер-технолог (технолог); 285471
Сотрудник 234: Фомина Милана Никитична; IT-отдел; Коммивояжер; 280847
Сотрудник 235: Харитонов Василий Максимович; IT-отдел; Аудитор; 432124
Сотрудник 236: Харитонов Денис Владимирович; IT-отдел; Лаборант; 346067
Сотрудник 237: Царева Анастасия Артёмовна; IT-отдел; Корпоративный секретарь акционерного общества; 225138
Сотрудник 238: Цветкова Вероника Львовна; IT-отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 342536
Сотрудник 239: Цветкова Вероника Львовна; IT-отдел; Инженер по наладке и испытаниям; 461968
Сотрудник 240: Цветкова Вероника Львовна; IT-отдел; Заведующий производством (шеф-повар); 488990
Сотрудник 241: Чернова Василиса Владимировна; IT-отдел; Начальник финансового отдела; 468702
Сотрудник 242: Черных Михаил Ярославович; IT-отдел; Таксировщик; 206346
Сотрудник 243: Черных Тимофей Сергеевич; IT-отдел; Эксперт по промышленной безопасности подъемных сооружений; 235928
Сотрудник 244: Черных Тимофей Сергеевич; IT-отдел; Заведующий (начальник) планово-экономическим отделом; 289057
Сотрудник 245: Чистяков Михаил Андреевич; IT-отдел; Заведующий копировально-множительным бюро; 283961
Сотрудник 246: Чистяков Михаил Андреевич; IT-отдел; Агент по снабжению; 387645
Сотрудник 247: Шевелева Арина Дмитриевна; IT-отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 483643
Сотрудник 248: Шевелева Татьяна Михайловна; IT-отдел; Экономист по сбыту; 144674
Сотрудник 249: Шевцов Сергей Денисович; IT-отдел; Начальник хозяйственного отдела; 354367
Сотрудник 250: Шубин Иван Владимирович; IT-отдел; Агент рекламный; 246316
Сотрудник 251: Щербакова Вера Матвеевна; IT-отдел; Главный конструктор; 139649
Сотрудник 252: Юдин Ярослав Александрович; IT-отдел; Инженер по научно-технической информации; 150050
Сотрудник 253: Юдин Ярослав Александрович; IT-отдел; Техник - программист; 205671
Сотрудник 254: Яковлева Вероника Артёмовна; IT-отдел; Менеджер по персоналу; 361024
Сотрудник 255: Абрамов Захар Константинович; PR-отдел; Инженер-технолог (технолог); 389152
Сотрудник 256: Абрамов Пётр Львович; PR-отдел; Архитектор; 298477
Сотрудник 257: Агеев Демид Богданович; PR-отдел; Брокер; 204338
Сотрудник 258: Алешина Владислава Дмитриевна; PR-отдел; Экономист по планированию; 226031
Сотрудник 259: Андреев Дмитрий Захарович; PR-отдел; Инженер по инвентаризации строений и сооружений; 312386
Сотрудник 260: Андреев Лев Платонович; PR-отдел; Редактор; 352131
Сотрудник 261: Андреев Лев Платонович; PR-отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 480478
Сотрудник 262: Андреев Михаил Филиппович; PR-отдел; Администратор; 154378
Сотрудник 263: Андреев Михаил Филиппович; PR-отдел; Заведующий (начальник) отделом научно-технической информации; 472546
Сотрудник 264: Андреев Платон Андреевич; PR-отдел; Начальник производственной лаборатории (по контролю производства); 277162
Сотрудник 265: Андреева Валерия Никитична; PR-отдел; Начальник отдела кадров; 231979
Сотрудник 266: Андреева Дарья Марковна; PR-отдел; Оператор диспетчерской службы; 163389
Сотрудник 267: Андреева Елена Артёмовна; PR-отдел; Инженер по надзору за строительством; 110176
Сотрудник 268: Антонов Дмитрий Иванович; PR-отдел; Инкассатор; 237145
Сотрудник 269: Архипова Анастасия Александровна; PR-отдел; Главный механик; 387317
Сотрудник 270: Архипова Анастасия Александровна; PR-отдел; Начальник лаборатории (бюро) социологии труда; 490630
Сотрудник 271: Афанасьев Константин Дмитриевич; PR-отдел; Начальник отдела стандартизации; 436731
Сотрудник 272: Баранова Елизавета Дмитриевна; PR-отдел; Специалист по оценке соответствия лифтов требованиям безопасности; 493147
Сотрудник 273: Белов Роберт Даниилович; PR-отдел; Инженер; 278540
Сотрудник 274: Белоусов Иван Матвеевич; PR-отдел; Менеджер по связям с общественностью; 437969
Сотрудник 275: Бессонова Зоя Максимовна; PR-отдел; Инженер по метрологии; 180619
Сотрудник 276: Бирюков Сергей Никитич; PR-отдел; Директор по связям с инвесторами; 211589
Сотрудник 277: Бирюкова Екатерина Михайловна; PR-отдел; Таксировщик; 205996
Сотрудник 278: Богданов Владимир Тимофеевич; PR-отдел; Заведующий канцелярией; 126093
Сотрудник 279: Борисов Юрий Тимофеевич; PR-отдел; Секретарь руководителя; 430397
Сотрудник 280: Бочаров Егор Тимурович; PR-отдел; Начальник (руководитель) бригады (группы); 139411
Сотрудник 281: Быкова Олеся Никитична; PR-отдел; Оператор по диспетчерскому обслуживанию лифтов; 310432
Сотрудник 282: Васильев Андрей Михайлович; PR-отдел; Менеджер по связям с инвесторами; 162161
Сотрудник 283: Васильев Владимир Николаевич; PR-отдел; Художественный редактор; 346458
Сотрудник 284: Васильев Фёдор Александрович; PR-отдел; Начальник отдела по связям с общественностью; 432308
Сотрудник 285: Воробьев Владислав Андреевич; PR-отдел; Художник; 180662
Сотрудник 286: Воробьева Милана Игоревна; PR-отдел; Главный конструктор проекта; 294812
Сотрудник 287: Воронин Фёдор Павлович; PR-отдел; Инженер по ремонту; 486858
Сотрудник 288: Воронина Анастасия Андреевна; PR-отдел; Заведующий столовой; 344455
Сотрудник 289: Воронцова Алина Максимовна; PR-отдел; Техник по метрологии; 377776
Сотрудник 290: Герасимова Алиса Кирилловна; PR-отдел; Директор по связям с инвесторами; 461122
Сотрудник 291: Гончарова Анастасия Макаровна; PR-отдел; Техник по труду; 150526
Сотрудник 292: Горюнова Мария Арсеньевна; PR-отдел; Кассир; 445300
Сотрудник 293: Грачев Марк Григорьевич; PR-отдел; Агент торговый; 474977
Сотрудник 294: Григорьева Ирина Владимировна; PR-отдел; Лаборант; 227436
Сотрудник 295: Гуляев Кирилл Никитич; PR-отдел; Диспетчер; 106435
Сотрудник 296: Давыдов Артём Александрович; PR-отдел; Начальник отдела сбыта; 200675
