Сотрудник 1: Абрамова Мия Николаевна; IT-отдел; Главный сварщик; 159906
Сотрудник 47: Гаврилова Елизавета Леонидовна; PR-отдел; Эксперт; 147564
Сотрудник 48: Герасимов Константин Максимович; PR-отдел; Оценщик; 418416
Сотрудник 49: Голубев Николай Михайлович; PR-отдел; Администратор; 365689
Сотрудник 50: Гришин Никита Артёмович; PR-отдел; Экономист по финансовой работе; 253448
Сотрудник 51: Журавлев Пётр Егорович; PR-отдел; Заведующий столовой; 435183
Сотрудник 52: Зотова Кира Ярославовна; PR-отдел; Инженер по надзору за строительством; 267655
Сотрудник 53: Исаев Максим Вадимович; PR-отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 466063
Сотрудник 54: Калачев Даниил Лукич; PR-отдел; Начальник финансового отдела; 286039
Сотрудник 55: Ковалева Мария Богдановна; PR-отдел; Начальник лаборатории (бюро) технико - экономических исследований; 487131
Сотрудник 56: Комарова Валерия Евгеньевна; PR-отдел; Агент по закупкам; 492044
Сотрудник 57: Леонов Лев Даниилович; PR-отдел; Научный сотрудник; 365479
Сотрудник 58: Литвинов Артём Ильич; PR-отдел; Крупье; 107503
Сотрудник 59: Литвинов Артём Ильич; PR-отдел; Начальник (заведующий) мастерской; 243059
Сотрудник 60: Мальцева Арина Данииловна; PR-отдел; Начальник отдела социального развития; 231657
Сотрудник 61: Маркелова Дарья Дмитриевна; PR-отдел; Агент; 341023
Сотрудник 62: Михайлов Алексей Андреевич; PR-отдел; Техник-конструктор; 202391
Сотрудник 63: Михайлов Макар Русланович; PR-отдел; Инженер по охране труда; 155276
Сотрудник 64: Никифоров Богдан Петрович; PR-отдел; Главный научный сотрудник; 325827
Сотрудник 65: Новиков Арсений Даниилович; PR-отдел; Эксперт; 357661
Сотрудник 66: Новиков Даниил Максимович; PR-отдел; Ассистент инспектора фонда; 250011
Сотрудник 67: Парфенова Ксения Владимировна; PR-отдел; Профконсультант; 438989
Сотрудник 68: Петров Даниил Александрович; PR-отдел; Заведующий складом; 264959
Сотрудник 69: Прокофьева Анна Романовна; PR-отдел; Начальник юридического отдела; 267264
Сотрудник 70: Рудакова София Степановна; PR-отдел; Ведущий экономист; 480924
Сотрудник 71: Рыбаков Артемий Матвеевич; PR-отдел; Заведующий фотолабораторией; 430660
Сотрудник 72: Семенов Матвей Даниилович; PR-отдел; Заведующий научно-технической библиотекой; 358462
Сотрудник 73: Соколов Захар Иванович; PR-отдел; Инженер по патентной и изобретательской работе; 271887
Сотрудник 74: Соколова Виктория Алексеевна; PR-отдел; Инженер по подготовке производства; 317461
Сотрудник 75: Старостин Гордей Александрович; PR-отдел; Экспедитор; 230867
Сотрудник 76: Степанова Алиса Михайловна; PR-отдел; Инженер по инструменту; 488556
Сотрудник 77: Степанова Ева Максимовна; PR-отдел; Ученый секретарь; 369875
Сотрудник 78: Степанова Ольга Платоновна; PR-отдел; Кодификатор; 380053
Сотрудник 79: Суворова Алиса Филиповна; PR-отдел; Начальник отдела информации; 357835
Сотрудник 80: Тимофеева Василиса Марковна; PR-отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 274581
Сотрудник 81: Троицкий Кирилл Иванович; PR-отдел; Биржевой маклер; 482773
Сотрудник 82: Ульянов Александр Максимович; PR-отдел; Лаборант; 302176
Сотрудник 83: Федорова Мария Степановна; PR-отдел; Техник по наладке и испытаниям; 199912
Сотрудник 84: Яковлев Алексей Ильич; PR-отдел; Начальник (заведующий) мастерской; 148249
Сотрудник 85: Алексеев Матвей Юрьевич; Администрация; Техник-лаборант; 204264
Сотрудник 86: Алешина Владислава Дмитриевна; Администрация; Корректор; 431124
Сотрудник 87: Артемова Алиса Николаевна; Администрация; Ученый секретарь; 104143
Сотрудник 88: Архипов Сергей Александрович; Администрация; Агент по закупкам; 287785
Сотрудник 89: Герасимова Кира Ярославовна; Администрация; Начальник технического отдела; 217586
Сотрудник 90: Горшкова Ксения Денисовна; Администрация; Инженер по наладке и испытаниям; 332209
Сотрудник 91: Ермаков Максим Дмитриевич; Администрация; Инженер-лаборант; 490458
Сотрудник 92: Зайцева Анна Гордеевна; Администрация; Оценщик; 361641
Сотрудник 93: Зубов Лев Робертович; Администрация; Начальник смены; 360582
Сотрудник 94: Зыков Григорий Тимурович; Администрация; Заместитель директора по коммерческим вопросам; 424584
Сотрудник 95: Иванов Егор Михайлович; Администрация; Специалист по автотехнической экспертизе (эксперт-автотехник); 353172
Сотрудник 96: Ильин Артём Даниилович; Администрация; Заведующий канцелярией; 443340
Сотрудник 97: Калашников Пётр Михайлович; Администрация; Экспедитор по перевозке грузов; 454078
Сотрудник 98: Калинина Виктория Денисовна; Администрация; Инкассатор; 309745
Сотрудник 99: Ковалев Егор Александрович; Администрация; Психолог; 292005
Сотрудник 100: Козлов Владимир Фёдорович; Администрация; Директор гостиницы; 439036
Сотрудник 101: Короткова Александра Тимофеевна; Администрация; Бухгалтер; 334985
Сотрудник 102: Кузнецов Фёдор Иванович; Администрация; Ландшафтный архитектор; 241043
Сотрудник 103: Лаврова Вероника Михайловна; Администрация; Заведующий (начальник) отделом кадров; 374181
Сотрудник 104: Латышев Тимофей Григорьевич; Администрация; Начальник лаборатории (бюро) по организации труда и управления производством; 294901
Сотрудник 105: Лебедева София Матвеевна; Администрация; Директор гостиницы; 499228
Сотрудник 106: Леонов Лев Даниилович; Администрация; Менеджер по связям с инвесторами; 324110
Сотрудник 107: Малышева Дарья Тимуровна; Администрация; Ученый секретарь; 489578
Сотрудник 108: Матвеева Мария Матвеевна; Администрация; Техник; 322182
Сотрудник 109: Молчанов Михаил Робертович; Администрация; Начальник гаража; 229040
Сотрудник 110: Нестерова Александра Артёмовна; Администрация; Заведующий (начальник) отделом кадров; 153336
Сотрудник 111: Никитина Нина Константиновна; Администрация; Руководитель подразделения; 394733
Сотрудник 112: Никулина Евгения Семёновна; Администрация; Инженер по подготовке кадров; 451690
Сотрудник 113: Орлов Иван Павлович; Администрация; Редактор; 351950
Сотрудник 114: Петрова Екатерина Артёмовна; Администрация; Чертежник-конструктор; 128508
Сотрудник 115: Пономарева Ульяна Кирилловна; Администрация; Начальник технического отдела; 283485
Сотрудник 116: Смирнов Александр Глебович; Администрация; Начальник отдела стандартизации; 155957
Сотрудник 117: Сычев Фёдор Фёдорович; Администрация; Ученый секретарь; 151497
Сотрудник 118: Тихомиров Иван Львович; Администрация; Специалист по маркетингу; 485629
Сотрудник 119: Филиппова Мария Артёмовна; Администрация; Техник-проектировщик; 479735
Сотрудник 120: Худяков Кирилл Андреевич; Администрация; Агент страховой; 130689
Сотрудник 121: Черных Владимир Семёнович; Администрация; Нарядчик; 225113
Сотрудник 122: Чернышева Александра Дмитриевна; Администрация; Кассир; 401564
Сотрудник 123: Абрамова Яна Михайловна; Аналитический отдел; Начальник отдела охраны окружающей среды; 189094
Сотрудник 124: Агеева Анастасия Семёновна; Аналитический отдел; Заместитель директора по коммерческим вопросам; 401456
Сотрудник 125: Андреев Дмитрий Захарович; Аналитический отдел; Инспектор фонда; 116268
Сотрудник 126: Андреев Иван Егорович; Аналитический отдел; Заведующий бюро пропусков; 376154
Сотрудник 127: Борисова Ульяна Евгеньевна; Аналитический отдел; Начальник гаража; 248118
Сотрудник 128: Васильев Кирилл Вадимович; Аналитический отдел; Инженер по нормированию труда; 378706
Сотрудник 129: Воробьева Арина Михайловна; Аналитический отдел; Чертежник; 136300
Сотрудник 130: Жаров Мирон Романович; Аналитический отдел; Главный конструктор проекта; 360576
Сотрудник 131: Зимина Анастасия Данииловна; Аналитический отдел; Инженер-технолог (технолог); 307061
Сотрудник 132: Золотарев Александр Дмитриевич; Аналитический отдел; Ведущий инженер; 342494
Сотрудник 133: Зубкова Полина Тимуровна; Аналитический отдел; Инженер по нормированию труда; 271060
Сотрудник 134: Ильина Вера Петровна; Аналитический отдел; Младший научный сотрудник; 472238
Сотрудник 135: Кудрявцев Тимофей Фёдорович; Аналитический отдел; Секретарь-стенографистка; 369647
Сотрудник 136: Кузнецов Сергей Ильич; Аналитический отдел; Экономист по материально-техническому снабжению; 176389
Сотрудник 137: Куликова Варвара Николаевна; Аналитический отдел; Начальник отдела патентной и изобретательской работы; 425222
Сотрудник 138: Лазарев Савелий Никитич; Аналитический отдел; Лаборант; 355333
Сотрудник 139: Майоров Гордей Платонович; Аналитический отдел; Главный ландшафтный архитектор проекта; 292963
Сотрудник 140: Мартынов Ярослав Платонович; Аналитический отдел; Агент по закупкам; 416821
Сотрудник 141: Михайлов Артём Егорович; Аналитический отдел; Начальник отдела кадров; 337928
Сотрудник 142: Моисеев Тимофей Маркович; Аналитический отдел; Начальник отдела автоматизированной системы управления производством; 217304
Сотрудник 143: Нестерова Александра Артёмовна; Аналитический отдел; Заведующий (начальник) планово-экономическим отделом; 331375
Сотрудник 144: Новиков Егор Иванович; Аналитический отдел; Оператор диспетчерской службы; 370285
Сотрудник 145: Полякова Диана Сергеевна; Аналитический отдел; Специалист по автотехнической экспертизе (эксперт-автотехник); 113521
Сотрудник 146: Пономарев Владислав Тимофеевич; Аналитический отдел; Чертежник; 207996
Сотрудник 147: Рудакова София Степановна; Аналитический отдел; Инженер по наладке и испытаниям; 344608
Сотрудник 148: Рябова София Фёдоровна; Аналитический отдел; Художник; 431355
Сотрудник 149: Черных Михаил Ярославович; Аналитический отдел; Главный механик; 263413
Сотрудник 150: Антонов Дмитрий Иванович; Архив; Заведующий хозяйством; 427698
Сотрудник 151: Басова Валерия Львовна; Архив; Секретарь - машинистка; 200475
Сотрудник 152: Беляев Владимир Александрович; Архив; Специалист по автотехнической экспертизе (эксперт-автотехник); 227515
Сотрудник 153: Бирюкова Алёна Денисовна; Архив; Техник-технолог; 485331
Сотрудник 154: Гаврилова Елизавета Леонидовна; Архив; Главный научный сотрудник; 358557
Сотрудник 155: Герасимов Тимур Кириллович; Архив; Заведующий чертежно-копировальным бюро; 125571
Сотрудник 156: Герасимова Кира Ярославовна; Архив; Агент торговый; 421331
Сотрудник 157: Горшкова Таисия Марковна; Архив; Инженер-программист (программист); 335444
Сотрудник 158: Иванов Александр Вячеславович; Архив; Технический редактор; 441288
Сотрудник 159: Ильин Владимир Ильич; Архив; Заведующий научно-технической библиотекой; 114786
Сотрудник 160: Калачева Арина Владиславовна; Архив; Главный технолог; 278756
Сотрудник 161: Карпов Артём Игоревич; Архив; Переводчик-дактилолог; 178979
Сотрудник 162: Колесникова Екатерина Саввична; Архив; Консультант по налогам и сборам; 141305
Сотрудник 163: Коновалова Ева Артемьевна; Архив; Техник-конструктор; 492517
Сотрудник 164: Лебедева Ксения Артемьевна; Архив; Главный механик; 489408
Сотрудник 165: Литвинова Валерия Данииловна; Архив; Техник-проектировщик; 227421
Сотрудник 166: Макеева Ева Данииловна; Архив; Художник; 495453
Сотрудник 167: Марков Глеб Михайлович; Архив; Инструктор-дактилолог; 328118
Сотрудник 168: Михайлова Любовь Алексеевна; Архив; Ландшафтный архитектор; 407460
Сотрудник 169: Моисеев Тимофей Маркович; Архив; Начальник отдела социального развития; 322129
Сотрудник 170: Орлова Арина Владиславовна; Архив; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 155630
Сотрудник 171: Петров Сергей Сергеевич; Архив; Инструктор-дактилолог; 464583
Сотрудник 172: Пономарев Владислав Тимофеевич; Архив; Главный инженер; 432301
Сотрудник 173: Попова Анастасия Кирилловна; Архив; Секретарь незрячего специалиста; 260534
Сотрудник 174: Потапова Полина Ильинична; Архив; Художественный редактор; 474351
Сотрудник 175: Прохорова Мария Максимовна; Архив; Переводчик синхронный; 126658
Сотрудник 176: Прохорова Мария Максимовна; Архив; Начальник цеха опытного производства; 450870
Сотрудник 177: Седова София Мирославовна; Архив; Инженер по надзору за строительством; 353251
Сотрудник 178: Сомова Таисия Михайловна; Архив; Эксперт по оценке соответствия лифтов требованиям безопасности; 285459
Сотрудник 179: Тимофеев Максим Егорович; Архив; Инженер по охране труда; 181368
Сотрудник 180: Фомин Степан Иванович; Архив; Переводчик; 428480
Сотрудник 181: Щербаков Дмитрий Кириллович; Архив; Экономист по финансовой работе; 125108
Сотрудник 182: Яковлев Алексей Ильич; Архив; Начальник юридического отдела; 332881
Сотрудник 183: Алешин Мирон Маркович; Бухгалтерия; Начальник отдела автоматизированной системы управления производством; 270076
Сотрудник 184: Андреева Елена Артёмовна; Бухгалтерия; Инженер по ремонту; 241603
Сотрудник 185: Афанасьев Иван Максимович; Бухгалтерия; Начальник (заведующий) мастерской; 296725
Сотрудник 186: Борисов Григорий Викторович; Бухгалтерия; Заведующий отделом (бюро) оформления проектных материалов; 390451
Сотрудник 187: Быков Андрей Ильич; Бухгалтерия; Начальник автоколонны; 392526
Сотрудник 188: Вавилов Никита Маркович; Бухгалтерия; Профконсультант; 205778
Сотрудник 189: Герасимов Константин Максимович; Бухгалтерия; Ассистент инспектора фонда; 291301
Сотрудник 190: Головина Таисия Александровна; Бухгалтерия; Копировщик; 143738
Сотрудник 191: Горелов Ярослав Даниилович; Бухгалтерия; Заведующий (начальник) планово-экономическим отделом; 177093
Сотрудник 192: Давыдова Анастасия Богдановна; Бухгалтерия; Заведующий канцелярией; 345326
Сотрудник 193: Дубровина Вероника Ивановна; Бухгалтерия; Агент коммерческий; 317159
Сотрудник 194: Зубов Лев Робертович; Бухгалтерия; Таксировщик; 188547
Сотрудник 195: Зыков Григорий Тимурович; Бухгалтерия; Агент коммерческий; 291272
Сотрудник 196: Кондратьева Мирослава Максимовна; Бухгалтерия; Главный ландшафтный архитектор проекта; 389828
Сотрудник 197: Котова Елизавета Александровна; Бухгалтерия; Главный металлург; 110528
Сотрудник 198: Кузнецов Даниил Артёмович; Бухгалтерия; Главный ландшафтный архитектор проекта; 327247
Сотрудник 199: Лаврова Вероника Михайловна; Бухгалтерия; Архивариус; 129604
Сотрудник 200: Леонтьев Сергей Георгиевич; Бухгалтерия; Начальник отдела стандартизации; 387928
Сотрудник 201: Львов Виктор Сергеевич; Бухгалтерия; Начальник отдела кадров; 263081
Сотрудник 202: Малышев Захар Иванович; Бухгалтерия; Специалист по оценке соответствия лифтов требованиям безопасности; 248823
Сотрудник 203: Михайлов Артём Егорович; Бухгалтерия; Экономист по материально-техническому снабжению; 312139
Сотрудник 204: Назаров Ярослав Фёдорович; Бухгалтерия; Крупье; 265486
Сотрудник 205: Овчинникова Злата Демидовна; Бухгалтерия; Заместитель директора по связям с общественностью; 315675
Сотрудник 206: Овчинникова Злата Демидовна; Бухгалтерия; Менеджер по связям с инвесторами; 341464
Сотрудник 207: Пастухов Артемий Вадимович; Бухгалтерия; Экономист по планированию; 137582
Сотрудник 208: Поляков Алексей Львович; Бухгалтерия; Менеджер по рекламе; 308731
Сотрудник 209: Савельева Майя Дмитриевна; Бухгалтерия; Инженер-программист (программист); 177089
Сотрудник 210: Семенова Ольга Ивановна; Бухгалтерия; Специалист по маркетингу; 403477
Сотрудник 211: Семенова София Ильинична; Бухгалтерия; Техник - программист; 418246
Сотрудник 212: Смирнова Александра Артёмовна; Бухгалтерия; Оценщик; 372644
Сотрудник 213: Соловьева Владислава Ивановна; Бухгалтерия; Копировщик; 346710
Сотрудник 214: Соловьева Кира Егоровна; Бухгалтерия; Инженер-энергетик (энергетик); 279524
Сотрудник 215: Степанов Тимофей Дмитриевич; Бухгалтерия; Начальник отдела охраны труда; 224780
Сотрудник 216: Тихомиров Иван Львович; Бухгалтерия; Аналитик; 267296
Сотрудник 217: Токарев Арсений Кириллович; Бухгалтерия; Секретарь незрячего специалиста; 365073
Сотрудник 218: Федосеева Алиса Владиславовна; Бухгалтерия; Научный редактор; 207948
Сотрудник 219: Федотова Полина Дмитриевна; Бухгалтерия; Агент по продаже недвижимости; 129183
Сотрудник 220: Чернышев Тимофей Денисович; Бухгалтерия; Начальник нормативно-исследовательской лаборатории по труду; 418877
Сотрудник 221: Чернышева Анастасия Михайловна; Бухгалтерия; Секретарь-стенографистка; 281945
Сотрудник 222: Агеева Анастасия Семёновна; Дизайнерский отдел; Техник по инвентаризации строений и сооружений; 362450
Сотрудник 223: Балашова Елизавета Александровна; Дизайнерский отдел; Инженер-лаборант; 312916
Сотрудник 224: Булатов Михаил Михайлович; Дизайнерский отдел; Техник - программист; 329108
Сотрудник 225: Васильева София Михайловна; Дизайнерский отдел; Копировщик; 198402
Сотрудник 226: Винокуров Иван Васильевич; Дизайнерский отдел; Инженер по подготовке кадров; 128076
Сотрудник 227: Власова Полина Данииловна; Дизайнерский отдел; Экспедитор; 448182
Сотрудник 228: Волкова Александра Ярославовна; Дизайнерский отдел; Психолог; 396957
Сотрудник 229: Гусев Марк Андреевич; Дизайнерский отдел; Методист по физической культуре; 108331
Сотрудник 230: Елисеева Евгения Артёмовна; Дизайнерский отдел; Начальник отдела капитального строительства; 275321
Сотрудник 231: Захарова Екатерина Германовна; Дизайнерский отдел; Художник; 212242
Сотрудник 232: Злобин Михаил Фёдорович; Дизайнерский отдел; Ландшафтный архитектор; 408321
Сотрудник 233: Казакова Виктория Андреевна; Дизайнерский отдел; Начальник отдела автоматизации и механизации производственных процессов; 459341
Сотрудник 234: Козлова София Семёновна; Дизайнерский отдел; Инженер-технолог (технолог); 432206
Сотрудник 235: Лебедев Максим Ярославович; Дизайнерский отдел; Начальник технического отдела; 198328
Сотрудник 236: Макаров Алексей Тимофеевич; Дизайнерский отдел; Нарядчик; 225985
Сотрудник 237: Мальцева Кристина Викторовна; Дизайнерский отдел; Инженер по наладке и испытаниям; 421532
Сотрудник 238: Маслов Даниил Ильич; Дизайнерский отдел; Профконсультант; 353004
Сотрудник 239: Медведева Вероника Григорьевна; Дизайнерский отдел; Финансовый директор (заместитель директора по финансам); 433333
Сотрудник 240: Михайлова Мирослава Артёмовна; Дизайнерский отдел; Художественный редактор; 383827
Сотрудник 241: Моисеев Тимофей Маркович; Дизайнерский отдел; Инженер по комплектации оборудования; 243691
Сотрудник 242: Наумова София Демидовна; Дизайнерский отдел; Начальник отдела стандартизации; 182789
Сотрудник 243: Никитина Нина Константиновна; Дизайнерский отдел; Чертежник-конструктор; 326480
Сотрудник 244: Прокофьева Мария Андреевна; Дизайнерский отдел; Бухгалтер; 402680
Сотрудник 245: Румянцева Вероника Александровна; Дизайнерский отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 191595
Сотрудник 246: Румянцева Вероника Александровна; Дизайнерский отдел; Аналитик; 232724
Сотрудник 247: Румянцева София Владимировна; Дизайнерский отдел; Учетчик; 483612
Сотрудник 248: Рыжов Егор Владимирович; Дизайнерский отдел; Начальник отдела (лаборатории, сектора) по защите информации; 149425
Сотрудник 249: Семенова Мирослава Семёновна; Дизайнерский отдел; Начальник хозяйственного отдела; 490343
Сотрудник 250: Семина София Алексеевна; Дизайнерский отдел; Консультант по налогам и сборам; 451757
Сотрудник 251: Сорокин Константин Алексеевич; Дизайнерский отдел; Инженер по ремонту; 450744
Сотрудник 252: Тарасов Арсений Тимофеевич; Дизайнерский отдел; Аналитик; 485508
Сотрудник 253: Черкасов Дмитрий Михайлович; Дизайнерский отдел; Инженер-энергетик (энергетик); 312178
Сотрудник 254: Черных Вячеслав Владиславович; Дизайнерский отдел; Инженер-проектировщик; 159182
Сотрудник 255: Щукина Вероника Александровна; Дизайнерский отдел; Руководитель группы по инвентаризации строений и сооружений; 193623
Сотрудник 256: Александров Захар Иванович; Испытательный центр; Агент по продаже недвижимости; 282997
Сотрудник 257: Александрова Алина Лукинична; Испытательный центр; Начальник смены; 286571
Сотрудник 258: Артамонов Даниил Иванович; Испытательный центр; Дежурный бюро пропусков; 107736
Сотрудник 259: Артемова Алиса Николаевна; Испытательный центр; Начальник инструментального отдела; 434319
Сотрудник 260: Богданов Владимир Тимофеевич; Испытательный центр; Товаровед; 182911
Сотрудник 261: Богданов Владимир Тимофеевич; Испытательный центр; Начальник отдела автоматизации и механизации производственных процессов; 320764
Сотрудник 262: Васильев Владимир Николаевич; Испытательный центр; Математик; 310011
Сотрудник 263: Васильев Даниил Артёмович; Испытательный центр; Эксперт по промышленной безопасности подъемных сооружений; 160512
Сотрудник 264: Грачев Даниил Матвеевич; Испытательный центр; Начальник смены; 338700
Сотрудник 265: Грачев Марк Григорьевич; Испытательный центр; Главный редактор; 167328
Сотрудник 266: Жуков Дмитрий Ильич; Испытательный центр; Оператор диспетчерской службы; 430448
Сотрудник 267: Исаев Павел Русланович; Испытательный центр; Агент по закупкам; 380749
Сотрудник 268: Козлов Владимир Фёдорович; Испытательный центр; Инженер по надзору за строительством; 392735
Сотрудник 269: Кондратьева Диана Викторовна; Испытательный центр; Инженер по подготовке производства; 406190
Сотрудник 270: Кузин Роман Артёмович; Испытательный центр; Инженер по автоматизированным системам управления производством; 428544
Сотрудник 271: Кузнецова Варвара Данииловна; Испытательный центр; Переводчик; 207302
Сотрудник 272: Куликова Елизавета Кирилловна; Испытательный центр; Главный технолог; 252640
Сотрудник 273: Макеева Ева Данииловна; Испытательный центр; Дилер; 204002
Сотрудник 274: Мельников Матвей Всеволодович; Испытательный центр; Начальник отдела охраны окружающей среды; 115853
Сотрудник 275: Мельникова Мирослава Данииловна; Испытательный центр; Инженер по качеству; 355174
Сотрудник 276: Моисеев Максим Русланович; Испытательный центр; Начальник отдела кадров; 494407
Сотрудник 277: Новиков Денис Даниилович; Испытательный центр; Директор (начальник) вычислительного (информационно - вычислительного) центра; 132696
Сотрудник 278: Овсянникова Анастасия Михайловна; Испытательный центр; Заместитель директора по управлению персоналом; 167207
Сотрудник 279: Панкратов Дмитрий Кириллович; Испытательный центр; Администратор; 286990
Сотрудник 280: Панов Михаил Львович; Испытательный центр; Заведующий копировально-множительным бюро; 352011
Сотрудник 281: Плотникова Виктория Павловна; Испытательный центр; Инженер по надзору за строительством; 307345
