Сотрудник 1: Андреева Дарья Марковна; IT-отдел; Редактор; 499537
Сотрудник 43: Куликова Ева Кирилловна; Администрация; Начальник гаража; 129687
Сотрудник 44: Лебедев Максим Ярославович; Администрация; Биржевой маклер; 388127
Сотрудник 45: Литвинова Анастасия Богдановна; Администрация; Инженер по нормированию труда; 163806
Сотрудник 46: Лосев Иван Михайлович; Администрация; Заведующий научно-технической библиотекой; 418240
Сотрудник 47: Пономарева София Алексеевна; Администрация; Специалист по оценке соответствия лифтов требованиям безопасности; 368232
Сотрудник 48: Соколов Алексей Даниилович; Администрация; Документовед; 322027
Сотрудник 49: Соловьев Матвей Львович; Администрация; Заместитель директора по управлению персоналом; 327405
Сотрудник 50: Сомова Ксения Никитична; Администрация; Главный технолог; 377349
Сотрудник 51: Суслова Нина Сергеевна; Администрация; Начальник нормативно-исследовательской лаборатории по труду; 165797
Сотрудник 52: Черных Владимир Семёнович; Администрация; Инспектор фонда; 310719
Сотрудник 53: Щербакова Вера Матвеевна; Администрация; Техник по стандартизации; 256290
Сотрудник 54: Алексеев Матвей Юрьевич; Аналитический отдел; Ведущий инженер; 304139
Сотрудник 55: Архипов Сергей Александрович; Аналитический отдел; Специалист по автотехнической экспертизе (эксперт-автотехник); 240948
Сотрудник 56: Васильев Михаил Андреевич; Аналитический отдел; Инженер по организации труда; 399761
Сотрудник 57: Волков Алексей Арсеньевич; Аналитический отдел; Заведующий камерой хранения; 154092
Сотрудник 58: Воробьева София Матвеевна; Аналитический отдел; Физиолог; 224685
Сотрудник 59: Давыдова София Александровна; Аналитический отдел; Мастер контрольный (участка, цеха); 465416
Сотрудник 60: Кузин Роман Артёмович; Аналитический отдел; Инженер по организации управления производством; 331040
Сотрудник 61: Попов Марк Александрович; Аналитический отдел; Заведующий камерой хранения; 244050
Сотрудник 62: Сорокина Анастасия Тимофеевна; Аналитический отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 102920
Сотрудник 63: Устинова Елизавета Львовна; Аналитический отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 267147
Сотрудник 64: Хромова Мария Александровна; Аналитический отдел; Аудитор; 303165
Сотрудник 65: Артемова Алиса Николаевна; Архив; Главный редактор; 118414
Сотрудник 66: Бирюкова Екатерина Михайловна; Архив; Брокер; 139650
Сотрудник 67: Васильев Михаил Андреевич; Архив; Начальник отдела стандартизации; 404949
Сотрудник 68: Долгов Владислав Дмитриевич; Архив; Специалист по связям с инвесторами; 370287
Сотрудник 69: Ефимов Арсений Ильич; Архив; Специалист по промышленной безопасности подъемных сооружений; 432742
Сотрудник 70: Калачев Даниил Лукич; Архив; Инженер по организации управления производством; 387764
Сотрудник 71: Крылов Егор Дмитриевич; Архив; Инспектор по кадрам; 144707
Сотрудник 72: Лапин Гордей Демидович; Архив; Коммивояжер; 240906
Сотрудник 73: Маркова Арина Львовна; Архив; Заведующий копировально-множительным бюро; 244399
Сотрудник 74: Фомина Мария Юрьевна; Архив; Методист по физической культуре; 321980
Сотрудник 75: Андреев Дмитрий Захарович; Бухгалтерия; Главный диспетчер; 415830
Сотрудник 76: Зайцева Анна Глебовна; Бухгалтерия; Инженер по организации труда; 308415
Сотрудник 77: Зеленин Александр Николаевич; Бухгалтерия; Заместитель директора по коммерческим вопросам; 269153
Сотрудник 78: Иванова Арина Кирилловна; Бухгалтерия; Техник по стандартизации; 349792
Сотрудник 79: Лебедев Максим Ярославович; Бухгалтерия; Оценщик; 452894
Сотрудник 80: Мельникова Мирослава Данииловна; Бухгалтерия; Инженер по метрологии; 337769
Сотрудник 81: Петров Глеб Ярославович; Бухгалтерия; Директор гостиницы; 464845
Сотрудник 82: Федоров Иван Тимофеевич; Бухгалтерия; Начальник отдела контроля качества; 368031
Сотрудник 83: Яковлев Сергей Григорьевич; Бухгалтерия; Заведующий копировально-множительным бюро; 390637
Сотрудник 84: Яковлев Сергей Григорьевич; Бухгалтерия; Начальник отдела охраны окружающей среды; 442443
Сотрудник 85: Алексеева Мия Львовна; Дизайнерский отдел; Начальник отдела патентной и изобретательской работы; 177463
Сотрудник 86: Алешина Владислава Дмитриевна; Дизайнерский отдел; Заведующий отделом (бюро) оформления проектных материалов; 289678
Сотрудник 87: Бессонов Михаил Артёмович; Дизайнерский отдел; Инженер по метрологии; 395211
Сотрудник 88: Волкова Варвара Тимуровна; Дизайнерский отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 314580
Сотрудник 89: Глухова София Богдановна; Дизайнерский отдел; Переводчик; 421209
Сотрудник 90: Гусев Александр Андреевич; Дизайнерский отдел; Старший научный сотрудник; 475524
Сотрудник 91: Гусев Марк Андреевич; Дизайнерский отдел; Техник-технолог; 231597
Сотрудник 92: Казанцев Андрей Адамович; Дизайнерский отдел; Заведующий архивом; 367236
Сотрудник 93: Калинина Виктория Денисовна; Дизайнерский отдел; Агент по снабжению; 290524
Сотрудник 94: Козлов Михаил Владимирович; Дизайнерский отдел; Инженер-энергетик (энергетик); 301704
Сотрудник 95: Кудрявцева Василиса Максимовна; Дизайнерский отдел; Техник по труду; 334882
Сотрудник 96: Куликова Варвара Николаевна; Дизайнерский отдел; Специалист по маркетингу; 332605
Сотрудник 97: Маслова Александра Алексеевна; Дизайнерский отдел; Специалист по связям с общественностью; 281333
Сотрудник 98: Матвеева Анна Петровна; Дизайнерский отдел; Инспектор по кадрам; 184200
Сотрудник 99: Рыбаков Артемий Матвеевич; Дизайнерский отдел; Редактор; 185905
Сотрудник 100: Тимофеева Василиса Марковна; Дизайнерский отдел; Математик; 381599
Сотрудник 101: Чернова Василиса Владимировна; Дизайнерский отдел; Техник по наладке и испытаниям; 131499
Сотрудник 102: Волкова Полина Максимовна; Испытательный центр; Начальник отдела информации; 312340
Сотрудник 103: Ефремов Владимир Матвеевич; Испытательный центр; Художник; 323831
Сотрудник 104: Журавлева Виктория Данииловна; Испытательный центр; Экономист по финансовой работе; 231700
Сотрудник 105: Ильин Владимир Ильич; Испытательный центр; Главный инженер проекта. Главный архитектор проекта; 200535
Сотрудник 106: Колесова София Александровна; Испытательный центр; Дилер; 400554
Сотрудник 107: Леонов Савва Кириллович; Испытательный центр; Художник; 416687
Сотрудник 108: Леонтьева Полина Данииловна; Испытательный центр; Инженер по стандартизации; 273978
Сотрудник 109: Лобанова Мария Руслановна; Испытательный центр; Главный научный сотрудник; 412114
Сотрудник 110: Петрова Екатерина Артёмовна; Испытательный центр; Заместитель директора по управлению персоналом; 273537
Сотрудник 111: Петухов Марк Русланович; Испытательный центр; Экономист по договорной и претензионной работе; 326825
Сотрудник 112: Попова Светлана Александровна; Испытательный центр; Начальник отдела организации и оплаты труда; 121978
Сотрудник 113: Романов Михаил Артурович; Испытательный центр; Директор котельной; 411017
Сотрудник 114: Степанова Ева Максимовна; Испытательный центр; Начальник отдела (лаборатории, сектора) по защите информации; 451493
Сотрудник 115: Сычев Александр Гордеевич; Испытательный центр; Техник; 248319
Сотрудник 116: Харитонов Мирон Захарович; Испытательный центр; Секретарь незрячего специалиста; 322797
Сотрудник 117: Андреев Иван Егорович; Конструкторский отдел; Инженер по автоматизации и механизации производственных процессов; 178675
Сотрудник 118: Васильева Анна Андреевна; Конструкторский отдел; Инженер по охране окружающей среды (эколог); 455154
Сотрудник 119: Воробьева Василиса Артёмовна; Конструкторский отдел; Заведующий техническим архивом; 108591
Сотрудник 120: Гончарова Анастасия Макаровна; Конструкторский отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 319488
Сотрудник 121: Долгов Владислав Дмитриевич; Конструкторский отдел; Менеджер; 339892
Сотрудник 122: Захарова Екатерина Германовна; Конструкторский отдел; Заведующий фотолабораторией; 223910
Сотрудник 123: Иванова Мария Тимуровна; Конструкторский отдел; Главный конструктор; 444928
Сотрудник 124: Ковалев Артём Семёнович; Конструкторский отдел; Заведующая машинописным бюро; 383857
Сотрудник 125: Крюкова Виктория Кирилловна; Конструкторский отдел; Специалист по промышленной безопасности подъемных сооружений; 170907
Сотрудник 126: Львов Виктор Сергеевич; Конструкторский отдел; Техник по планированию; 387948
Сотрудник 127: Малышев Арсений Германович; Конструкторский отдел; Главный научный сотрудник; 106072
Сотрудник 128: Парфенова Ксения Владимировна; Конструкторский отдел; Главный конструктор проекта; 343229
Сотрудник 129: Рудакова София Степановна; Конструкторский отдел; Социолог; 184708
Сотрудник 130: Семенова Ольга Ивановна; Конструкторский отдел; Главный энергетик; 316774
Сотрудник 131: Сомов Борис Демидович; Конструкторский отдел; Заведующий общежитием; 246409
Сотрудник 132: Трифонова Ольга Викторовна; Конструкторский отдел; Мастер участка; 263460
Сотрудник 133: Федоров Никита Сергеевич; Конструкторский отдел; Брокер; 162943
Сотрудник 134: Федоров Никита Сергеевич; Конструкторский отдел; Начальник отдела сбыта; 286862
Сотрудник 135: Фролов Илья Евгеньевич; Конструкторский отдел; Редактор; 259992
Сотрудник 136: Алешин Мирон Маркович; Контакт-центр; Главный конструктор; 220542
Сотрудник 137: Андреев Иван Егорович; Контакт-центр; Машинистка; 131973
Сотрудник 138: Васильев Даниил Артёмович; Контакт-центр; Инспектор фонда; 164911
Сотрудник 139: Денисова Дарья Ярославовна; Контакт-центр; Заведующий (начальник) планово-экономическим отделом; 137106
Сотрудник 140: Иванов Егор Михайлович; Контакт-центр; Начальник исследовательской лаборатории; 116636
Сотрудник 141: Иванов Марк Фёдорович; Контакт-центр; Заведующий чертежно-копировальным бюро; 276445
Сотрудник 142: Коновалов Демид Савельевич; Контакт-центр; Экономист; 408619
Сотрудник 143: Крылов Владимир Константинович; Контакт-центр; Техник по планированию; 298070
Сотрудник 144: Куликова Арина Алексеевна; Контакт-центр; Эксперт; 253907
Сотрудник 145: Куликова Елизавета Кирилловна; Контакт-центр; Финансовый директор (заместитель директора по финансам); 280882
Сотрудник 146: Макарова Александра Николаевна; Контакт-центр; Секретарь руководителя; 123531
Сотрудник 147: Максимов Никита Фёдорович; Контакт-центр; Начальник инструментального отдела; 226509
Сотрудник 148: Максимов Павел Никитич; Контакт-центр; Лаборант; 282765
Сотрудник 149: Парфенова Ксения Владимировна; Контакт-центр; Начальник отдела сбыта; 409409
Сотрудник 150: Поликарпов Матвей Львович; Контакт-центр; Техник-лаборант; 299948
Сотрудник 151: Романов Михаил Артурович; Контакт-центр; Заместитель директора по коммерческим вопросам; 145973
Сотрудник 152: Савельева Антонина Матвеевна; Контакт-центр; Начальник производственной лаборатории (по контролю производства); 411739
Сотрудник 153: Семенов Матвей Кириллович; Контакт-центр; Директор по связям с инвесторами; 177943
Сотрудник 154: Сергеева Анастасия Максимовна; Контакт-центр; Директор (начальник) учреждения (организации); 449046
Сотрудник 155: Сычев Александр Гордеевич; Контакт-центр; Ассистент инспектора фонда; 141114
Сотрудник 156: Аксенова Ульяна Дмитриевна; Логистический отдел; Заведующий (начальник) отделом научно-технической информации; 106511
Сотрудник 157: Борисов Александр Елисеевич; Логистический отдел; Секретарь руководителя; 260500
Сотрудник 158: Васильев Владимир Николаевич; Логистический отдел; Техник-технолог; 399373
Сотрудник 159: Герасимова Алиса Кирилловна; Логистический отдел; Агент торговый; 403618
Сотрудник 160: Гончарова Анастасия Макаровна; Логистический отдел; Главный метролог; 415904
Сотрудник 161: Егорова Анна Михайловна; Логистический отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 281476
Сотрудник 162: Завьялова Ангелина Данииловна; Логистический отдел; Заведующий (начальник) отделом кадров; 154873
Сотрудник 163: Иванов Александр Вячеславович; Логистический отдел; Заведующий отделом (бюро) оформления проектных материалов; 361521
Сотрудник 164: Иванов Роман Александрович; Логистический отдел; Переводчик-дактилолог; 452834
Сотрудник 165: Исаев Павел Русланович; Логистический отдел; Лаборант; 175899
Сотрудник 166: Колесникова Екатерина Саввична; Логистический отдел; Директор (генеральный директор, управляющий) предприятия; 260821
Сотрудник 167: Кочетова Евгения Константиновна; Логистический отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 383560
Сотрудник 168: Лукьянов Иван Матвеевич; Логистический отдел; Инженер по подготовке производства; 349056
Сотрудник 169: Макарова Анастасия Михайловна; Логистический отдел; Ассистент инспектора фонда; 140375
Сотрудник 170: Миронов Арсений Львович; Логистический отдел; Инженер по подготовке кадров; 377669
Сотрудник 171: Михайлова Ева Филиповна; Логистический отдел; Ведущий экономист; 334169
Сотрудник 172: Овсянникова Анастасия Михайловна; Логистический отдел; Дилер; 138806
Сотрудник 173: Сорокина Анастасия Тимофеевна; Логистический отдел; Главный научный сотрудник; 388067
Сотрудник 174: Степанов Александр Владиславович; Логистический отдел; Статистик; 243633
Сотрудник 175: Тихомиров Арсений Львович; Логистический отдел; Инженер по стандартизации; 211274
Сотрудник 176: Афанасьев Иван Максимович; Маркетинговый отдел; Инженер-программист (программист); 382170
Сотрудник 177: Вешняков Глеб Семёнович; Маркетинговый отдел; Агент по снабжению; 121555
Сотрудник 178: Грачев Иван Семёнович; Маркетинговый отдел; Инженер по качеству; 386497
Сотрудник 179: Кузнецов Даниил Артёмович; Маркетинговый отдел; Заведующий конструкторским отделом; 285684
Сотрудник 180: Михайлова Любовь Алексеевна; Маркетинговый отдел; Экономист по материально-техническому снабжению; 354504
Сотрудник 181: Осипова Арина Тимофеевна; Маркетинговый отдел; Начальник производственного отдела; 173799
Сотрудник 182: Сычев Александр Гордеевич; Маркетинговый отдел; Заведующий научно-технической библиотекой; 414249
Сотрудник 183: Шевелева Татьяна Михайловна; Маркетинговый отдел; Заведующий научно-технической библиотекой; 296595
Сотрудник 184: Шувалов Иван Александрович; Маркетинговый отдел; Инженер по качеству; 468553
Сотрудник 185: Васильева Варвара Ярославовна; Медицинский отдел; Консультант по налогам и сборам; 175078
Сотрудник 186: Васильева София Михайловна; Медицинский отдел; Экономист по финансовой работе; 461523
Сотрудник 187: Власов Степан Дмитриевич; Медицинский отдел; Начальник лаборатории (бюро) технико - экономических исследований; 128195
Сотрудник 188: Громова Злата Артёмовна; Медицинский отдел; Статистик; 373461
Сотрудник 189: Денисова Мария Николаевна; Медицинский отдел; Профконсультант; 180291
Сотрудник 190: Ермаков Максим Дмитриевич; Медицинский отдел; Товаровед; 224770
Сотрудник 191: Жуков Дмитрий Ильич; Медицинский отдел; Переводчик-дактилолог; 276369
Сотрудник 192: Иванов Александр Михайлович; Медицинский отдел; Начальник исследовательской лаборатории; 317303
Сотрудник 193: Кононова Таисия Никитична; Медицинский отдел; Техник; 467394
Сотрудник 194: Кузин Роман Артёмович; Медицинский отдел; Инженер по автоматизации и механизации производственных процессов; 256204
Сотрудник 195: Маркова Арина Львовна; Медицинский отдел; Заведующий копировально-множительным бюро; 462886
Сотрудник 196: Семенов Вячеслав Савельевич; Медицинский отдел; Экономист по материально-техническому снабжению; 320347
Сотрудник 197: Ульянов Мирон Никитич; Медицинский отдел; Менеджер по персоналу; 391026
Сотрудник 198: Абрамова Яна Михайловна; Научно-исследовательский отдел; Инженер по охране труда; 110931
Сотрудник 199: Белов Кирилл Никитич; Научно-исследовательский отдел; Начальник отдела (лаборатории, сектора) по защите информации; 388361
Сотрудник 200: Борисова Ульяна Евгеньевна; Научно-исследовательский отдел; Инженер-технолог (технолог); 418850
Сотрудник 201: Галкин Роберт Викторович; Научно-исследовательский отдел; Нарядчик; 260247
Сотрудник 202: Грачев Марк Григорьевич; Научно-исследовательский отдел; Начальник центральной заводской лаборатории; 416838
Сотрудник 203: Комаров Максим Серафимович; Научно-исследовательский отдел; Главный энергетик; 329152
Сотрудник 204: Кузнецов Роман Артемьевич; Научно-исследовательский отдел; Ученый секретарь; 375940
Сотрудник 205: Лебедева София Матвеевна; Научно-исследовательский отдел; Заведующий камерой хранения; 192789
Сотрудник 206: Матвеева Анна Артёмовна; Научно-исследовательский отдел; Заведующий хозяйством; 306719
Сотрудник 207: Михайлова Любовь Алексеевна; Научно-исследовательский отдел; Директор типографии; 437341
Сотрудник 208: Постникова Ева Фёдоровна; Научно-исследовательский отдел; Младший научный сотрудник; 107516
Сотрудник 209: Федотова Полина Дмитриевна; Научно-исследовательский отдел; Менеджер по связям с инвесторами; 325858
Сотрудник 210: Агеева Анастасия Семёновна; Отдел event-менеджмента; Лаборант; 485701
Сотрудник 211: Журавлева Виктория Тимофеевна; Отдел event-менеджмента; Заведующий производством (шеф-повар); 474283
Сотрудник 212: Захаров Артём Русланович; Отдел event-менеджмента; Заведующий (начальник) отделом кадров; 115330
Сотрудник 213: Иванова Алиса Константиновна; Отдел event-менеджмента; Руководитель подразделения; 412432
Сотрудник 214: Корнеева Екатерина Юрьевна; Отдел event-менеджмента; Техник по защите информации; 390713
Сотрудник 215: Лобанова Мария Руслановна; Отдел event-менеджмента; Экономист; 200829
Сотрудник 216: Макаров Андрей Русланович; Отдел event-менеджмента; Эксперт; 373411
Сотрудник 217: Макарова Александра Николаевна; Отдел event-менеджмента; Переводчик; 449278
Сотрудник 218: Мешков Глеб Адамович; Отдел event-менеджмента; Техник; 386677
Сотрудник 219: Нестерова Александра Артёмовна; Отдел event-менеджмента; Нарядчик; 417162
Сотрудник 220: Панкратова Юлия Егоровна; Отдел event-менеджмента; Эксперт по промышленной безопасности подъемных сооружений; 372186
Сотрудник 221: Руднева София Кирилловна; Отдел event-менеджмента; Начальник инструментального отдела; 147402
Сотрудник 222: Рыжов Егор Владимирович; Отдел event-менеджмента; Ландшафтный архитектор; 373030
Сотрудник 223: Семина София Алексеевна; Отдел event-менеджмента; Эксперт по оценке соответствия лифтов требованиям безопасности; 129319
Сотрудник 224: Сомова Ксения Никитична; Отдел event-менеджмента; Техник-лаборант; 428768
Сотрудник 225: Субботина Алиса Михайловна; Отдел event-менеджмента; Начальник отдела по связям с инвесторами; 139342
Сотрудник 226: Шевелев Илья Михайлович; Отдел event-менеджмента; Начальник отдела стандартизации; 213368
Сотрудник 227: Яковлева Владислава Дмитриевна; Отдел event-менеджмента; Начальник отдела материально-технического снабжения; 350195
Сотрудник 228: Алексеева Мия Львовна; Отдел автоматизации; Машинистка; 248919
Сотрудник 229: Вишневский Алексей Евгеньевич; Отдел автоматизации; Техник по труду; 316701
Сотрудник 230: Калачева Арина Владиславовна; Отдел автоматизации; Младший научный сотрудник; 495135
Сотрудник 231: Калашников Владислав Егорович; Отдел автоматизации; Агент коммерческий; 200463
Сотрудник 232: Лебедев Степан Матвеевич; Отдел автоматизации; Начальник производственной лаборатории (по контролю производства); 207100
Сотрудник 233: Миронов Михаил Даниилович; Отдел автоматизации; Техник по планированию; 499329
Сотрудник 234: Потапова Полина Ильинична; Отдел автоматизации; Начальник хозяйственного отдела; 230679
Сотрудник 235: Романов Константин Семёнович; Отдел автоматизации; Механик; 127310
Сотрудник 236: Степанов Георгий Даниилович; Отдел автоматизации; Менеджер по связям с инвесторами; 377119
Сотрудник 237: Федотова Полина Дмитриевна; Отдел автоматизации; Главный инженер проекта. Главный архитектор проекта; 213731
Сотрудник 238: Цветкова Вероника Львовна; Отдел автоматизации; Начальник цеха опытного производства; 245495
Сотрудник 239: Черных Тимофей Сергеевич; Отдел автоматизации; Директор (начальник) вычислительного (информационно - вычислительного) центра; 355920
Сотрудник 240: Александров Дмитрий Анатольевич; Отдел безопасности; Главный конструктор проекта; 155624
Сотрудник 241: Алешина Владислава Дмитриевна; Отдел безопасности; Кодификатор; 297258
Сотрудник 242: Балашов Савва Ильич; Отдел безопасности; Инженер по организации труда; 156959
Сотрудник 243: Беляев Владимир Александрович; Отдел безопасности; Агент по снабжению; 118984
Сотрудник 244: Васильев Никита Всеволодович; Отдел безопасности; Заместитель директора по коммерческим вопросам; 209433
Сотрудник 245: Гусев Марк Андреевич; Отдел безопасности; Экономист по финансовой работе; 284928
Сотрудник 246: Егоров Матвей Матвеевич; Отдел безопасности; Аудитор; 287538
Сотрудник 247: Карпова Варвара Петровна; Отдел безопасности; Начальник отдела материально-технического снабжения; 236776
Сотрудник 248: Кочеткова Василиса Михайловна; Отдел безопасности; Консультант по налогам и сборам; 422941
Сотрудник 249: Кузьмина Майя Дмитриевна; Отдел безопасности; Заведующий хозяйством; 424140
Сотрудник 250: Лебедев Дмитрий Вячеславович; Отдел безопасности; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 304885
Сотрудник 251: Лукьянов Максим Даниилович; Отдел безопасности; Калькулятор; 330897
Сотрудник 252: Николаева Мирослава Марковна; Отдел безопасности; Заведующий (начальник) отделом кадров; 425230
Сотрудник 253: Постникова Ева Фёдоровна; Отдел безопасности; Начальник инструментального отдела; 156749
Сотрудник 254: Савицкая Анастасия Данииловна; Отдел безопасности; Заведующий чертежно-копировальным бюро; 349740
Сотрудник 255: Семенов Матвей Даниилович; Отдел безопасности; Товаровед; 367486
Сотрудник 256: Степанова Ева Максимовна; Отдел безопасности; Заведующий (начальник) отделом кадров; 297562
Сотрудник 257: Тарасов Арсений Тимофеевич; Отдел безопасности; Ведущий конструктор; 405766
Сотрудник 258: Филатова Екатерина Мироновна; Отдел безопасности; Переводчик-дактилолог; 265634
Сотрудник 259: Андреев Лев Платонович; Отдел внутреннего контроля; Лаборант; 240946
Сотрудник 260: Безрукова Яна Максимовна; Отдел внутреннего контроля; Начальник отдела материально-технического снабжения; 399627
Сотрудник 261: Гаврилова Елизавета Леонидовна; Отдел внутреннего контроля; Техник по планированию; 394884
Сотрудник 262: Петров Глеб Ярославович; Отдел внутреннего контроля; Ученый секретарь; 362558
Сотрудник 263: Пименова Алёна Артёмовна; Отдел внутреннего контроля; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 488956
Сотрудник 264: Антонов Михаил Платонович; Отдел госзакупок; Начальник гаража; 380197
Сотрудник 265: Белов Иван Максимович; Отдел госзакупок; Техник по защите информации; 329025
Сотрудник 266: Захаров Александр Ильич; Отдел госзакупок; Техник по инструменту; 317301
Сотрудник 267: Карпов Артём Игоревич; Отдел госзакупок; Заведующий камерой хранения; 247968
Сотрудник 268: Кочетова Евгения Константиновна; Отдел госзакупок; Переводчик-дактилолог; 252042
Сотрудник 269: Кузнецов Даниил Артёмович; Отдел госзакупок; Мастер контрольный (участка, цеха); 174704
Сотрудник 270: Маркелова Дарья Дмитриевна; Отдел госзакупок; Научный сотрудник; 176425
Сотрудник 271: Михайлова Любовь Алексеевна; Отдел госзакупок; Социолог; 479854
Сотрудник 272: Петрова Варвара Данииловна; Отдел госзакупок; Заместитель директора по коммерческим вопросам; 227801
Сотрудник 273: Попова Анастасия Кирилловна; Отдел госзакупок; Заведующий бюро пропусков; 176762
Сотрудник 274: Федоров Максим Маркович; Отдел госзакупок; Агент рекламный; 474514
Сотрудник 275: Чернышева Юлия Вадимовна; Отдел госзакупок; Заведующий (начальник) отделом научно-технической информации; 390620
Сотрудник 276: Гусева Вера Савельевна; Отдел документооборота; Начальник планово - экономического отдела; 379068
Сотрудник 277: Зубкова Полина Тимуровна; Отдел документооборота; Начальник хозяйственного отдела; 172691
Сотрудник 278: Касьянова Екатерина Адамовна; Отдел документооборота; Заведующий аспирантурой; 106236
Сотрудник 279: Кузнецова Татьяна Артемьевна; Отдел документооборота; Психолог; 186999
Сотрудник 280: Кузьмина Василиса Николаевна; Отдел документооборота; Заместитель директора по коммерческим вопросам; 309897
Сотрудник 281: Литвинова Валерия Данииловна; Отдел документооборота; Начальник отдела социального развития; 139300
Сотрудник 282: Федоров Максим Маркович; Отдел документооборота; Техник; 288834
Сотрудник 283: Фомина Мария Юрьевна; Отдел документооборота; Директор гостиницы; 441921
Сотрудник 284: Черныха Анастасия Максимовна; Отдел документооборота; Эксперт дорожного хозяйства; 162832
Сотрудник 285: Шевелева Татьяна Михайловна; Отдел документооборота; Менеджер по персоналу; 113314
Сотрудник 286: Баженова Алиса Сергеевна; Отдел закупок; Лаборант; 423205
Сотрудник 287: Бочаров Егор Тимурович; Отдел закупок; Инженер по подготовке производства; 354297
